episode,success,fell,timed_out,return,steps,max_riser,completion_fraction,minimum_cbf_h,intervention_count,intervention_per_riser,correction_mean,correction_max,would_intervene_count,would_intervene_per_riser,counterfactual_correction_mean,counterfactual_correction_max,mean_abs_centerline_error,max_abs_centerline_error,max_abs_heading_error,minimum_root_edge_clearance,minimum_foot_edge_clearance,operator_correction_fraction,side_edge_breach
10,False,True,False,-1.801961898803711,412,9,1.0,-0.1397777795791626,0,0.0,6.062465018885632e-08,2.0048493354352104e-07,9,1.0,0.006631219293922186,0.48015058040618896,0.46071329712867737,1.4317221641540527,1.9111597537994385,-0.23172211647033691,-0.15019714832305908,0.048543691635131836,True
11,False,True,False,-0.0717306137084961,412,8,0.8888888888888888,-0.10585284233093262,0,0.0,6.043602240879409e-08,2.731476627104712e-07,14,1.75,0.0032462419476360083,0.2256668359041214,0.4589537978172302,1.4351462125778198,1.7509790658950806,-0.235146164894104,-0.15573692321777344,0.08495146036148071,True
12,False,True,False,-1.092512607574463,437,8,0.8888888888888888,-0.07711243629455566,0,0.0,5.8860518237224824e-08,2.398404319592373e-07,14,1.75,0.005831821821630001,0.45045244693756104,0.4266532063484192,1.5145553350448608,1.7428864240646362,-0.314555287361145,-0.28142595291137695,0.04118993133306503,True
13,False,True,False,-2.9451544284820557,439,9,1.0,-0.14928826689720154,0,0.0,6.09701302778376e-08,1.921325463172252e-07,6,0.6666666865348816,0.0030581862665712833,0.45231181383132935,0.4541342556476593,1.464309573173523,1.8170338869094849,-0.26430952548980713,-0.2453920841217041,0.0364464707672596,True
14,True,False,False,8.143126487731934,440,9,1.0,-0.09020649641752243,0,0.0,6.160077958838883e-08,2.682209014892578e-07,2,0.2222222238779068,0.0004078020865563303,0.1368534117937088,0.48864248394966125,1.0211139917373657,1.528167963027954,0.1788860559463501,0.08140254020690918,0.05681817978620529,False
15,False,True,False,-1.1757545471191406,441,7,0.7777777777777778,-0.1354598104953766,0,0.0,6.101897298549375e-08,3.1114541343413293e-07,14,2.0,0.002124218503013253,0.17025470733642578,0.582008421421051,1.4546834230422974,1.8631277084350586,-0.25468337535858154,-0.16702234745025635,0.027210883796215057,True
16,False,True,False,1.2770214080810547,441,7,0.7777777777777778,-0.0668623149394989,0,0.0,5.933964075666154e-08,2.7847636374644935e-07,10,1.4285714626312256,0.002110512461513281,0.30858802795410156,0.4635421931743622,1.4257946014404297,1.7272437810897827,-0.22579455375671387,-0.16175007820129395,0.0634920671582222,True
17,True,False,False,8.194408416748047,442,9,1.0,-0.1384117603302002,0,0.0,6.155379850270037e-08,2.4620757699267415e-07,1,0.1111111119389534,6.841188678663457e-06,0.0029966419097036123,0.35918745398521423,0.7545104026794434,1.3786717653274536,0.44548964500427246,0.34136486053466797,0.04751131311058998,False
18,False,True,False,-1.159128189086914,443,9,1.0,-0.07922475785017014,0,0.0,6.195160295874302e-08,2.4165623813132697e-07,1,0.1111111119389534,7.1562840275873896e-06,0.0031427894718945026,0.3886825144290924,1.4334571361541748,1.678056001663208,-0.23345708847045898,-0.18444228172302246,0.02483070082962513,True
19,False,True,False,-1.6062965393066406,444,8,0.8888888888888888,-0.1289028823375702,0,0.0,6.062757762492765e-08,2.7516759359969e-07,12,1.5,0.0068553113378584385,0.4345763921737671,0.5260290503501892,1.452112078666687,1.7023178339004517,-0.2521120309829712,-0.27113819122314453,0.04954954981803894,True
20,False,True,False,-1.5453510284423828,445,9,1.0,-0.1460660696029663,0,0.0,6.257521079078288e-08,2.9212071694928454e-07,15,1.6666666269302368,0.006143906619399786,0.5251936912536621,0.3863672912120819,1.4046576023101807,2.01347017288208,-0.20465755462646484,-0.13233482837677002,0.09213483333587646,True
21,True,False,False,8.988265037536621,456,9,1.0,-0.04706305265426636,0,0.0,6.447713474244665e-08,2.687382050226006e-07,0,0.0,6.447713474244665e-08,2.687382050226006e-07,0.3908565044403076,0.9039931893348694,1.4022611379623413,0.29600685834884644,0.1943812370300293,0.02850877121090889,False
22,True,False,False,8.879115104675293,466,9,1.0,-0.12386095523834229,0,0.0,6.243975292363757e-08,2.7387852696847403e-07,1,0.1111111119389534,6.104823114583269e-06,0.002815759275108576,0.2534574270248413,0.7099903225898743,1.5438312292099,0.49000972509384155,0.3934987187385559,0.06008583679795265,False
23,False,True,False,-1.219400405883789,467,9,1.0,-0.14860117435455322,0,0.0,6.04509011736809e-08,2.7966981974714145e-07,23,2.555555582046509,0.005095084197819233,0.29498985409736633,0.4802382290363312,1.4434231519699097,1.888120412826538,-0.24342310428619385,-0.16996443271636963,0.05781584605574608,True
24,False,True,False,-0.4339179992675781,469,9,1.0,-0.14010417461395264,0,0.0,6.265266705440808e-08,2.6835022026716615e-07,4,0.4444444477558136,0.0021146750077605247,0.44188013672828674,0.4854312539100647,1.378260850906372,1.9590082168579102,-0.17826080322265625,-0.09436917304992676,0.051172710955142975,True
25,False,True,False,0.040436744689941406,470,9,1.0,-0.12175357341766357,0,0.0,5.909207700938168e-08,2.0048327087351936e-07,8,0.8888888955116272,0.0013438636669889092,0.19115719199180603,0.6018264889717102,1.5402412414550781,1.8594300746917725,-0.3402411937713623,-0.2844061851501465,0.04893616959452629,True
26,False,True,False,1.8013691902160645,471,8,0.8888888888888888,-0.14615613222122192,0,0.0,5.8623719212391734e-08,2.5156055016850587e-07,14,1.75,0.002947294618934393,0.2080375701189041,0.3740181028842926,1.4261683225631714,1.8822797536849976,-0.22616827487945557,-0.20658111572265625,0.0552017018198967,True
27,False,True,False,-1.6339867115020752,471,9,1.0,-0.14203453063964844,0,0.0,6.252206929957538e-08,2.9108113608344865e-07,4,0.4444444477558136,0.0009597020107321441,0.22583293914794922,0.4033142626285553,1.5371670722961426,1.9740488529205322,-0.33716702461242676,-0.24032258987426758,0.10615711659193039,True
28,False,True,False,-1.7690143585205078,472,9,1.0,-0.13999509811401367,0,0.0,6.216768611011503e-08,2.520015129903186e-07,4,0.4444444477558136,0.00012301701644901186,0.038528136909008026,0.44974642992019653,1.4353796243667603,1.523775339126587,-0.23537957668304443,-0.2250359058380127,0.02118644118309021,True
29,False,True,False,-0.6422033309936523,472,9,1.0,-0.11908161640167236,0,0.0,6.020096066094993e-08,2.5038724515979993e-07,7,0.7777777910232544,0.0008894396014511585,0.27156198024749756,0.4744420647621155,1.4009538888931274,2.4582648277282715,-0.20095384120941162,-0.10953414440155029,0.05932203307747841,True
30,False,True,False,-0.4679698944091797,472,9,1.0,-0.13438984751701355,0,0.0,6.034471056182156e-08,2.7647615752357524e-07,2,0.2222222238779068,0.001814439194276929,0.5865041017532349,0.45197293162345886,1.370916724205017,1.7616606950759888,-0.17091667652130127,-0.08427190780639648,0.03601694852113724,True
31,False,True,False,-3.301687717437744,474,9,1.0,-0.14547312259674072,0,0.0,5.959917359632527e-08,2.701028165574826e-07,20,2.222222328186035,0.013635678216814995,0.768735945224762,0.5236151814460754,1.6761349439620972,2.159471035003662,-0.47613489627838135,-0.4378734827041626,0.059071727097034454,True
32,False,True,False,-2.223649024963379,475,9,1.0,-0.1497664451599121,0,0.0,5.801864944032786e-08,2.7448589889900177e-07,5,0.5555555820465088,0.0005237029399722815,0.08591911941766739,0.607210099697113,1.3715928792953491,1.6744165420532227,-0.1715928316116333,-0.12264859676361084,0.03999999910593033,True
33,False,True,False,-1.020033597946167,481,9,1.0,-0.1405712366104126,0,0.0,6.085195281002598e-08,2.4733233772167296e-07,14,1.5555555820465088,0.005117326974868774,0.44319912791252136,0.501375675201416,1.4382843971252441,2.2634708881378174,-0.23828434944152832,-0.09609723091125488,0.027027027681469917,True
34,False,True,False,-4.729985237121582,486,9,1.0,-0.0816204845905304,0,0.0,6.019439524607151e-08,2.5517559265608725e-07,30,3.3333332538604736,0.013457943685352802,0.7707210183143616,0.2681862413883209,1.0772547721862793,2.2633988857269287,0.12274527549743652,-0.1187971830368042,0.05144032835960388,True
35,True,False,False,7.514822959899902,494,9,1.0,-0.09996569156646729,0,0.0,6.182601453019743e-08,2.543039272495662e-07,4,0.4444444477558136,0.00019147437706124038,0.043626297265291214,0.44009342789649963,0.9365198612213135,1.6135497093200684,0.26348018646240234,0.17384862899780273,0.09716599434614182,False
36,True,False,False,9.047901153564453,494,9,1.0,-0.1370302438735962,0,0.0,6.209477731999868e-08,2.6864944402404944e-07,0,0.0,6.209477731999868e-08,2.6864944402404944e-07,0.46711644530296326,1.1462759971618652,1.9496190547943115,0.053724050521850586,-0.06193053722381592,0.07287449389696121,True
37,True,False,False,8.546735763549805,494,9,1.0,-0.06761583685874939,0,0.0,6.21430729097483e-08,2.7355054044164717e-07,4,0.4444444477558136,0.0006729017477482557,0.20334453880786896,0.35592779517173767,0.691027820110321,1.353149652481079,0.5089722275733948,0.4002190828323364,0.028340082615613937,False
38,True,False,False,9.160642623901367,495,9,1.0,-0.11472594738006592,0,0.0,6.076659531117912e-08,1.955688730959082e-07,7,0.7777777910232544,0.0008367308764718473,0.1652819961309433,0.28302228450775146,0.6672112345695496,1.4231367111206055,0.5327888131141663,0.4068264961242676,0.06060606241226196,False
39,False,True,False,-0.3520345687866211,498,9,1.0,-0.13998091220855713,0,0.0,5.8948952386117526e-08,2.390888482750597e-07,17,1.888888955116272,0.0054263160564005375,0.3736304044723511,0.5182943344116211,1.486664056777954,1.8327854871749878,-0.2866640090942383,-0.21156013011932373,0.046184737235307693,True
40,False,True,False,-2.2892191410064697,500,9,1.0,-0.14904403686523438,0,0.0,6.074397163047252e-08,2.700771233321575e-07,16,1.7777777910232544,0.007229745388031006,0.8332828283309937,0.3253985643386841,1.5190083980560303,1.9095665216445923,-0.31900835037231445,-0.2320878505706787,0.058000002056360245,True
41,False,True,False,0.013560295104980469,501,9,1.0,-0.1300024390220642,0,0.0,6.089468485015459e-08,2.747638347955217e-07,20,2.222222328186035,0.0032813558354973793,0.18341906368732452,0.515555202960968,1.4426466226577759,1.8496930599212646,-0.24264657497406006,-0.209395170211792,0.08183632791042328,True
42,False,True,False,-1.8493149280548096,501,9,1.0,-0.13431179523468018,0,0.0,5.969545213702077e-08,2.417997393422411e-07,18,2.0,0.002639664337038994,0.17287635803222656,0.42162081599235535,1.4314632415771484,1.9047726392745972,-0.23146319389343262,-0.23100745677947998,0.04391217604279518,True
43,True,False,False,9.244512557983398,502,9,1.0,-0.13742655515670776,0,0.0,5.8062241237166745e-08,2.469111564096238e-07,3,0.3333333432674408,0.00024365792341995984,0.04673396423459053,0.5292106866836548,1.2546072006225586,1.7424321174621582,-0.05460715293884277,-0.10835075378417969,0.04581673443317413,True
44,False,True,False,-0.16862034797668457,504,9,1.0,-0.14495167136192322,0,0.0,6.043200784233704e-08,2.537576335726044e-07,3,0.3333333432674408,0.0003043094475287944,0.06433459371328354,0.44093093276023865,1.4064970016479492,1.710724115371704,-0.2064969539642334,-0.1277925968170166,0.0456349216401577,True
45,False,True,False,0.6721029281616211,506,9,1.0,-0.1384711116552353,0,0.0,5.8705548866555546e-08,2.528810796320613e-07,14,1.5555555820465088,0.0031978744082152843,0.2723996937274933,0.4705509841442108,1.4969338178634644,1.7785485982894897,-0.29693377017974854,-0.2623600959777832,0.04545454680919647,True
46,True,False,False,10.111944198608398,506,9,1.0,-0.13237899541854858,0,0.0,5.9432476717802274e-08,2.4767578565842996e-07,10,1.1111111640930176,0.0014378289924934506,0.14030280709266663,0.21130876243114471,0.3650408983230591,0.8719232082366943,0.8349591493606567,0.7080135941505432,0.02766798436641693,False
47,True,False,False,7.894258499145508,507,9,1.0,0.0013350844383239746,0,0.0,6.380297890018483e-08,2.740558215919009e-07,10,1.1111111640930176,0.0009314080816693604,0.15746767818927765,0.41899392008781433,1.065811038017273,1.5597344636917114,0.13418900966644287,0.02093064785003662,0.05917159840464592,False
48,True,False,False,9.318473815917969,508,9,1.0,-0.07018148899078369,0,0.0,5.916259837590587e-08,2.9356351660680957e-07,14,1.5555555820465088,0.001852257177233696,0.21097320318222046,0.41039031744003296,0.9081907272338867,1.470542073249817,0.2918093204498291,0.181013822555542,0.08267716318368912,False
49,True,False,False,9.83827018737793,515,9,1.0,-0.10345225036144257,0,0.0,5.9312817768386594e-08,2.50343930474628e-07,4,0.4444444477558136,0.000658938311971724,0.10860531777143478,0.5411959886550903,1.1270930767059326,1.7464001178741455,0.0729069709777832,-0.06833410263061523,0.08737864345312119,True
50,True,False,False,9.94278335571289,520,9,1.0,-0.1379610300064087,0,0.0,6.197961965881404e-08,2.570180299699132e-07,2,0.2222222238779068,0.000287147966446355,0.1412472277879715,0.290456622838974,0.733957052230835,1.410323143005371,0.46604299545288086,0.3646232485771179,0.051923077553510666,False
51,True,False,False,8.083698272705078,522,9,1.0,-0.08267343044281006,0,0.0,5.910491651661687e-08,2.7898047960661643e-07,4,0.4444444477558136,0.00010488310363143682,0.02219083160161972,0.0770956352353096,0.22759190201759338,0.9119660258293152,0.9724081754684448,0.8220005035400391,0.030651340261101723,False
52,True,False,False,9.045999526977539,529,9,1.0,-0.13952592015266418,0,0.0,5.955061155304975e-08,2.499347715456679e-07,10,1.1111111640930176,0.0013632903574034572,0.18077272176742554,0.4508587718009949,0.9088945388793945,1.4759758710861206,0.2911055088043213,0.1815810203552246,0.02457466907799244,False
53,True,False,False,10.46752643585205,533,9,1.0,-0.1498848795890808,0,0.0,6.00387437543759e-08,2.4755667027420714e-07,4,0.4444444477558136,0.00020762257918249816,0.0586850643157959,0.23551589250564575,0.5313917398452759,1.3100485801696777,0.6686083078384399,0.5640676617622375,0.06566604226827621,False
54,True,False,False,10.767608642578125,546,9,1.0,-0.1388849914073944,0,0.0,5.913328848805577e-08,2.6987794399246923e-07,10,1.1111111640930176,0.00121955550275743,0.1799144297838211,0.41240203380584717,0.9260011911392212,1.6065735816955566,0.27399885654449463,0.1704334020614624,0.04395604506134987,False
55,True,False,False,10.9954833984375,564,9,1.0,-0.10095250606536865,0,0.0,6.078286673982802e-08,2.475584324201918e-07,6,0.6666666865348816,0.0006091517279855907,0.16107995808124542,0.38368481397628784,0.9663886427879333,1.820967435836792,0.23361140489578247,0.13331389427185059,0.05141843855381012,False
56,False,True,False,-0.46096110343933105,568,9,1.0,-0.1087217628955841,0,0.0,5.9050037748420436e-08,2.753944556843635e-07,23,2.555555582046509,0.004328362178057432,0.4146656394004822,0.40734443068504333,1.4848116636276245,3.015861749649048,-0.2848116159439087,-0.16041195392608643,0.029929576441645622,True
57,True,False,False,10.411072731018066,576,9,1.0,-0.11328756809234619,0,0.0,6.01582144099666e-08,2.389999451679614e-07,17,1.888888955116272,0.0021797241643071175,0.19159524142742157,0.37753501534461975,0.9443240761756897,1.7308392524719238,0.2556759715080261,0.15193843841552734,0.0607638880610466,False
58,True,False,False,9.887434959411621,577,9,1.0,-0.09508383274078369,0,0.0,6.04809500259762e-08,3.5770818840319407e-07,10,1.1111111640930176,0.0015479056164622307,0.19714604318141937,0.24377800524234772,0.7272677421569824,1.7303584814071655,0.4727323055267334,0.37867069244384766,0.07105719298124313,False
59,True,False,False,11.00777816772461,589,9,1.0,-0.11731964349746704,0,0.0,5.8335974273404645e-08,2.756022468020092e-07,19,2.1111111640930176,0.0029265619814395905,0.17719599604606628,0.34056487679481506,0.8941584825515747,1.7411683797836304,0.3058415651321411,0.20487642288208008,0.04414261505007744,False
60,True,False,False,8.995080947875977,609,9,1.0,-0.11523647606372833,0,0.0,6.145998554529797e-08,2.4085088057290704e-07,11,1.2222222089767456,0.001135355792939663,0.14498478174209595,0.42642658948898315,1.1809923648834229,1.800787091255188,0.01900768280029297,-0.08756649494171143,0.04926108568906784,True
61,True,False,False,10.452760696411133,615,9,1.0,-0.06920099258422852,0,0.0,6.067302393830687e-08,2.6676823949856043e-07,8,0.8888888955116272,0.0008982811123132706,0.18127159774303436,0.23911777138710022,0.838499128818512,1.7507679462432861,0.36150091886520386,0.265186071395874,0.03414634242653847,False
62,True,False,False,10.184782028198242,698,9,1.0,-0.14261555671691895,0,0.0,5.744613673641652e-08,2.407518309155421e-07,14,1.5555555820465088,0.002418157644569874,0.4765670895576477,0.28649991750717163,0.5352600812911987,1.2357947826385498,0.6647399663925171,0.5605406165122986,0.061604585498571396,False
63,False,True,False,-3.1262850761413574,217,2,0.2222222222222222,0.006266951560974121,0,0.0,5.450667472928217e-08,2.432588814826886e-07,11,5.5,0.010130955837666988,0.3651570677757263,0.036211755126714706,0.1772664189338684,1.2817695140838623,1.0227336883544922,0.9395596385002136,0.0,False
64,False,True,False,-0.7698209285736084,411,9,1.0,0.013113975524902344,0,0.0,5.9271648922276654e-08,2.472201003911323e-07,5,0.5555555820465088,0.0008985594613477588,0.2258346676826477,0.45452427864074707,1.4749491214752197,1.7469044923782349,-0.2749490737915039,-0.18530690670013428,0.07055961340665817,True
65,True,False,False,11.092399597167969,522,9,1.0,-0.06057000160217285,0,0.0,6.214987280372952e-08,2.682467652448395e-07,4,0.4444444477558136,0.0005368746351450682,0.1139134094119072,0.3720170259475708,0.8067631125450134,1.4199144840240479,0.3932369351387024,0.25002825260162354,0.08812260627746582,False
66,False,True,False,-1.3889334201812744,378,8,0.8888888888888888,-0.14861822128295898,0,0.0,6.175874744940302e-08,3.029190338565968e-07,10,1.25,0.004644624423235655,0.315295934677124,0.46270114183425903,1.4381775856018066,1.8243889808654785,-0.23817753791809082,-0.1970301866531372,0.0634920597076416,True
67,False,True,False,-1.8070719242095947,381,8,0.8888888888888888,-0.14899581670761108,0,0.0,5.8567053429214866e-08,2.711092577101226e-07,8,1.0,0.0015672662993893027,0.1795380711555481,0.5329380631446838,1.4059343338012695,1.900418758392334,-0.2059342861175537,-0.12955045700073242,0.06299212574958801,True
68,True,False,False,8.77228832244873,480,9,1.0,0.004641294479370117,0,0.0,6.328398427513093e-08,2.8167235655018885e-07,4,0.4444444477558136,0.0001789110101526603,0.040583718568086624,0.22315789759159088,0.5307793617248535,1.333394169807434,0.6692206859588623,0.5438406467437744,0.08750000596046448,False
69,True,False,False,10.224634170532227,513,9,1.0,-0.14950346946716309,0,0.0,6.198516189215297e-08,2.7406213121139444e-07,2,0.2222222238779068,0.0005892824847251177,0.22034341096878052,0.48937878012657166,0.9972701072692871,1.495557427406311,0.2027299404144287,0.058260440826416016,0.05068226158618927,False
70,False,True,False,-1.1410715579986572,409,8,0.8888888888888888,-0.1461653709411621,0,0.0,6.260883367303904e-08,2.686603295387613e-07,12,1.5,0.005183449946343899,0.43649283051490784,0.5103488564491272,1.5247445106506348,1.7246718406677246,-0.32474446296691895,-0.28640854358673096,0.04156479239463806,True
71,False,True,False,-0.9531285762786865,388,8,0.8888888888888888,-0.08867591619491577,0,0.0,6.402858332421602e-08,2.674501615729241e-07,5,0.625,0.0006815150263719261,0.10304010659456253,0.416414737701416,1.3766026496887207,2.1246447563171387,-0.17660260200500488,-0.06880807876586914,0.036082472652196884,True
72,False,True,False,-0.8863730430603027,331,5,0.5555555555555556,-0.148159921169281,0,0.0,5.815510917273059e-08,2.4769678930169903e-07,9,1.8000000715255737,0.00275802961550653,0.5011042356491089,0.3960035741329193,1.485901117324829,1.965401530265808,-0.2859010696411133,-0.20811569690704346,0.07854984700679779,True
73,False,True,False,-0.4351310729980469,353,5,0.5555555555555556,-0.13978922367095947,0,0.0,5.461698648900892e-08,2.026825143275346e-07,18,3.6000001430511475,0.0061249942518770695,0.35811853408813477,0.4302339553833008,1.4303425550460815,1.885223388671875,-0.23034250736236572,-0.22890079021453857,0.04532577842473984,True
74,False,True,False,-1.4018933773040771,507,9,1.0,-0.11035937070846558,0,0.0,6.162848364965612e-08,2.731682116063894e-07,2,0.2222222238779068,0.00015689119754824787,0.04770147055387497,0.43214595317840576,1.3818162679672241,1.791489601135254,-0.1818162202835083,-0.21448326110839844,0.02169625274837017,True
75,False,True,False,-11.412550926208496,466,5,0.5555555555555556,-0.14776360988616943,0,0.0,6.076948722011366e-08,2.6656007889869215e-07,20,4.0,0.011055158451199532,0.5689839720726013,0.26782310009002686,1.5290173292160034,1.970241665840149,-0.3290172815322876,-0.5454440116882324,0.09871244430541992,True
76,False,True,False,-4.2617034912109375,416,9,1.0,-0.1383190155029297,0,0.0,6.184897927141719e-08,2.463220596382598e-07,19,2.1111111640930176,0.013269309885799885,0.7178137898445129,0.4655074179172516,1.4347782135009766,1.5448930263519287,-0.23477816581726074,-0.3906348943710327,0.04326923191547394,True
77,False,True,False,-1.6815166473388672,412,9,1.0,-0.14211559295654297,0,0.0,5.911101652600337e-08,2.5356615651617176e-07,8,0.8888888955116272,0.006020286586135626,0.8315351009368896,0.47632431983947754,1.509448528289795,1.9455463886260986,-0.3094484806060791,-0.2622631788253784,0.058252427726984024,True
78,True,False,False,9.603094100952148,521,9,1.0,-0.07667887210845947,0,0.0,5.968216498786205e-08,3.588868082715635e-07,8,0.8888888955116272,0.0007971646846272051,0.1166553646326065,0.4415642321109772,0.96198570728302,1.6187924146652222,0.2380143404006958,0.12096703052520752,0.09213051199913025,False
79,False,True,False,-1.9954338073730469,443,8,0.8888888888888888,-0.13014471530914307,0,0.0,6.067027413791948e-08,2.6894429083768046e-07,20,2.5,0.005088306963443756,0.35308584570884705,0.42754673957824707,1.4598491191864014,1.782590389251709,-0.25984907150268555,-0.21551382541656494,0.042889390140771866,True
80,True,False,False,10.695205688476562,578,9,1.0,-0.142222061753273,0,0.0,5.992459506387604e-08,2.4586915969848633e-07,7,0.7777777910232544,0.0006947145448066294,0.08571309596300125,0.39340031147003174,0.8562602400779724,1.53531813621521,0.3437398076057434,0.2059071660041809,0.08477509021759033,False
81,False,True,False,-1.412553310394287,385,9,1.0,-0.10309252142906189,0,0.0,6.153008769160806e-08,2.4620757699267415e-07,14,1.5555555820465088,0.007027029059827328,0.45131349563598633,0.5108333230018616,1.4543180465698242,1.694571614265442,-0.2543179988861084,-0.20807695388793945,0.04675324633717537,True
82,False,True,False,-1.7134432792663574,410,9,1.0,-0.10277945548295975,0,0.0,6.065807411914648e-08,2.736504143285856e-07,19,2.1111111640930176,0.00708787189796567,0.4114282727241516,0.5090895295143127,1.4123538732528687,1.7118546962738037,-0.21235382556915283,-0.11269569396972656,0.06829268485307693,True
83,False,True,False,-0.835219144821167,471,9,1.0,-0.08013205975294113,0,0.0,6.002742480859524e-08,2.70284175485358e-07,1,0.1111111119389534,0.00020061070972587913,0.09445950388908386,0.5970479249954224,1.390672206878662,1.8078111410140991,-0.1906721591949463,-0.08918213844299316,0.06369426846504211,True
84,False,True,False,-1.1504292488098145,437,9,1.0,-0.06531214714050293,0,0.0,6.245733175092028e-08,2.401078802449774e-07,2,0.2222222238779068,0.00029499694937840104,0.07512007653713226,0.4294241964817047,1.4744349718093872,1.98934805393219,-0.2744349241256714,-0.2725299596786499,0.03203660994768143,True
85,False,True,False,-0.37878870964050293,379,6,0.6666666666666666,-0.10685393959283829,0,0.0,5.6648229218581037e-08,2.99995747354842e-07,22,3.6666667461395264,0.004796540830284357,0.3423942029476166,0.40692535042762756,1.4687644243240356,1.8134679794311523,-0.2687643766403198,-0.18998324871063232,0.036939315497875214,True
86,False,True,False,-1.7246007919311523,410,8,0.8888888888888888,-0.14885398745536804,0,0.0,6.087375936658646e-08,2.4677763121871976e-07,9,1.125,0.005051685497164726,0.6536588668823242,0.43492981791496277,1.4885672330856323,2.0525803565979004,-0.2885671854019165,-0.17000579833984375,0.0585365854203701,True
87,False,True,False,-0.9403600692749023,481,9,1.0,-0.12674134969711304,0,0.0,6.106658645421703e-08,2.475655378475494e-07,3,0.3333333432674408,0.0006884750910103321,0.19134202599525452,0.4584352970123291,1.418103814125061,1.8920031785964966,-0.21810376644134521,-0.15401089191436768,0.07692307978868484,True
88,True,False,False,9.299653053283691,484,9,1.0,-0.05415844917297363,0,0.0,6.170972710606293e-08,2.7797756274594576e-07,4,0.4444444477558136,0.00028633407782763243,0.05436161905527115,0.48505815863609314,1.1708142757415771,1.686321496963501,0.029185771942138672,-0.050527334213256836,0.03099173493683338,True
89,False,True,False,-1.4889352321624756,472,9,1.0,-0.14991509914398193,0,0.0,6.025742038673343e-08,2.7607393349171616e-07,1,0.1111111119389534,0.0003148062969557941,0.14856024086475372,0.44422295689582825,1.425005555152893,1.8892056941986084,-0.22500550746917725,-0.12334096431732178,0.02330508455634117,True
