episode,success,fell,timed_out,return,steps,max_riser,completion_fraction,minimum_cbf_h,intervention_count,intervention_per_riser,correction_mean,correction_max,would_intervene_count,would_intervene_per_riser,counterfactual_correction_mean,counterfactual_correction_max,mean_abs_centerline_error,max_abs_centerline_error,max_abs_heading_error,minimum_root_edge_clearance,minimum_foot_edge_clearance,operator_correction_fraction,side_edge_breach
92,True,False,False,9.354028701782227,474,9,1.0,-0.13912546634674072,0,0.0,6.141592479025348e-08,2.7370111865820945e-07,6,0.6666666865348816,0.0011407204438000917,0.1519913673400879,0.25111448764801025,0.4976218342781067,1.3646953105926514,0.7023782134056091,0.5757896304130554,0.9999999403953552,False
93,True,False,False,8.6337890625,500,9,1.0,-0.11931779980659485,0,0.0,6.058613877257812e-08,2.8778922001038154e-07,8,0.8888888955116272,0.0008147343178279698,0.15034593641757965,0.39659714698791504,0.8980333209037781,1.498966097831726,0.30196672677993774,0.18580567836761475,1.0,False
94,True,False,False,8.952061653137207,495,9,1.0,-0.14556005597114563,0,0.0,5.978742478873755e-08,2.466581179305649e-07,3,0.3333333432674408,0.0005948042380623519,0.12200417369604111,0.13889597356319427,0.3077374994754791,0.7938913702964783,0.8922625780105591,0.7407640218734741,0.9717172384262085,False
95,True,False,False,9.502649307250977,468,9,1.0,-0.13525709509849548,0,0.0,6.195371327066823e-08,2.4632029749227513e-07,5,0.5555555820465088,0.00061158457538113,0.11184906959533691,0.1345342993736267,0.3356925845146179,1.1083502769470215,0.8643074631690979,0.7141565084457397,0.9935898184776306,False
96,True,False,False,8.747486114501953,446,9,1.0,-0.12281373143196106,0,0.0,6.042036204689794e-08,2.6989721391146304e-07,2,0.2222222238779068,0.0002983066369779408,0.11468809098005295,0.2579669952392578,0.3869049847126007,1.1332457065582275,0.8130950927734375,0.6640094518661499,1.0,False
97,True,False,False,9.454822540283203,464,9,1.0,-0.12677228450775146,0,0.0,6.200562552294286e-08,2.413124207123474e-07,5,0.5555555820465088,0.0010821165051311255,0.30586889386177063,0.1256898194551468,0.3448251187801361,1.0865204334259033,0.8551748991012573,0.7285027503967285,0.9978448152542114,False
98,True,False,False,10.485231399536133,522,9,1.0,-0.02978968620300293,0,0.0,5.8618681464395195e-08,2.5338135856145527e-07,8,0.8888888955116272,0.001724525005556643,0.4824833571910858,0.2224075198173523,0.36378082633018494,1.0554734468460083,0.8362191915512085,0.7176895141601562,0.9980842471122742,False
99,False,True,False,-0.1065206527709961,560,9,1.0,-0.12280553579330444,0,0.0,5.9259114948417846e-08,2.7355528686712205e-07,13,1.4444444179534912,0.001808537752367556,0.18769961595535278,0.39761805534362793,1.4901949167251587,2.6553955078125,-0.29019486904144287,-0.2230590581893921,0.9928571581840515,True
100,True,False,False,9.076201438903809,477,9,1.0,-0.0012227296829223633,0,0.0,6.524403772800724e-08,2.684277831122017e-07,2,0.2222222238779068,0.00021925329929217696,0.06590672582387924,0.08792826533317566,0.2816901206970215,1.1556410789489746,0.9183099269866943,0.814708411693573,0.9958071112632751,False
101,True,False,False,9.67184829711914,546,9,1.0,-0.14446692168712616,0,0.0,5.9583168621202276e-08,2.4575624024691933e-07,0,0.0,5.9583168621202276e-08,2.4575624024691933e-07,0.1633332520723343,0.9504918456077576,2.4541988372802734,0.24950820207595825,0.1900240182876587,0.9945055246353149,False
102,True,False,False,10.53968620300293,500,9,1.0,-0.14535143971443176,0,0.0,6.117610951150709e-08,2.5793431746024e-07,6,0.6666666865348816,0.0010383747285231948,0.2588101625442505,0.4685356914997101,0.9040035605430603,1.6238656044006348,0.2959964871406555,0.18947374820709229,1.0,False
103,True,False,False,11.910961151123047,538,9,1.0,-0.10705459117889404,0,0.0,6.207957170545342e-08,2.529124003558536e-07,7,0.7777777910232544,0.001005600206553936,0.23003998398780823,0.27182188630104065,0.5902997851371765,1.4690465927124023,0.6097002625465393,0.49245309829711914,1.0,False
104,True,False,False,9.514795303344727,500,9,1.0,-0.11792349815368652,0,0.0,5.70984681758091e-08,2.4769678930169903e-07,7,0.7777777910232544,0.0010724335443228483,0.1672835797071457,0.3716556131839752,1.0046285390853882,1.871511459350586,0.19537150859832764,0.09345149993896484,1.0,False
105,True,False,False,8.587514877319336,445,9,1.0,-0.09864580631256104,0,0.0,6.008555430980778e-08,2.460102166423894e-07,0,0.0,6.008555430980778e-08,2.460102166423894e-07,0.03601729869842529,0.10723976045846939,1.1386228799819946,1.0927603244781494,0.8855025768280029,0.9573034048080444,False
106,True,False,False,9.653047561645508,556,9,1.0,-0.06742705404758453,0,0.0,5.969354788248893e-08,2.4586915969848633e-07,6,0.6666666865348816,0.0006859874702058733,0.1304875910282135,0.13540232181549072,0.32547762989997864,0.992790699005127,0.8745224475860596,0.7542639970779419,0.9838129878044128,False
107,True,False,False,9.321212768554688,450,9,1.0,-0.14352631568908691,0,0.0,6.080293246668589e-08,2.537576335726044e-07,1,0.1111111119389534,0.00010057086183223873,0.04522958770394325,0.06367506086826324,0.15484817326068878,0.8861839175224304,1.0451518297195435,0.9582639336585999,0.9977778196334839,False
108,True,False,False,10.3067045211792,512,9,1.0,-0.05703616142272949,0,0.0,5.970171912395017e-08,2.4934411158028524e-07,2,0.2222222238779068,0.00026652420638129115,0.08047421276569366,0.16021661460399628,0.41206079721450806,1.1733335256576538,0.7879392504692078,0.6663728356361389,0.99609375,False
109,True,False,False,10.053016662597656,499,9,1.0,-0.06137789785861969,0,0.0,6.281245390482582e-08,2.683247544155165e-07,2,0.2222222238779068,0.0003761863918043673,0.14550170302391052,0.1124059334397316,0.31873247027397156,1.1118777990341187,0.8812675476074219,0.7501891851425171,0.9979960322380066,False
110,True,False,False,10.609984397888184,490,9,1.0,-0.12422490119934082,0,0.0,6.069790714491319e-08,2.673982635315042e-07,3,0.3333333432674408,0.0004095358308404684,0.14896336197853088,0.0472181998193264,0.13145902752876282,0.6612482666969299,1.0685410499572754,0.8950321674346924,0.991836667060852,False
111,True,False,False,10.539599418640137,527,9,1.0,-0.1469915807247162,0,0.0,5.938118263770775e-08,2.4586915969848633e-07,8,0.8888888955116272,0.0009482518653385341,0.15556053817272186,0.37022069096565247,0.7105120420455933,1.3951480388641357,0.48948800563812256,0.386971652507782,1.0,False
112,True,False,False,9.368727684020996,496,9,1.0,-0.13133549690246582,0,0.0,6.144069431002208e-08,2.4769678930169903e-07,5,0.5555555820465088,0.0007308351341634989,0.17464198172092438,0.3282572627067566,0.596886396408081,1.2660174369812012,0.6031136512756348,0.49488747119903564,0.9919354319572449,False
113,True,False,False,8.934818267822266,525,9,1.0,0.01036769151687622,0,0.0,5.6822447191962056e-08,2.4766876549620065e-07,2,0.2222222238779068,0.00036862673005089164,0.15873803198337555,0.1676807701587677,0.750140368938446,2.434591770172119,0.4498596787452698,0.44513362646102905,0.9923809170722961,False
114,True,False,False,8.0890474319458,490,9,1.0,-0.14334642887115479,0,0.0,6.339882929751184e-08,2.6034589950540976e-07,19,2.1111111640930176,0.004550769459456205,0.2809154987335205,0.08818274736404419,0.28030991554260254,1.4961847066879272,0.9196901321411133,0.762773871421814,0.9938775300979614,False
115,True,False,False,10.401546478271484,481,9,1.0,-0.13111883401870728,0,0.0,5.809104308696078e-08,2.700321601878386e-07,2,0.2222222238779068,0.0003612623841036111,0.0873449519276619,0.03296908736228943,0.07463263720273972,0.7567099928855896,1.1253674030303955,0.9644415974617004,0.9501039385795593,False
116,True,False,False,9.214117050170898,546,9,1.0,-0.1356004774570465,0,0.0,6.274449049215036e-08,2.4586915969848633e-07,1,0.1111111119389534,6.292731268331409e-05,0.03432423248887062,0.09165073931217194,0.26297682523727417,0.6302639842033386,0.9370232224464417,0.7584245800971985,0.9212453961372375,False
117,True,False,False,10.013492584228516,499,9,1.0,-0.08625125885009766,0,0.0,5.994625240646201e-08,2.704878738768457e-07,7,0.7777777910232544,0.0009557956364005804,0.17075616121292114,0.32645437121391296,0.8017473220825195,1.7320858240127563,0.3982527256011963,0.3170098662376404,0.9899799823760986,False
118,True,False,False,8.491896629333496,443,9,1.0,-0.13321000337600708,0,0.0,6.188421508568354e-08,2.711092577101226e-07,1,0.1111111119389534,2.483611933712382e-05,0.010975000448524952,0.0856468677520752,0.18199250102043152,0.752639651298523,1.018007516860962,0.8511319160461426,0.9864559769630432,False
119,True,False,False,10.707609176635742,516,9,1.0,-0.14336764812469482,0,0.0,6.145809550162085e-08,2.5596295927243773e-07,4,0.4444444477558136,0.0003854360256809741,0.06829982250928879,0.2589576244354248,0.5570958852767944,1.2027477025985718,0.6429041624069214,0.5085784196853638,1.0,False
120,True,False,False,8.737404823303223,555,9,1.0,-0.14573228359222412,0,0.0,6.147762832142689e-08,2.421438694000244e-07,7,0.7777777910232544,0.0013731514336541295,0.19927257299423218,0.2400009036064148,0.4626314640045166,1.1836795806884766,0.7373685836791992,0.5537671446800232,0.9837837815284729,False
121,False,True,False,-1.6678709983825684,606,9,1.0,-0.10655304044485092,0,0.0,5.961912563634542e-08,2.1696530438930495e-07,5,0.5555555820465088,0.0007377014262601733,0.3283820152282715,0.3774048089981079,1.5864756107330322,3.0699143409729004,-0.3864755630493164,-0.36177361011505127,1.0,True
122,True,False,False,9.026739120483398,459,9,1.0,-0.04888454079627991,0,0.0,6.146110820282047e-08,2.0061301597706915e-07,0,0.0,6.146110820282047e-08,2.0061301597706915e-07,0.03783755376935005,0.1094001829624176,0.658536434173584,1.0905998945236206,0.9451990127563477,0.9564269781112671,False
123,True,False,False,11.031099319458008,576,9,1.0,-0.08315980434417725,0,0.0,5.8441830930178185e-08,2.5156055016850587e-07,8,0.8888888955116272,0.0013328930363059044,0.19102656841278076,0.1798751801252365,0.3802107274532318,1.3462352752685547,0.8197892904281616,0.7204492688179016,1.0,False
124,True,False,False,12.135356903076172,641,9,1.0,-0.1082184910774231,0,0.0,5.67509310656078e-08,2.4755667027420714e-07,11,1.2222222089767456,0.002014867262914777,0.28326427936553955,0.08951836079359055,0.23784196376800537,0.9070924520492554,0.9621580839157104,0.787773847579956,0.9781591296195984,False
125,True,False,False,10.923666000366211,581,9,1.0,-0.12792527675628662,0,0.0,5.887684295657891e-08,2.442079676256981e-07,8,0.8888888955116272,0.0016546647530049086,0.444820761680603,0.36917009949684143,1.1032423973083496,1.840040683746338,0.09675765037536621,-0.006149411201477051,0.998278796672821,True
126,True,False,False,11.098199844360352,582,9,1.0,-0.13943469524383545,0,0.0,5.7957777244155295e-08,2.494988677881338e-07,12,1.3333333730697632,0.0012073609977960587,0.1640978455543518,0.10141998529434204,0.21919512748718262,1.2185697555541992,0.9808049201965332,0.8487095832824707,0.9896907210350037,False
127,True,False,False,8.89915657043457,448,9,1.0,-0.1161162257194519,0,0.0,6.136677654922096e-08,2.425733214295178e-07,2,0.2222222238779068,0.000526702671777457,0.1439812034368515,0.1366918981075287,0.2013539969921112,1.0225857496261597,0.9986460208892822,0.8798090219497681,1.0,False
128,True,False,False,11.496561050415039,540,9,1.0,-0.11705395579338074,0,0.0,6.215027070766155e-08,2.412251376426866e-07,8,0.8888888955116272,0.0011871783062815666,0.2939033806324005,0.42240431904792786,0.8498559594154358,1.5494661331176758,0.35014408826828003,0.24440407752990723,1.0,False
129,True,False,False,10.55259895324707,497,9,1.0,-0.04726767539978027,0,0.0,5.9891888781749e-08,2.528810796320613e-07,2,0.2222222238779068,0.00030803485424257815,0.08611627668142319,0.0642835795879364,0.1805306226015091,0.9058442711830139,1.0194693803787231,0.8959952592849731,0.9899396300315857,False
130,False,True,False,-0.05099630355834961,461,8,0.8888888888888888,-0.11144889146089554,0,0.0,6.395314500196037e-08,2.5244168000426725e-07,18,2.25,0.004247880075126886,0.3924941122531891,0.21928487718105316,0.5937423706054688,1.4665560722351074,0.6062576770782471,0.40812957286834717,0.9913232326507568,False
131,True,False,False,9.398577690124512,507,9,1.0,-0.14520275592803955,0,0.0,6.220638937293188e-08,2.7747788067244983e-07,0,0.0,6.220638937293188e-08,2.7747788067244983e-07,0.14067727327346802,0.38907763361930847,0.9801684021949768,0.810922384262085,0.6187266111373901,0.9723865985870361,False
132,True,False,False,8.348462104797363,481,9,1.0,-0.0019260048866271973,0,0.0,6.140908226370811e-08,2.4800473852337745e-07,3,0.3333333432674408,0.0003210671420674771,0.07562095671892166,0.56471186876297,0.9808237552642822,1.6326045989990234,0.2191762924194336,0.08470594882965088,1.0,False
133,True,False,False,9.716817855834961,483,9,1.0,0.008990168571472168,0,0.0,6.190977330788883e-08,2.704878738768457e-07,5,0.5555555820465088,0.0007533004973083735,0.16621153056621552,0.12900803983211517,0.36344242095947266,1.2371628284454346,0.8365576267242432,0.702564001083374,0.9917184710502625,False
134,True,False,False,8.66070556640625,447,9,1.0,-0.14234161376953125,0,0.0,6.188429324538447e-08,2.5474014364590403e-07,2,0.2222222238779068,0.0005251094698905945,0.23299075663089752,0.18870262801647186,0.30587655305862427,0.9351544976234436,0.8941234946250916,0.7700433731079102,1.0,False
135,True,False,False,9.726543426513672,481,9,1.0,-0.11630651354789734,0,0.0,6.330233048856826e-08,2.4800473852337745e-07,2,0.2222222238779068,0.0001427456591045484,0.04274628311395645,0.1514425277709961,0.35889607667922974,1.0488858222961426,0.8411039710044861,0.7016151547431946,0.9958419799804688,False
136,True,False,False,8.801313400268555,438,9,1.0,-0.14011257886886597,0,0.0,6.267359253797622e-08,2.528810796320613e-07,4,0.4444444477558136,0.00044455635361373425,0.10435936599969864,0.23455490171909332,0.49660569429397583,1.3994479179382324,0.70339435338974,0.6069305539131165,0.9999999403953552,False
137,True,False,False,9.327627182006836,441,9,1.0,-0.10126204788684845,0,0.0,6.165755195297606e-08,3.388174718566006e-07,0,0.0,6.165755195297606e-08,3.388174718566006e-07,0.2720851004123688,0.5927675366401672,1.4842610359191895,0.6072325110435486,0.5047176480293274,1.0,False
138,True,False,False,10.92711067199707,625,9,1.0,-0.1356690526008606,0,0.0,5.9414350772613034e-08,2.6541877673480485e-07,18,2.0,0.0022500630002468824,0.21865788102149963,0.19881078600883484,0.5996586084365845,1.7112928628921509,0.6003414392471313,0.5046895146369934,0.9615999460220337,False
139,True,False,False,10.605552673339844,528,9,1.0,-0.016584396362304688,0,0.0,6.04732406372932e-08,2.5167776129819686e-07,4,0.4444444477558136,0.00041531541501171887,0.10435619950294495,0.069939024746418,0.1800086349248886,0.8015501499176025,1.019991397857666,0.8040916919708252,0.9924242496490479,False
140,True,False,False,9.737129211425781,534,9,1.0,-0.10294783115386963,0,0.0,5.743502740074291e-08,2.8361179715830076e-07,7,0.7777777910232544,0.0008707300294190645,0.13567115366458893,0.2552230656147003,0.6890844106674194,1.5080024003982544,0.5109156370162964,0.3849447965621948,0.9906367063522339,False
141,False,True,False,-0.45528531074523926,411,9,1.0,-0.10369569063186646,0,0.0,6.139044472774913e-08,3.385713114312239e-07,3,0.3333333432674408,0.0006460912991315126,0.13902467489242554,0.1011999249458313,0.24379441142082214,1.3699126243591309,0.9562056064605713,0.6971293091773987,0.9975668787956238,False
142,True,False,False,9.387348175048828,497,9,1.0,-0.04428777098655701,0,0.0,5.938781555414607e-08,3.3792133535825997e-07,4,0.4444444477558136,0.00022079360496718436,0.07293961197137833,0.06268353760242462,0.14228323101997375,0.9172829985618591,1.0577168464660645,0.9142410159111023,0.9979878664016724,False
143,True,False,False,9.777534484863281,477,9,1.0,-0.12312078475952148,0,0.0,6.063296353886471e-08,1.8192999107213836e-07,1,0.1111111119389534,2.6425175747135654e-05,0.012575946748256683,0.25467371940612793,0.72563236951828,1.6249853372573853,0.4743676781654358,0.36807769536972046,0.9999999403953552,False
144,True,False,False,10.464000701904297,491,9,1.0,-0.07788129895925522,0,0.0,5.927799406890699e-08,2.529908158521721e-07,6,0.6666666865348816,0.0018717716448009014,0.43028080463409424,0.23577788472175598,0.493313193321228,1.127211570739746,0.7066868543624878,0.582679271697998,0.9918534159660339,False
145,True,False,False,10.050287246704102,524,9,1.0,-0.08664532750844955,0,0.0,5.8250943624216234e-08,2.3946401483954105e-07,11,1.2222222089767456,0.0013843814376741648,0.12270528078079224,0.16766422986984253,0.3220888674259186,1.155590534210205,0.8779112100601196,0.7739441394805908,1.0,False
146,False,True,False,-1.672513723373413,418,9,1.0,-0.1479669213294983,0,0.0,6.131120500185716e-08,2.4981676460811286e-07,20,2.222222328186035,0.007739388849586248,0.5279190540313721,0.5235921740531921,1.4434845447540283,1.8317670822143555,-0.2434844970703125,-0.3221778869628906,0.9928229451179504,True
147,False,True,False,-1.2364399433135986,442,9,1.0,-0.12730613350868225,0,0.0,5.729069840754164e-08,2.799735909775336e-07,6,0.6666666865348816,0.0008331905701197684,0.11605013906955719,0.5415806174278259,1.4332629442214966,1.701482892036438,-0.23326289653778076,-0.232666015625,0.9886878132820129,True
148,True,False,False,9.970724105834961,516,9,1.0,-0.05028831958770752,0,0.0,6.149121389853462e-08,2.768833269328752e-07,4,0.4444444477558136,0.0012224105885252357,0.3314633369445801,0.27931398153305054,0.8358635902404785,2.0979769229888916,0.3641364574432373,0.28204721212387085,0.998062014579773,False
149,True,False,False,9.658153533935547,473,9,1.0,-0.11356621980667114,0,0.0,6.239802274876638e-08,2.4756369043643645e-07,2,0.2222222238779068,0.0001355829881504178,0.06383514404296875,0.16410259902477264,0.4303905665874481,1.4286112785339355,0.7696094512939453,0.6764042377471924,0.9978858232498169,False
150,True,False,False,8.594918251037598,477,9,1.0,-0.1482560634613037,0,0.0,6.029976162835737e-08,2.4978896817628993e-07,2,0.2222222238779068,0.00022492228890769184,0.06971363723278046,0.23776447772979736,0.5379670262336731,1.2194688320159912,0.6620330214500427,0.5417630672454834,0.9958071112632751,False
151,True,False,False,9.595318794250488,463,9,1.0,-0.1480625867843628,0,0.0,6.017933884550075e-08,2.3853496600168e-07,2,0.2222222238779068,0.000519817229360342,0.159370556473732,0.3205879032611847,0.7489815950393677,1.422192931175232,0.45101845264434814,0.3595190644264221,0.9935204982757568,False
152,True,False,False,10.107796669006348,465,9,1.0,-0.0987405776977539,0,0.0,5.98100911020083e-08,1.9335655565555498e-07,2,0.2222222238779068,0.00012131930998293683,0.05191892758011818,0.27799907326698303,0.688392698764801,1.502816915512085,0.5116073489189148,0.4386392831802368,0.9956989288330078,False
153,True,False,False,10.079608917236328,499,9,1.0,-0.0891454815864563,0,0.0,6.068080438126344e-08,2.7324438178766286e-07,3,0.3333333432674408,0.0006386489258147776,0.20850005745887756,0.15857510268688202,0.4945317506790161,1.2705533504486084,0.7054682970046997,0.5826368927955627,0.9939879775047302,False
154,True,False,False,8.64864444732666,440,9,1.0,-0.13588082790374756,0,0.0,6.26121092750509e-08,2.699887886592478e-07,1,0.1111111119389534,0.0002659398887772113,0.11698614060878754,0.0990648940205574,0.3294037878513336,1.4372977018356323,0.8705962896347046,0.7704733610153198,0.9909090399742126,False
155,True,False,False,9.14469051361084,538,9,1.0,-0.1443861722946167,0,0.0,6.150452236397541e-08,2.740558215919009e-07,5,0.5555555820465088,0.00039940603892318904,0.10083293169736862,0.07045750319957733,0.196987584233284,0.9603013396263123,1.0030124187469482,0.8679768443107605,0.9869888424873352,False
156,True,False,False,10.470940589904785,487,9,1.0,-0.10774016380310059,0,0.0,6.083838144377296e-08,2.6739178338175407e-07,3,0.3333333432674408,0.0005441665998660028,0.17675811052322388,0.1944035440683365,0.29965120553970337,0.9958103895187378,0.9003488421440125,0.795204222202301,1.0,False
157,True,False,False,10.731218338012695,557,9,1.0,-0.14070656895637512,0,0.0,6.060172097477334e-08,2.5506679435238766e-07,10,1.1111111640930176,0.0009849902708083391,0.1398259848356247,0.10581053793430328,0.21826887130737305,1.0088930130004883,0.9817311763763428,0.8366796970367432,0.9676840305328369,False
158,True,False,False,7.32737922668457,547,9,1.0,-0.07005312293767929,0,0.0,6.199646662707892e-08,2.4074282123365265e-07,13,1.4444444179534912,0.003070308594033122,0.31998971104621887,0.1295769363641739,0.3493361473083496,0.9582722783088684,0.8506639003753662,0.6780815720558167,0.9597806334495544,False
159,True,False,False,8.889833450317383,538,9,1.0,-0.028284013271331787,0,0.0,6.177243960792111e-08,2.546584028095822e-07,5,0.5555555820465088,0.0005103244329802692,0.09455984830856323,0.10149283707141876,0.30296018719673157,1.2454766035079956,0.8970398902893066,0.7689736485481262,0.9721189737319946,False
160,True,False,False,9.980091094970703,457,9,1.0,-0.11674070358276367,0,0.0,5.977866379680563e-08,2.478088276802737e-07,1,0.1111111119389534,1.8249735148856416e-05,0.008312872610986233,0.054458361119031906,0.13545969128608704,0.795168399810791,1.0645403861999512,0.9261052012443542,0.9868708848953247,False
161,True,False,False,10.588028907775879,592,9,1.0,-0.1348513960838318,0,0.0,5.90313078419058e-08,2.995154204654682e-07,15,1.6666666269302368,0.0017815568717196584,0.17214804887771606,0.038712065666913986,0.1126222312450409,0.7936431169509888,1.0873777866363525,0.9463850259780884,0.9949324727058411,False
162,True,False,False,7.752739429473877,486,9,1.0,-0.10193067789077759,0,0.0,6.613997527438187e-08,2.6832526600628626e-07,7,0.7777777910232544,0.0012101923348382115,0.15225133299827576,0.1659587174654007,0.5093713402748108,1.1897644996643066,0.690628707408905,0.5561297535896301,0.9938271045684814,False
163,True,False,False,9.334836959838867,553,9,1.0,-0.131226047873497,0,0.0,6.198659718847921e-08,2.484520109646837e-07,7,0.7777777910232544,0.0005899055977351964,0.08452223241329193,0.13550536334514618,0.6314483284950256,1.868275761604309,0.5685517191886902,0.500222384929657,0.9945750832557678,False
164,True,False,False,9.876439094543457,458,9,1.0,-0.08468788117170334,0,0.0,6.245846861929749e-08,2.5484905563644134e-07,2,0.2222222238779068,0.00010457207827130333,0.047501467168331146,0.21063318848609924,0.30716434121131897,1.0743365287780762,0.8928357362747192,0.7913394570350647,1.0,False
165,True,False,False,10.446123123168945,469,9,1.0,-0.10749077796936035,0,0.0,5.9348391090452424e-08,2.6697625798988156e-07,0,0.0,5.9348391090452424e-08,2.6697625798988156e-07,0.025269262492656708,0.07280313223600388,0.7645080089569092,1.1271969079971313,0.9448642730712891,0.9765458703041077,False
166,True,False,False,8.71182632446289,469,9,1.0,-0.12110292911529541,0,0.0,6.09321375577565e-08,2.6721005497165606e-07,1,0.1111111119389534,1.560980308568105e-05,0.007292433176189661,0.12172719836235046,0.27469655871391296,0.7582451105117798,0.9253034591674805,0.7604726552963257,0.9701492786407471,False
167,True,False,False,8.893697738647461,491,9,1.0,-0.10546731948852539,0,0.0,6.430049381833669e-08,2.682209014892578e-07,10,1.1111111640930176,0.0017103507416322827,0.2888782024383545,0.2066870629787445,0.4362926483154297,1.1386206150054932,0.7637073993682861,0.6185709834098816,1.0,False
168,True,False,False,9.558588027954102,474,9,1.0,-0.09815384447574615,0,0.0,5.929175017627131e-08,2.4712360868761607e-07,1,0.1111111119389534,8.192142558982596e-05,0.038802776485681534,0.16001495718955994,0.26007017493247986,1.2537753582000732,0.9399298429489136,0.8043781518936157,0.9978902339935303,False
169,True,False,False,9.270910263061523,488,9,1.0,-0.14810727536678314,0,0.0,6.16968947042551e-08,2.551823854446411e-07,2,0.2222222238779068,0.0012078878935426474,0.49226924777030945,0.03965379297733307,0.14359156787395477,1.0331358909606934,1.0564085245132446,0.8960806131362915,0.9897540211677551,False
170,True,False,False,10.901979446411133,550,9,1.0,-0.08325716108083725,0,0.0,6.122943574382589e-08,2.6987152068613796e-07,2,0.2222222238779068,0.00024100742302834988,0.10404791682958603,0.1862138956785202,0.4053461253643036,1.2326116561889648,0.7946538925170898,0.668258011341095,0.9981818199157715,False
171,True,False,False,9.500284194946289,458,9,1.0,-0.040627360343933105,0,0.0,5.964056981611066e-08,2.494554109944147e-07,2,0.2222222238779068,0.0003916416026186198,0.11845853924751282,0.16174453496932983,0.39396828413009644,1.2743725776672363,0.8060317635536194,0.6670958995819092,0.9934498071670532,False
172,True,False,False,9.053770065307617,476,9,1.0,-0.12620878219604492,0,0.0,6.258825635541143e-08,2.737518229878333e-07,3,0.3333333432674408,0.00038502199458889663,0.14513422548770905,0.3984530568122864,0.717532217502594,1.3869452476501465,0.4824678301811218,0.310467004776001,0.9957983493804932,False
173,True,False,False,10.717483520507812,552,9,1.0,-0.1495906114578247,0,0.0,5.823302728913404e-08,2.731682116063894e-07,15,1.6666666269302368,0.002787292003631592,0.19041569530963898,0.18088063597679138,0.421347051858902,1.260831356048584,0.7786530256271362,0.6460955142974854,0.9981884360313416,False
174,True,False,False,10.438772201538086,533,9,1.0,-0.145542711019516,0,0.0,6.123610063468732e-08,2.6697625798988156e-07,4,0.4444444477558136,0.00108850107062608,0.40457484126091003,0.08929092437028885,0.2606652081012726,1.2772819995880127,0.9393348693847656,0.8503718972206116,0.9943714737892151,False
175,True,False,False,10.430098533630371,482,9,1.0,-0.01908034086227417,0,0.0,6.02011169803518e-08,2.5682896875878214e-07,1,0.1111111119389534,0.00010223170829704031,0.049246687442064285,0.11926820874214172,0.36055195331573486,1.0280119180679321,0.839448094367981,0.7015429735183716,0.9792531728744507,False
176,True,False,False,10.245855331420898,617,9,1.0,-0.10692834854125977,0,0.0,5.927859447751871e-08,2.767767739442206e-07,7,0.7777777910232544,0.0008674446144141257,0.12751860916614532,0.128511443734169,0.503206729888916,2.029226541519165,0.6967933177947998,0.6693993210792542,0.9821717739105225,False
177,True,False,False,8.531438827514648,480,9,1.0,-0.09246069192886353,0,0.0,5.9313528311122354e-08,2.54660108112148e-07,6,0.6666666865348816,0.0013439615722745657,0.4290006458759308,0.23224535584449768,0.4230745732784271,1.2569538354873657,0.7769254446029663,0.6746663451194763,0.9979166984558105,False
178,True,False,False,9.1802978515625,529,9,1.0,-0.10656797885894775,0,0.0,6.329706536689628e-08,2.491213990651886e-07,8,0.8888888955116272,0.001911872299388051,0.19634489715099335,0.1621771901845932,0.5283123850822449,1.5881092548370361,0.671687662601471,0.5826860666275024,0.9924386143684387,False
179,True,False,False,8.586977005004883,476,9,1.0,-0.06724858283996582,0,0.0,6.189529244693404e-08,2.4812362653392483e-07,4,0.4444444477558136,0.000629304675385356,0.1012081578373909,0.17969833314418793,0.4986655116081238,1.5617951154708862,0.701334536075592,0.6052800416946411,0.9978992342948914,False
180,True,False,False,4.345569610595703,562,9,1.0,-0.10389691591262817,0,0.0,6.356613369007391e-08,2.606638531688077e-07,7,0.7777777910232544,0.0014794906601309776,0.24191544950008392,0.2751331925392151,0.7247110605239868,1.3520925045013428,0.475288987159729,0.2757750153541565,0.9911031723022461,False
181,True,False,False,11.314910888671875,564,9,1.0,-0.053267836570739746,0,0.0,6.134924745992976e-08,2.4038948254201387e-07,10,1.1111111640930176,0.0017599886050447822,0.24639424681663513,0.14210572838783264,0.3657744526863098,1.1228508949279785,0.834225594997406,0.7087949514389038,0.9858155846595764,False
182,True,False,False,10.639729499816895,534,9,1.0,-0.1443476676940918,0,0.0,5.932906432803975e-08,2.701028165574826e-07,10,1.1111111640930176,0.0013053218135610223,0.1438455432653427,0.17168770730495453,0.4946686327457428,1.3815298080444336,0.7053314447402954,0.6000650525093079,1.0,False
183,True,False,False,10.538049697875977,503,9,1.0,-0.06586098670959473,0,0.0,6.323204360114687e-08,2.537576335726044e-07,2,0.2222222238779068,0.00024638362810947,0.0833967924118042,0.12368980795145035,0.27532467246055603,0.6073231101036072,0.9246753454208374,0.7854338884353638,0.9204770922660828,False
184,True,False,False,11.166470527648926,547,9,1.0,-0.06373470276594162,0,0.0,5.7840694012156746e-08,2.425733214295178e-07,13,1.4444444179534912,0.0016371718375012279,0.1645689606666565,0.0484333336353302,0.11827513575553894,0.9557613134384155,1.0817248821258545,0.8985984325408936,0.9908592700958252,False
185,True,False,False,8.932815551757812,443,9,1.0,-0.08223894238471985,0,0.0,6.486635584224132e-08,2.4811663479340496e-07,4,0.4444444477558136,0.00064998515881598,0.20748895406723022,0.15532152354717255,0.5597500205039978,1.4094023704528809,0.640250027179718,0.5153781771659851,0.9887133240699768,False
