specialist_mode,context_id,method_role,beta,round,actor_sha256,success_rate,fall_rate,success_delta_from_pi0,fall_delta_from_pi0,repair_rate_from_pi0,regression_rate_from_pi0
contact_stability,C3,v21,0.0,3,ddedea3253c6452911cd06eabda68a1a334cec80a6b3090e54c03674f08b8662,0.80078125,0.19921875,0.03125,-0.03125,0.1694915254237288,0.01015228426395939
contact_stability,C3,v21,0.0,4,ddedea3253c6452911cd06eabda68a1a334cec80a6b3090e54c03674f08b8662,0.7734375,0.2265625,0.00390625,-0.00390625,0.2033898305084746,0.05583756345177665
contact_stability,C3,v21,0.0,5,ddedea3253c6452911cd06eabda68a1a334cec80a6b3090e54c03674f08b8662,0.796875,0.203125,0.02734375,-0.02734375,0.288135593220339,0.050761421319796954
contact_stability,C3,v21,0.0,6,ddedea3253c6452911cd06eabda68a1a334cec80a6b3090e54c03674f08b8662,0.78515625,0.21484375,0.015625,-0.015625,0.15254237288135594,0.025380710659898477
contact_stability,C3,v21,0.0,7,fe466ca9526ba3c8c990312a1a51d4068bf4514367dc881f183cea8a73c11d9c,0.73046875,0.26953125,-0.0390625,0.0390625,0.0847457627118644,0.07614213197969544
contact_stability,C3,v21,0.0,8,7bccaee45f109363fa268b9378e6d39dc4d11d0c86e82acc437d905a0556a2fc,0.828125,0.171875,0.05859375,-0.05859375,0.3050847457627119,0.015228426395939087
contact_stability,C4,control,0.0,0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.78515625,0.21484375,0.0,0.0,0.0,0.0
contact_stability,C4,control,0.0,1,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.77734375,0.22265625,-0.0078125,0.0078125,0.10909090909090909,0.03980099502487562
contact_stability,C4,control,0.0,2,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.83203125,0.16796875,0.046875,-0.046875,0.2727272727272727,0.014925373134328358
contact_stability,C4,control,0.0,3,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.8046875,0.1953125,0.01953125,-0.01953125,0.14545454545454545,0.014925373134328358
contact_stability,C4,control,0.0,4,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.80078125,0.19921875,0.015625,-0.015625,0.12727272727272726,0.014925373134328358
contact_stability,C4,control,0.0,5,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.79296875,0.20703125,0.0078125,-0.0078125,0.12727272727272726,0.024875621890547265
contact_stability,C4,control,0.0,6,78b4f455d36d92bdf37dffa693f00e833338574a096a0e972c3e78b9ab77c89a,0.8125,0.1875,0.02734375,-0.02734375,0.14545454545454545,0.004975124378109453
contact_stability,C4,control,0.0,7,ad15fec158303e72958976e514e5a65176b895e538ee2dcab0da5648d715643f,0.78515625,0.21484375,0.0,0.0,0.10909090909090909,0.029850746268656716
contact_stability,C4,control,0.0,8,732fcaafc8a0b1331e96227106899f0a1cb4eb34ab1790751bffc6d9a88d9e64,0.79296875,0.20703125,0.0078125,-0.0078125,0.10909090909090909,0.01990049751243781
contact_stability,C4,v21,0.0,0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.828125,0.171875,0.0,0.0,0.0,0.0
contact_stability,C4,v21,0.0,1,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.80078125,0.19921875,-0.02734375,0.02734375,0.045454545454545456,0.04245283018867924
contact_stability,C4,v21,0.0,2,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.77734375,0.22265625,-0.05078125,0.05078125,0.022727272727272728,0.0660377358490566
contact_stability,C4,v21,0.0,3,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.796875,0.203125,-0.03125,0.03125,0.06818181818181818,0.05188679245283019
contact_stability,C4,v21,0.0,4,190f52dbf937de3fc420e9bfd8f7190b8b6124bd55f370e3dc7eab6039bdf398,0.82421875,0.17578125,-0.00390625,0.00390625,0.18181818181818182,0.04245283018867924
contact_stability,C4,v21,0.0,5,190f52dbf937de3fc420e9bfd8f7190b8b6124bd55f370e3dc7eab6039bdf398,0.79296875,0.20703125,-0.03515625,0.03515625,0.022727272727272728,0.04716981132075472
contact_stability,C4,v21,0.0,6,190f52dbf937de3fc420e9bfd8f7190b8b6124bd55f370e3dc7eab6039bdf398,0.78515625,0.21484375,-0.04296875,0.04296875,0.045454545454545456,0.06132075471698113
contact_stability,C4,v21,0.0,7,f2d151a58cd32114debf20d4afc5d9f8e15aa697a302b918b6905b2cba9f7440,0.80859375,0.19140625,-0.01953125,0.01953125,0.045454545454545456,0.0330188679245283
contact_stability,C4,v21,0.0,8,f2d151a58cd32114debf20d4afc5d9f8e15aa697a302b918b6905b2cba9f7440,0.80078125,0.19921875,-0.02734375,0.02734375,0.045454545454545456,0.04245283018867924
contact_stability,C5,control,0.0,0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.7890625,0.2109375,0.0,0.0,0.0,0.0
contact_stability,C5,control,0.0,1,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.75,0.25,-0.0390625,0.0390625,0.09259259259259259,0.07425742574257425
contact_stability,C5,control,0.0,2,6efd2575f151a435d6316c9a15fe26c52d9846d75cf076385c97ef4fc0a84aa6,0.796875,0.203125,0.0078125,-0.0078125,0.1111111111111111,0.019801980198019802
contact_stability,C5,control,0.0,3,38efa03c3d29dd840638b0ddc44600b50ca707ec399596e58ff0e0d0fe7f21b0,0.80859375,0.19140625,0.01953125,-0.01953125,0.18518518518518517,0.024752475247524754
contact_stability,C5,control,0.0,4,ac900981c85fd55cb9f5cbb3440063afaed7db263a619297129b63d29de7cb50,0.8203125,0.1796875,0.03125,-0.03125,0.2222222222222222,0.019801980198019802
contact_stability,C5,control,0.0,5,ac900981c85fd55cb9f5cbb3440063afaed7db263a619297129b63d29de7cb50,0.765625,0.234375,-0.0234375,0.0234375,0.09259259259259259,0.054455445544554455
contact_stability,C5,control,0.0,6,ac900981c85fd55cb9f5cbb3440063afaed7db263a619297129b63d29de7cb50,0.79296875,0.20703125,0.00390625,-0.00390625,0.16666666666666666,0.039603960396039604
contact_stability,C5,control,0.0,7,ac900981c85fd55cb9f5cbb3440063afaed7db263a619297129b63d29de7cb50,0.81640625,0.18359375,0.02734375,-0.02734375,0.18518518518518517,0.01485148514851485
contact_stability,C5,control,0.0,8,ac900981c85fd55cb9f5cbb3440063afaed7db263a619297129b63d29de7cb50,0.8125,0.1875,0.0234375,-0.0234375,0.18518518518518517,0.019801980198019802
contact_stability,C5,v21,0.0,0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.8203125,0.1796875,0.0,0.0,0.0,0.0
contact_stability,C5,v21,0.0,1,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb,0.7734375,0.2265625,-0.046875,0.046875,0.08695652173913043,0.0761904761904762
contact_stability,C5,v21,0.0,2,9ac7b140df53e81d32cec0a869e4e2969eecc8ee1d4eab93373abbee1d7aa66d,0.8125,0.1875,-0.0078125,0.0078125,0.2391304347826087,0.06190476190476191
contact_stability,C5,v21,0.0,3,9ac7b140df53e81d32cec0a869e4e2969eecc8ee1d4eab93373abbee1d7aa66d,0.77734375,0.22265625,-0.04296875,0.04296875,0.17391304347826086,0.09047619047619047
contact_stability,C5,v21,0.0,4,9ac7b140df53e81d32cec0a869e4e2969eecc8ee1d4eab93373abbee1d7aa66d,0.7734375,0.2265625,-0.046875,0.046875,0.13043478260869565,0.08571428571428572
contact_stability,C5,v21,0.0,5,9ac7b140df53e81d32cec0a869e4e2969eecc8ee1d4eab93373abbee1d7aa66d,0.78515625,0.21484375,-0.03515625,0.03515625,0.17391304347826086,0.08095238095238096
contact_stability,C5,v21,0.0,6,9ac7b140df53e81d32cec0a869e4e2969eecc8ee1d4eab93373abbee1d7aa66d,0.78125,0.21875,-0.0390625,0.0390625,0.13043478260869565,0.0761904761904762
contact_stability,C5,v21,0.0,7,9ac7b140df53e81d32cec0a869e4e2969eecc8ee1d4eab93373abbee1d7aa66d,0.80859375,0.19140625,-0.01171875,0.01171875,0.13043478260869565,0.04285714285714286
contact_stability,C5,v21,0.0,8,5d4673ea8b62e047bd97f3e3c8f63c5f859f5a1c32e3512584089ef976c643ea,0.79296875,0.20703125,-0.02734375,0.02734375,0.10869565217391304,0.05714285714285714
