specialist_mode,policy_role,metric,phase_bin,normalized_episode_phase,trace_count,same_rollout_success_trace_count,mean,q25,q75,post_audit_replay_used
lateral,base,abs_centerline_error,57,0.5700000000000001,40,29,0.2839608392901719,0.1598885022848847,0.4008917450159789,False
lateral,base,abs_centerline_error,58,0.58,40,29,0.2933421553689987,0.18720297507941705,0.4131122018396854,False
lateral,base,abs_centerline_error,59,0.59,40,29,0.30072809363342823,0.18171068552881478,0.42300994768738726,False
lateral,base,abs_centerline_error,60,0.6,40,29,0.3077597971586511,0.19849926531314846,0.43513720482587814,False
lateral,base,abs_centerline_error,61,0.61,40,29,0.31659864923078557,0.20422358535230162,0.4363454455882311,False
lateral,base,abs_centerline_error,62,0.62,40,29,0.32615218277834357,0.19257211253046994,0.45309819445014,False
lateral,base,abs_centerline_error,63,0.63,40,29,0.3309432402972526,0.18993503242731094,0.4764657990634441,False
lateral,base,abs_centerline_error,64,0.64,40,29,0.3413909310298041,0.19550231635570525,0.48116274565458295,False
lateral,base,abs_centerline_error,65,0.65,40,29,0.35057904090266667,0.1855467526242137,0.49394133612513547,False
lateral,base,abs_centerline_error,66,0.66,40,29,0.3633772009468521,0.1796943511068821,0.5098182761669159,False
lateral,base,abs_centerline_error,67,0.67,40,29,0.37448317956236143,0.18802890110760948,0.5310196417570114,False
lateral,base,abs_centerline_error,68,0.68,40,29,0.38298263897188006,0.19724642589688288,0.5367730152606964,False
lateral,base,abs_centerline_error,69,0.6900000000000001,40,29,0.38728572155721486,0.18645060066133737,0.544108612537384,False
lateral,base,abs_centerline_error,70,0.7000000000000001,40,29,0.39426372151821865,0.1664160244166851,0.5647530943155289,False
lateral,base,abs_centerline_error,71,0.71,40,29,0.4049994775094091,0.16957837849855417,0.5715509299933911,False
lateral,base,abs_centerline_error,72,0.72,40,29,0.4152180862128734,0.17756123706698415,0.5880749934911728,False
lateral,base,abs_centerline_error,73,0.73,40,29,0.4274690156821161,0.18655189454555512,0.6093364925682544,False
lateral,base,abs_centerline_error,74,0.74,40,29,0.4374521298781038,0.18384498201310634,0.619699833393097,False
lateral,base,abs_centerline_error,75,0.75,40,29,0.44739970020018516,0.19747031852602953,0.6275944635272025,False
lateral,base,abs_centerline_error,76,0.76,40,29,0.45641554508730764,0.21482303619384768,0.6427462440729141,False
lateral,base,abs_centerline_error,77,0.77,40,29,0.4661343324277549,0.23630670696496964,0.6587692050635815,False
lateral,base,abs_centerline_error,78,0.78,40,29,0.4773365515954793,0.24365329861640928,0.6688783603906632,False
lateral,base,abs_centerline_error,79,0.79,40,29,0.48720235570333903,0.24300226390361784,0.6868475955724718,False
lateral,base,abs_centerline_error,80,0.8,40,29,0.49647188862320046,0.24809645935893057,0.7101124793291091,False
lateral,base,abs_centerline_error,81,0.81,40,29,0.5107872244603933,0.24967668838799,0.7311664137244225,False
lateral,base,abs_centerline_error,82,0.8200000000000001,40,29,0.5224972837641835,0.2635128036141398,0.7427919721603395,False
lateral,base,abs_centerline_error,83,0.8300000000000001,40,29,0.5351027756351978,0.27734580751508475,0.7718161387741567,False
lateral,base,abs_centerline_error,84,0.84,40,29,0.5440514191687107,0.28092055380344383,0.7845497477054596,False
lateral,base,abs_centerline_error,85,0.85,40,29,0.5505737496532677,0.2913495395332575,0.7945359796285629,False
lateral,base,abs_centerline_error,86,0.86,40,29,0.5599608073746787,0.27702743001282215,0.8150312572717665,False
lateral,base,abs_centerline_error,87,0.87,40,29,0.5687423558295703,0.2802561700344085,0.8368179333209992,False
lateral,base,abs_centerline_error,88,0.88,40,29,0.5837902630306779,0.28984233558177946,0.8750963419675828,False
lateral,base,abs_centerline_error,89,0.89,40,29,0.595048080099339,0.294800076931715,0.9009199944138528,False
lateral,base,abs_centerline_error,90,0.9,40,29,0.6052401984855532,0.298083470016718,0.9108350545167923,False
lateral,base,abs_centerline_error,91,0.91,40,29,0.6142674784250557,0.2902299162000417,0.9046104097366334,False
lateral,base,abs_centerline_error,92,0.92,40,29,0.6230450183972716,0.2763985492289067,0.9201886552572252,False
lateral,base,abs_centerline_error,93,0.93,40,29,0.6337354641603306,0.29304614700376985,0.9261788421869277,False
lateral,base,abs_centerline_error,94,0.9400000000000001,40,29,0.6437345986710861,0.30962187163531796,0.9521499013900759,False
lateral,base,abs_centerline_error,95,0.9500000000000001,40,29,0.6562095698923806,0.3050163069739937,0.9776678413152695,False
lateral,base,abs_centerline_error,96,0.96,40,29,0.6710215009714011,0.2934175504744053,0.9869427877664566,False
lateral,base,abs_centerline_error,97,0.97,40,29,0.6915583108449355,0.2997798477113247,1.0447248905897135,False
lateral,base,abs_centerline_error,98,0.98,40,29,0.7132159988135098,0.30941150337457657,1.1046372652053833,False
lateral,base,abs_centerline_error,99,0.99,40,29,0.73830751890986,0.3187778670340776,1.1777856379747391,False
lateral,base,abs_centerline_error,100,1.0,40,29,0.033688724134117366,0.016543041914701462,0.051462434232234955,False
lateral,base,abs_heading_error,0,0.0,40,29,0.05495688926312141,0.020775537472218275,0.08845566213130951,False
lateral,base,abs_heading_error,1,0.01,40,29,0.08871032406471205,0.05393437223508954,0.11630999773740769,False
lateral,base,abs_heading_error,2,0.02,40,29,0.15381976959516758,0.0946571657434106,0.2154486118257046,False
lateral,base,abs_heading_error,3,0.03,40,29,0.2406198216364718,0.16935288578271865,0.3180483850836754,False
lateral,base,abs_heading_error,4,0.04,40,29,0.29907299401983617,0.25054364815354346,0.3639123886823654,False
lateral,base,abs_heading_error,5,0.05,40,29,0.3054813508875668,0.24581845849752426,0.3590039826929569,False
lateral,base,abs_heading_error,6,0.06,40,29,0.3292221710421145,0.25519935831427576,0.39706523209810257,False
lateral,base,abs_heading_error,7,0.07,40,29,0.3734672463629395,0.32444896250963207,0.42961722478270536,False
lateral,base,abs_heading_error,8,0.08,40,29,0.40901727525889864,0.30922510832548145,0.5061959314346313,False
lateral,base,abs_heading_error,9,0.09,40,29,0.43433337274566286,0.34092183545231813,0.5259141732752323,False
lateral,base,abs_heading_error,10,0.1,40,29,0.43923190802335743,0.33464946523308753,0.5598872408270835,False
lateral,base,abs_heading_error,11,0.11,40,29,0.4327445335686207,0.33514594681560994,0.5440914396941662,False
lateral,base,abs_heading_error,12,0.12,40,29,0.46641284307837483,0.36730640470981596,0.5552623134851455,False
lateral,base,abs_heading_error,13,0.13,40,29,0.5174495711848142,0.43147939108312133,0.6167079304158687,False
lateral,base,abs_heading_error,14,0.14,40,29,0.5121888585239648,0.47062635749578463,0.6028902125358582,False
lateral,base,abs_heading_error,15,0.15,40,29,0.46217598591931164,0.3687512986361981,0.5584001831710339,False
lateral,base,abs_heading_error,16,0.16,40,29,0.42500839258730416,0.36329777657985707,0.5078821820020676,False
lateral,base,abs_heading_error,17,0.17,40,29,0.44039064253494165,0.336392127647996,0.5420384740829469,False
lateral,base,abs_heading_error,18,0.18,40,29,0.49247813887149083,0.36122131466865526,0.6010165795683861,False
lateral,base,abs_heading_error,19,0.19,40,29,0.5264987984448671,0.4030591718852521,0.625504348576069,False
lateral,base,abs_heading_error,20,0.2,40,29,0.5304863478988411,0.3511743709445,0.6607704341411592,False
lateral,base,abs_heading_error,21,0.21,40,29,0.5127924393974246,0.39820037633180605,0.6244175121188165,False
lateral,base,abs_heading_error,22,0.22,40,29,0.48021885411068804,0.392987535893917,0.6096025404334069,False
lateral,base,abs_heading_error,23,0.23,40,29,0.4686746568419039,0.3137472867965697,0.6025753909349444,False
lateral,base,abs_heading_error,24,0.24,40,29,0.4789140338152647,0.3178786194324493,0.6245379370450974,False
lateral,base,abs_heading_error,25,0.25,40,29,0.4938301847316325,0.3465615995228291,0.5763300806283951,False
lateral,base,abs_heading_error,26,0.26,40,29,0.5275632573440673,0.37543405681848535,0.6440352571010591,False
lateral,base,abs_heading_error,27,0.27,40,29,0.5454205398447811,0.3959422969073054,0.6934845823049546,False
lateral,base,abs_heading_error,28,0.28,40,29,0.5395687080323694,0.3669387605786327,0.6731938731670375,False
lateral,base,abs_heading_error,29,0.29,40,29,0.5328576241284609,0.4105099608004093,0.6651147493720055,False
lateral,base,abs_heading_error,30,0.3,40,29,0.5229054801166059,0.34926154688000677,0.6758104667067528,False
lateral,base,abs_heading_error,31,0.31,40,29,0.5138487250413746,0.33471335619688025,0.6648275479674339,False
lateral,base,abs_heading_error,32,0.32,40,29,0.5429268970561678,0.40856286853551865,0.6608608168363577,False
lateral,base,abs_heading_error,33,0.33,40,29,0.565959645487368,0.40205837629735486,0.6952396121621129,False
lateral,base,abs_heading_error,34,0.34,40,29,0.5768943657279016,0.38983827993273756,0.744237503409386,False
lateral,base,abs_heading_error,35,0.35000000000000003,40,29,0.5846568844467401,0.46753587834537,0.7158787414431573,False
lateral,base,abs_heading_error,36,0.36,40,29,0.6047716776579617,0.4293706655502321,0.7847375202178953,False
lateral,base,abs_heading_error,37,0.37,40,29,0.608084417719394,0.43901363015174866,0.8260661056637765,False
lateral,base,abs_heading_error,38,0.38,40,29,0.6097816838994622,0.4140048608183861,0.8223434245586398,False
lateral,base,abs_heading_error,39,0.39,40,29,0.5979707219824194,0.40128375969827135,0.7732646241784096,False
lateral,base,abs_heading_error,40,0.4,40,29,0.5936705739423632,0.4006983399391174,0.7524509727954865,False
lateral,base,abs_heading_error,41,0.41000000000000003,40,29,0.6307019842527808,0.46402184218168285,0.8423456346988683,False
lateral,base,abs_heading_error,42,0.42,40,29,0.6471121723800898,0.48337831005454013,0.8520936137437825,False
lateral,base,abs_heading_error,43,0.43,40,29,0.6389831743668766,0.37930730968713755,0.8883193680644036,False
lateral,base,abs_heading_error,44,0.44,40,29,0.6389159965887665,0.4106970739364624,0.8311420208215711,False
lateral,base,abs_heading_error,45,0.45,40,29,0.6365055871126243,0.5028916135430336,0.7819344021379948,False
lateral,base,abs_heading_error,46,0.46,40,29,0.6589780838117004,0.5151390220224855,0.8436713802814485,False
lateral,base,abs_heading_error,47,0.47000000000000003,40,29,0.6968395705018193,0.5476725715398792,0.8719080887734889,False
lateral,base,abs_heading_error,48,0.48,40,29,0.7174414038211109,0.484700948894024,0.8706623381376264,False
lateral,base,abs_heading_error,49,0.49,40,29,0.7284122499590742,0.5361819769442084,0.9423517625033856,False
lateral,base,abs_heading_error,50,0.5,40,29,0.7250902301631867,0.5234725773334501,0.9224957376718521,False
lateral,base,abs_heading_error,51,0.51,40,29,0.7335061099287123,0.4955407290160656,0.9015617126226432,False
lateral,base,abs_heading_error,52,0.52,40,29,0.7494776452481748,0.52390052497387,0.9421828836202624,False
lateral,base,abs_heading_error,53,0.53,40,29,0.7546391246598212,0.5529077661037449,0.993445997983217,False
lateral,base,abs_heading_error,54,0.54,40,29,0.7443350824713706,0.5370138707756988,1.0224987542629245,False
lateral,base,abs_heading_error,55,0.55,40,29,0.7539660697057843,0.4645402446389182,0.9877440415322779,False
lateral,base,abs_heading_error,56,0.56,40,29,0.737736835479736,0.5565734511613849,1.0266096270084384,False
lateral,base,abs_heading_error,57,0.5700000000000001,40,29,0.734352537754865,0.604650921970605,0.9393300701677801,False
lateral,base,abs_heading_error,58,0.58,40,29,0.7370292747020722,0.5101618155837059,1.0129076620936404,False
lateral,base,abs_heading_error,59,0.59,40,29,0.7671945197102615,0.45963423043489454,0.9631777492165565,False
lateral,base,abs_heading_error,60,0.6,40,29,0.7976724938675759,0.5409968048334122,1.0550069510936737,False
lateral,base,abs_heading_error,61,0.61,40,29,0.8083550601892384,0.5935230661928652,1.0512152877449983,False
lateral,base,abs_heading_error,62,0.62,40,29,0.8365978143438696,0.5758610826730726,1.0299682265520098,False
lateral,base,abs_heading_error,63,0.63,40,29,0.8659056263137608,0.6963351593911646,1.1216361981630325,False
lateral,base,abs_heading_error,64,0.64,40,29,0.8636634471891449,0.6251576930284501,1.2196004784107208,False
lateral,base,abs_heading_error,65,0.65,40,29,0.8593212362378837,0.5096030712127685,1.1553446173667907,False
lateral,base,abs_heading_error,66,0.66,40,29,0.8603499734923241,0.5611747518181799,1.1287645375728603,False
lateral,base,abs_heading_error,67,0.67,40,29,0.8800729454383257,0.6161650517582897,1.1348975983262053,False
lateral,base,abs_heading_error,68,0.68,40,29,0.9041875641047957,0.6919089704751971,1.1598086643218997,False
lateral,base,abs_heading_error,69,0.6900000000000001,40,29,0.9296314887441696,0.662956541776657,1.2016918936371794,False
lateral,base,abs_heading_error,70,0.7000000000000001,40,29,0.9456355847604572,0.6706600219011304,1.230025386810302,False
lateral,base,abs_heading_error,71,0.71,40,29,0.9174689899729568,0.5973921507596971,1.153540841937065,False
lateral,base,abs_heading_error,72,0.72,40,29,0.8905557321086526,0.6905837422609328,1.11909970164299,False
lateral,base,abs_heading_error,73,0.73,40,29,0.8821604266799985,0.6686708459258084,1.1498999387025834,False
lateral,base,abs_heading_error,74,0.74,40,29,0.9056788800284268,0.6225991964340202,1.199424895048142,False
lateral,base,abs_heading_error,75,0.75,40,29,0.9274140689522028,0.6325723081827167,1.2698377221822743,False
lateral,base,abs_heading_error,76,0.76,40,29,0.9461178259439768,0.618776510953903,1.2867383193969726,False
lateral,base,abs_heading_error,77,0.77,40,29,0.9746986690051853,0.5903722396492963,1.2931513515114785,False
lateral,base,abs_heading_error,78,0.78,40,29,0.9818512013219298,0.6893987300992014,1.2838276946544644,False
lateral,base,abs_heading_error,79,0.79,40,29,0.9836691378057004,0.7003409630060197,1.2476138105988506,False
lateral,base,abs_heading_error,80,0.8,40,29,0.9776941190659997,0.7055266439914709,1.2665596246719357,False
lateral,base,abs_heading_error,81,0.81,40,29,0.9710018528848888,0.6147017531096932,1.2862384638190267,False
lateral,base,abs_heading_error,82,0.8200000000000001,40,29,0.9832412474751473,0.6152972182631485,1.3719663560390474,False
lateral,base,abs_heading_error,83,0.8300000000000001,40,29,1.0097223012093455,0.6126463447511197,1.343433173894883,False
lateral,base,abs_heading_error,84,0.84,40,29,1.0465046821758153,0.7020559597015381,1.3284106898307801,False
lateral,base,abs_heading_error,85,0.85,40,29,1.0655499352887274,0.6975160785019398,1.4254594579339028,False
lateral,base,abs_heading_error,86,0.86,40,29,1.0474449764527378,0.7451673781871797,1.455795884728432,False
lateral,base,abs_heading_error,87,0.87,40,29,1.0257078521661462,0.7007747235894211,1.3884119960665702,False
lateral,base,abs_heading_error,88,0.88,40,29,1.0098054246790706,0.6689700376987457,1.4073638367652894,False
lateral,base,abs_heading_error,89,0.89,40,29,1.029705662536435,0.6618433597683906,1.3411601421236985,False
lateral,base,abs_heading_error,90,0.9,40,29,1.0527391236368566,0.7843538716435432,1.3482068032026295,False
lateral,base,abs_heading_error,91,0.91,40,29,1.0748665731251241,0.7454855550825592,1.3904012981057174,False
lateral,base,abs_heading_error,92,0.92,40,29,1.095335049584508,0.7370089632272724,1.4506174635887157,False
lateral,base,abs_heading_error,93,0.93,40,29,1.1034506027922035,0.7051445174217227,1.5209017047286042,False
lateral,base,abs_heading_error,94,0.9400000000000001,40,29,1.1143207229617984,0.6354249033331876,1.498250759840011,False
lateral,base,abs_heading_error,95,0.9500000000000001,40,29,1.1119603907875715,0.6606293484568599,1.3885673493146884,False
lateral,base,abs_heading_error,96,0.96,40,29,1.1009623881317676,0.7563140094280241,1.3138105630874628,False
lateral,base,abs_heading_error,97,0.97,40,29,1.0993619225248694,0.781298223733902,1.4138601410388942,False
lateral,base,abs_heading_error,98,0.98,40,29,1.115873166240752,0.714312798976898,1.5059078836441038,False
lateral,base,abs_heading_error,99,0.99,40,29,1.1332679057940838,0.6978518371284006,1.471367653608322,False
lateral,base,abs_heading_error,100,1.0,40,29,0.04778729204845149,0.023024436552077532,0.06990345753729343,False
lateral,base,abs_centerline_error_rate,0,0.0,40,29,0.0,0.0,0.0,False
lateral,base,abs_centerline_error_rate,1,0.01,40,29,0.11854820299148558,0.10456449976190925,0.1310012391768396,False
lateral,base,abs_centerline_error_rate,2,0.02,40,29,0.0736659461557865,0.05941965874284505,0.08683875016868114,False
lateral,base,abs_centerline_error_rate,3,0.03,40,29,0.07123891826439649,0.057292616926133653,0.0857423054985702,False
lateral,base,abs_centerline_error_rate,4,0.04,40,29,0.09698141507059338,0.04535537026822564,0.1342338529229164,False
lateral,base,abs_centerline_error_rate,5,0.05,40,29,0.1568544102832675,0.057551346253603655,0.23522873595356947,False
lateral,base,abs_centerline_error_rate,6,0.06,40,29,0.1791860337089747,0.07783751003444184,0.24493477880954742,False
lateral,base,abs_centerline_error_rate,7,0.07,40,29,0.14735575439129026,0.05278084324672811,0.2388912516832351,False
lateral,base,abs_centerline_error_rate,8,0.08,40,29,0.19394455454684795,0.07533958926796934,0.28350393846631067,False
lateral,base,abs_centerline_error_rate,9,0.09,40,29,0.1622757432726212,0.08483457587193695,0.22354445774108203,False
lateral,base,abs_centerline_error_rate,10,0.1,40,29,0.15421834672335535,0.08767130784690379,0.21786427050828946,False
lateral,base,abs_centerline_error_rate,11,0.11,40,29,0.16082347037084394,0.07856892049312603,0.2309147575870154,False
lateral,base,abs_centerline_error_rate,12,0.12,40,29,0.14109874635189776,0.07816132113337534,0.18594119310379026,False
lateral,base,abs_centerline_error_rate,13,0.13,40,29,0.1352897275052965,0.07202563527971481,0.18087119020521636,False
lateral,base,abs_centerline_error_rate,14,0.14,40,29,0.14368746105395264,0.09066522307693972,0.19212266676127937,False
lateral,base,abs_centerline_error_rate,15,0.15,40,29,0.1616340824170039,0.08033290505409235,0.20761140622198582,False
lateral,base,abs_centerline_error_rate,16,0.16,40,29,0.15461784289777283,0.057744733989238635,0.19879144057631482,False
lateral,base,abs_centerline_error_rate,17,0.17,40,29,0.16266536506824206,0.06326518487185255,0.25464364327490263,False
lateral,base,abs_centerline_error_rate,18,0.18,40,29,0.14011705233156685,0.04306386586278673,0.21598129719495812,False
lateral,base,abs_centerline_error_rate,19,0.19,40,29,0.1671272623687982,0.05577346589416264,0.23837645575404148,False
lateral,base,abs_centerline_error_rate,20,0.2,40,29,0.1768955814372749,0.08424852043390282,0.2846396118402482,False
lateral,base,abs_centerline_error_rate,21,0.21,40,29,0.1760461110374891,0.0869136741384864,0.24488482065498862,False
lateral,base,abs_centerline_error_rate,22,0.22,40,29,0.15274073112010958,0.06529295884072786,0.20065328568220167,False
lateral,base,abs_centerline_error_rate,23,0.23,40,29,0.18660632301191807,0.10449369588866829,0.25670607388019573,False
lateral,base,abs_centerline_error_rate,24,0.24,40,29,0.1331124448701739,0.059277937449514886,0.2002327330410481,False
lateral,base,abs_centerline_error_rate,25,0.25,40,29,0.14971540339756756,0.04467835463583474,0.2076373565942049,False
lateral,base,abs_centerline_error_rate,26,0.26,40,29,0.14524740939587333,0.07927660889923559,0.18342038616538053,False
lateral,base,abs_centerline_error_rate,27,0.27,40,29,0.17513090884685506,0.076348653063178,0.26212311461567883,False
lateral,base,abs_centerline_error_rate,28,0.28,40,29,0.15971579895541083,0.055729331448673924,0.22879375517368314,False
lateral,base,abs_centerline_error_rate,29,0.29,40,29,0.12813678061775863,0.056400160454213616,0.17840752750635178,False
lateral,base,abs_centerline_error_rate,30,0.3,40,29,0.13905635023955254,0.043478086590766796,0.23499632254242867,False
lateral,base,abs_centerline_error_rate,31,0.31,40,29,0.14468433867767455,0.08244057232514027,0.19180142503231767,False
lateral,base,abs_centerline_error_rate,32,0.32,40,29,0.1596544322222472,0.06686072051525127,0.1984579231962563,False
lateral,base,abs_centerline_error_rate,33,0.33,40,29,0.170374441231601,0.086325448006392,0.24496235698461483,False
lateral,base,abs_centerline_error_rate,34,0.34,40,29,0.1573903890633957,0.07773615512996906,0.2241570036858321,False
lateral,base,abs_centerline_error_rate,35,0.35000000000000003,40,29,0.1797236326523124,0.09293593782931503,0.22785971611738193,False
lateral,base,abs_centerline_error_rate,36,0.36,40,29,0.15506414636224522,0.07319905608892448,0.20000552162528135,False
lateral,base,abs_centerline_error_rate,37,0.37,40,29,0.1810956185385585,0.08843341842293735,0.26832046318799263,False
lateral,base,abs_centerline_error_rate,38,0.38,40,29,0.20210895840171714,0.11606045946478782,0.2849199377000332,False
lateral,base,abs_centerline_error_rate,39,0.39,40,29,0.14914544303249572,0.0869304955750713,0.22405415385961655,False
lateral,base,abs_centerline_error_rate,40,0.4,40,29,0.16895649571437393,0.06629629060626038,0.24658782407641328,False
lateral,base,abs_centerline_error_rate,41,0.41000000000000003,40,29,0.14295709773618723,0.06425146013498133,0.19735622964799276,False
lateral,base,abs_centerline_error_rate,42,0.42,40,29,0.1663406561315061,0.0646577477455141,0.2635970637202267,False
lateral,base,abs_centerline_error_rate,43,0.43,40,29,0.1939048802116886,0.1215254361415283,0.23880231827497603,False
lateral,base,abs_centerline_error_rate,44,0.44,40,29,0.19445279412996022,0.10725610703229915,0.24111533164978072,False
lateral,base,abs_centerline_error_rate,45,0.45,40,29,0.14814037748612466,0.05097815766930604,0.1936028897762295,False
lateral,base,abs_centerline_error_rate,46,0.46,40,29,0.19089955033129072,0.10344737321138275,0.24926525682210968,False
lateral,base,abs_centerline_error_rate,47,0.47000000000000003,40,29,0.1844518082085995,0.08626948297023752,0.206067011691631,False
lateral,base,abs_centerline_error_rate,48,0.48,40,29,0.19413198415935054,0.12901054397225553,0.25322013348340966,False
lateral,base,abs_centerline_error_rate,49,0.49,40,29,0.1848437447473406,0.12251832984387877,0.25968141481280366,False
lateral,base,abs_centerline_error_rate,50,0.5,40,29,0.19028172586113218,0.07918365299701584,0.2722993493080139,False
