round,configured_runtime_filter_fraction,rollout_success_rate,rollout_fall_rate,rollout_filter_on_episode_count,rollout_filter_on_success_rate,rollout_filter_on_fall_rate,rollout_filter_off_episode_count,rollout_filter_off_success_rate,rollout_filter_off_fall_rate,rollout_mean_return,rollout_mean_reached_riser,actor_loss,value_loss,moving_forward_kl,behavior_approx_kl,clip_fraction,action_mean_shift,actor_gradient_norm,actor_gradient_clipped_fraction,teacher_transition_count,teacher_fraction_among_interventions,teacher_weight_sum,teacher_loss,teacher_huber_loss_mean,teacher_smooth_l1_beta,mean_cbf_correction_norm,mean_residual_target_norm,mean_policy_to_target_distance_before_update,mean_policy_to_target_distance_after_update,teacher_mode,teacher_gate_mode,teacher_eta,cbf_intervention_count,cbf_intervention_per_riser,toe_riser_kick_event_count,round_start_actor_sha256,round_end_actor_sha256,epoch_moving_forward_kl_json,minibatch_diagnostics_json,teacher_error_before_action_00,teacher_error_before_action_01,teacher_error_before_action_02,teacher_error_before_action_03,teacher_error_before_action_04,teacher_error_before_action_05,teacher_error_before_action_06,teacher_error_before_action_07,teacher_error_before_action_08,teacher_error_before_action_09,teacher_error_before_action_10,teacher_error_before_action_11,teacher_error_after_action_00,teacher_error_after_action_01,teacher_error_after_action_02,teacher_error_after_action_03,teacher_error_after_action_04,teacher_error_after_action_05,teacher_error_after_action_06,teacher_error_after_action_07,teacher_error_after_action_08,teacher_error_after_action_09,teacher_error_after_action_10,teacher_error_after_action_11
1,0.25,0.6578947368421053,0.34210526315789475,71,0.704225352112676,0.29577464788732394,195,0.6410256410256411,0.358974358974359,-8.457622710923504,7.706766917293233,6.32135197520256e-08,0.5872499048709869,1.9183244148734957e-07,2.397191565250978e-06,0.0,3.296278009656817e-05,4.78752326965332,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5732252597808838,0.0,0.0,0.0,none,none,0.0,3103,1.238722562789917,1923.0,020c7d399b10a83ae9b272d82b166cdd9502b5a9f0dab3f673631c2cadb07f5c,c3640126d2dfab3b4050c1f2a6f4fdc242d5f43dec13fdf17ec8601179e2a275,[1.9183244148734957e-07],"[{""action_mean_shift"":3.296278009656817e-05,""actor_gradient_norm_pre_clip"":4.78752326965332,""behavior_approximate_kl"":2.397191565250978e-06,""clip_fraction"":0.0,""epoch"":1,""minibatch"":1,""moving_forward_kl"":1.9183244148734957e-07}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.25,0.6515151515151515,0.3484848484848485,68,0.75,0.25,196,0.6173469387755102,0.3826530612244898,-8.656800571716193,8.034090909090908,-8.847564458847046e-09,0.5647278726100922,6.311051947704982e-07,-7.9393430496566e-08,0.0,5.328370025381446e-05,4.769055366516113,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5886658430099487,0.0,0.0,0.0,none,none,0.0,3094,1.2263178825378418,1963.0,c3640126d2dfab3b4050c1f2a6f4fdc242d5f43dec13fdf17ec8601179e2a275,020c7d399b10a83ae9b272d82b166cdd9502b5a9f0dab3f673631c2cadb07f5c,[6.311051947704982e-07],"[{""action_mean_shift"":5.328370025381446e-05,""actor_gradient_norm_pre_clip"":4.769055366516113,""behavior_approximate_kl"":-7.9393430496566e-08,""clip_fraction"":0.0,""epoch"":1,""minibatch"":1,""moving_forward_kl"":6.311051947704982e-07}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
