domain,pair_index,evaluation_seed,environment_id,baseline_success,final_success,baseline_fell,final_fell,baseline_timed_out,final_timed_out,baseline_return,final_return,baseline_intervention_per_riser,final_intervention_per_riser
target,112,125000000,112,True,True,False,False,False,False,10.731365203857422,9.996026992797852,0.6666666865348816,1.3333333730697632
target,113,125000000,113,True,True,False,False,False,False,8.261346817016602,7.873102188110352,0.1111111119389534,0.2222222238779068
target,114,125000000,114,True,False,False,True,False,False,10.062860488891602,-0.6825478076934814,0.4444444477558136,0.6666666865348816
target,115,125000000,115,True,True,False,False,False,False,8.640820503234863,9.716705322265625,0.1111111119389534,0.0
target,116,125000000,116,True,True,False,False,False,False,9.080995559692383,9.241024017333984,0.2222222238779068,0.4444444477558136
target,117,125000000,117,True,True,False,False,False,False,9.579057693481445,9.41180419921875,0.6666666865348816,0.4444444477558136
target,118,125000000,118,False,True,True,False,False,False,-0.33732056617736816,11.082355499267578,0.8333333730697632,0.2222222238779068
target,119,125000000,119,True,True,False,False,False,False,9.951020240783691,9.610243797302246,0.4444444477558136,0.2222222238779068
target,120,125000000,120,True,False,False,True,False,False,10.90194320678711,-0.4355928897857666,0.6666666865348816,0.8888888955116272
target,121,125000000,121,True,True,False,False,False,False,10.966476440429688,10.732467651367188,1.2222222089767456,1.3333333730697632
target,122,125000000,122,True,True,False,False,False,False,10.095053672790527,11.005248069763184,0.0,0.4444444477558136
target,123,125000000,123,True,True,False,False,False,False,8.87302017211914,9.2685546875,0.6666666865348816,0.3333333432674408
target,124,125000000,124,True,True,False,False,False,False,10.52944278717041,10.541498184204102,0.1111111119389534,0.2222222238779068
target,125,125000000,125,True,True,False,False,False,False,8.450857162475586,10.966462135314941,0.1111111119389534,0.2222222238779068
target,126,125000000,126,True,False,False,True,False,False,10.00026798248291,-1.031508445739746,0.8888888955116272,0.8888888955116272
target,127,125000000,127,True,True,False,False,False,False,11.329620361328125,11.737968444824219,0.7777777910232544,0.5555555820465088
target,128,125000001,0,True,True,False,False,False,False,9.961835861206055,10.093802452087402,0.1111111119389534,0.2222222238779068
target,129,125000001,1,True,True,False,False,False,False,8.526729583740234,10.074066162109375,0.4444444477558136,0.6666666865348816
target,130,125000001,2,True,True,False,False,False,False,10.06147289276123,9.823104858398438,0.7777777910232544,1.0
target,131,125000001,3,True,False,False,True,False,False,9.987730979919434,-2.824087142944336,0.1111111119389534,1.7777777910232544
target,132,125000001,4,True,True,False,False,False,False,11.365776062011719,9.567951202392578,0.6666666865348816,0.2222222238779068
target,133,125000001,5,True,True,False,False,False,False,9.62198257446289,9.87747859954834,0.2222222238779068,0.3333333432674408
target,134,125000001,6,False,False,True,True,False,False,-3.989309787750244,-1.8428075313568115,2.142857313156128,0.7777777910232544
target,135,125000001,7,True,True,False,False,False,False,11.806453704833984,11.099567413330078,1.2222222089767456,0.7777777910232544
target,136,125000001,8,True,True,False,False,False,False,11.717777252197266,10.803827285766602,0.5555555820465088,0.2222222238779068
target,137,125000001,9,True,False,False,True,False,False,9.838138580322266,-1.8661370277404785,0.6666666865348816,0.4444444477558136
target,138,125000001,10,False,True,True,False,False,False,-0.5433440208435059,11.053322792053223,0.0,0.6666666865348816
target,139,125000001,11,True,True,False,False,False,False,9.444467544555664,10.482885360717773,0.2222222238779068,0.2222222238779068
target,140,125000001,12,False,True,True,False,False,False,-1.9479336738586426,10.323256492614746,1.888888955116272,0.1111111119389534
target,141,125000001,13,False,True,True,False,False,False,-0.21948599815368652,8.635970115661621,0.2222222238779068,0.1111111119389534
