specialist,adaptation_seed,round,baseline_target_success,baseline_target_fall,baseline_target_return,baseline_target_mean_reached_riser,current_target_success,current_target_fall,current_target_return,current_target_mean_reached_riser,accepted_target_success,accepted_target_fall,accepted_target_return,accepted_target_mean_reached_riser,target_diagnostic_seed,target_diagnostic_episodes,screen_delta_fraction_0_5,screen_delta_fraction_1_0,screen_delta_fraction_1_5,screen_best_fraction,confirmation_success_delta,confirmation_fall_delta,selected_candidate_fraction,retained_candidate_fraction,target_gate_accepted,d0_gate_passed,d0_rollback,d0_checked_candidate_success,d0_checked_candidate_fall,policy_changed_at_round_end,cumulative_retained_updates,ppo_policy_loss,ppo_value_loss,ppo_entropy,ppo_mean_kl,ppo_max_preupdate_kl,normal_transition_fraction,failure_transition_fraction,success_transition_fraction,normal_advantage_mean_before,normal_advantage_std_before,normal_advantage_mean_after,normal_advantage_std_after,failure_advantage_mean_before,failure_advantage_std_before,failure_advantage_mean_after,failure_advantage_std_after,success_advantage_mean_before,success_advantage_std_before,success_advantage_mean_after,success_advantage_std_after,failure_bank_size,success_pool_size,matched_success_bank_size,exact_pair_count,maximum_marginal_imbalance,bank_transactions_committed,bank_transactions_restored,d0_baseline_success,d0_success,d0_success_delta,d0_fall,cbf_interventions_per_riser,cbf_mean_correction_norm,new_input_column_rms,new_input_column_max_abs,legacy_input_column_max_drift,round_end_actor_sha256
lateral,273,2,0.71875,0.28125,0.06870518438518047,10.5546875,0.6640625,0.3359375,-0.8021493479609489,10.3671875,0.703125,0.296875,0.31084904074668884,10.3359375,50273,128,-0.0625,-0.0625,-0.125,0.5,0.0390625,-0.0390625,0.5,0.5,True,True,False,0.90625,0.0078125,True,2,0.0002883545821532607,0.9106646180152893,-10.033629417419434,0.00028153727180324495,0.0004136452917009592,0.625,0.1875,0.1875,0.3031107485294342,0.6704325675964355,9.778887033462524e-09,1.0,0.27893131971359253,1.0188270807266235,-2.8870999813079834e-08,0.9999999403953552,0.5177872776985168,1.1953730583190918,-1.8936892942633676e-08,1.0,256,1024,245,12,0,2,0,0.8828125,0.90625,0.0234375,0.0078125,1.2206665156409144,0.0058574643313704655,1.4009984624863137e-05,3.8034446333767846e-05,0.0,176558b7520cc6dec8517e0bb4f89e803a3ca85680b12b852583a7e200b72102
lateral,273,3,0.71875,0.28125,0.06870518438518047,10.5546875,0.8203125,0.1796875,1.605131248012185,10.640625,0.8203125,0.1796875,1.605131248012185,10.640625,70273,128,0.140625,0.046875,0.03125,0.5,-0.0859375,0.0859375,,,False,True,False,0.90625,0.015625,False,2,0.00029503589030355215,0.898018941283226,-10.033629417419434,0.0002903902786783874,0.0004182711709290743,0.625,0.1875,0.1875,0.30465933680534363,0.6334397792816162,-1.6717240924890575e-08,1.0,0.3311762511730194,1.0222827196121216,-1.1175870895385742e-08,1.0,0.6262605786323547,1.1839035749435425,-1.4435499906539917e-08,0.9999998807907104,256,1024,241,12,0,2,0,0.8828125,0.90625,0.0234375,0.015625,1.0700098369270563,0.005017246034071832,1.4009984624863137e-05,3.8034446333767846e-05,0.0,176558b7520cc6dec8517e0bb4f89e803a3ca85680b12b852583a7e200b72102
lateral,273,4,0.71875,0.28125,0.06870518438518047,10.5546875,0.65625,0.34375,-0.3375965990126133,10.4453125,0.734375,0.265625,0.6206777784973383,10.2578125,90273,128,-0.046875,-0.03125,-0.09375,1.0,0.078125,-0.078125,1.0,1.0,True,True,False,0.9375,0.0078125,True,3,0.00020194484386593103,0.9278477132320404,-10.033629417419434,0.0003372855135239661,0.0004028365947306156,0.625,0.1875,0.1875,0.3162531852722168,0.663800835609436,1.3643876251023812e-08,0.9999999403953552,0.24033641815185547,0.971088707447052,6.05359673500061e-09,1.0,0.5897964835166931,1.2475900650024414,6.325232781989598e-09,1.0,256,1024,244,12,0,2,0,0.8828125,0.9375,0.0546875,0.0078125,1.354149220744148,0.006373310918434072,1.6963724192464724e-05,5.3057068726047873e-05,0.0,1b0379fafdc1937ac6199adbcbc07de841c3dcf2a24ca80e8d97b3a7ee2d3caa
lateral,273,5,0.71875,0.28125,0.06870518438518047,10.5546875,0.7890625,0.2109375,1.294556824490428,10.6875,0.7890625,0.2109375,1.294556824490428,10.6875,110273,128,-0.046875,0.0625,0.015625,1.0,-0.0078125,0.0078125,,,False,True,False,0.90625,0.0234375,False,3,0.00028791557997465134,0.8800847679376602,-10.033629417419434,0.00031738821417093277,0.0004689459747169167,0.625,0.1875,0.1875,0.3498609960079193,0.6553280353546143,-1.5855766477557154e-08,0.9999999403953552,0.33623844385147095,1.017040491104126,-7.140140034778142e-09,0.9999998807907104,0.5251772403717041,1.1140570640563965,-2.9569491744041443e-08,1.0,256,1024,247,12,0,2,0,0.8828125,0.90625,0.0234375,0.0234375,1.0571242785081267,0.004727778347302092,1.6963724192464724e-05,5.3057068726047873e-05,0.0,1b0379fafdc1937ac6199adbcbc07de841c3dcf2a24ca80e8d97b3a7ee2d3caa
lateral,273,6,0.71875,0.28125,0.06870518438518047,10.5546875,0.703125,0.296875,0.05851185694336891,10.484375,0.703125,0.296875,0.05851185694336891,10.484375,130273,128,0.046875,0.078125,0.078125,1.0,-0.0234375,0.0234375,,,False,True,False,0.9296875,0.0,False,3,0.0002651507966220379,0.9351405948400497,-10.033629417419434,0.00031223613768815994,0.00041776522994041443,0.625,0.1875,0.1875,0.3332372307777405,0.634384036064148,-1.0943040917865687e-09,1.0,0.302256315946579,1.1483726501464844,-6.3640377412355065e-09,1.0000001192092896,0.5673323273658752,1.1589018106460571,-2.7939677238464355e-08,1.0,256,1024,246,12,0,2,0,0.8828125,0.9296875,0.046875,0.0,1.1934955317992717,0.00709907512123209,1.6963724192464724e-05,5.3057068726047873e-05,0.0,1b0379fafdc1937ac6199adbcbc07de841c3dcf2a24ca80e8d97b3a7ee2d3caa
lateral,273,7,0.71875,0.28125,0.06870518438518047,10.5546875,0.765625,0.234375,0.7872835323214531,10.5703125,0.765625,0.234375,0.7872835323214531,10.5703125,150273,128,0.0625,0.0625,0.0,0.5,-0.0546875,0.0546875,,,False,True,False,0.8984375,0.015625,False,3,0.00021586811635643244,0.9142833352088928,-10.033629417419434,0.00024431353085674345,0.0004238419351167977,0.625,0.1875,0.1875,0.32105278968811035,0.618246853351593,2.3469329590852794e-08,1.0,0.3766811788082123,1.1040769815444946,2.6387474427735924e-09,0.9999999403953552,0.5906625986099243,1.1558287143707275,6.28642737865448e-09,0.9999999403953552,256,1024,246,12,0,2,0,0.8828125,0.8984375,0.015625,0.015625,1.329448245698586,0.005874551637134573,1.6963724192464724e-05,5.3057068726047873e-05,0.0,1b0379fafdc1937ac6199adbcbc07de841c3dcf2a24ca80e8d97b3a7ee2d3caa
lateral,273,8,0.71875,0.28125,0.06870518438518047,10.5546875,0.703125,0.296875,0.12832477316260338,10.1796875,0.7421875,0.2578125,0.6913797091692686,10.5546875,170273,128,0.0625,0.125,0.09375,1.0,0.0390625,-0.0390625,1.0,1.0,True,True,False,0.9296875,0.015625,True,4,0.0002356109325774014,0.9202200770378113,-10.033629417419434,0.00036209242534823716,0.0004585862916428596,0.625,0.1875,0.1875,0.33236923813819885,0.654147207736969,-1.7415732855852184e-08,0.9999998807907104,0.3073253035545349,1.0613467693328857,-1.7850350531034564e-08,0.9999999403953552,0.56376051902771,1.1621161699295044,-1.883988076656351e-08,1.0,256,1024,248,12,0,2,0,0.8828125,0.9296875,0.046875,0.015625,1.140485796611756,0.006638101662701956,2.1009473130106926e-05,6.559269968420267e-05,0.0,e24d4a4b1cebae3a4d1e06a489037077cb70cb2c7d4efd9e7256011ced22b09c
lateral,373,0,0.78125,0.21875,1.2924270331859589,10.5703125,0.78125,0.21875,1.2924270331859589,10.5703125,0.78125,0.21875,1.2924270331859589,10.5703125,300373,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921875,0.921875,0.0,0.0078125,0.9791700703208335,0.0047946939048415516,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
lateral,373,1,0.78125,0.21875,1.2924270331859589,10.5703125,0.8125,0.1875,1.6966523583978415,10.75,0.8125,0.1875,1.6966523583978415,10.75,30373,128,-0.078125,-0.125,-0.015625,1.5,-0.0859375,0.0859375,,,False,True,False,0.9140625,0.0078125,False,0,0.00025335006648674607,1.006101369857788,-10.033629417419434,0.0003232792660128325,0.00041244839667342603,0.625,0.1875,0.1875,0.2972749173641205,0.7114939093589783,-2.626329731469923e-08,1.0,0.22873257100582123,1.1723897457122803,-1.5754874738149738e-08,0.9999998807907104,0.5621170997619629,1.1933008432388306,2.421438694000244e-08,0.9999999403953552,256,1024,244,12,0,2,0,0.921875,0.9140625,-0.0078125,0.0078125,0.9724851935170591,0.004568558870118977,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
lateral,373,2,0.78125,0.21875,1.2924270331859589,10.5703125,0.7265625,0.2734375,0.35187992453575134,10.484375,0.7265625,0.2734375,0.35187992453575134,10.484375,50373,128,0.03125,-0.078125,0.046875,1.5,-0.0390625,0.0390625,,,False,True,False,0.9296875,0.015625,False,0,0.00018168799579143524,1.1054354906082153,-10.033629417419434,0.00028424011543393135,0.000471083156298846,0.625,0.1875,0.1875,0.2935992181301117,0.695756196975708,-3.9651059324796734e-08,1.0,0.2816990315914154,1.2623313665390015,-6.28642737865448e-09,0.9999999403953552,0.5745677351951599,1.3207409381866455,-2.584420144557953e-08,1.0,256,1024,243,12,0,2,0,0.921875,0.9296875,0.0078125,0.015625,1.3001987270545214,0.006230037540717603,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
lateral,373,3,0.78125,0.21875,1.2924270331859589,10.5703125,0.796875,0.203125,1.074461156502366,10.765625,0.796875,0.203125,1.074461156502366,10.765625,70373,128,-0.0625,-0.03125,-0.078125,1.0,-0.0078125,0.0078125,,,False,True,False,0.890625,0.015625,False,0,0.00030574959237128496,1.1283056735992432,-10.033629417419434,0.00029287004144862294,0.00043936751899309456,0.625,0.1875,0.1875,0.29881787300109863,0.7203893661499023,2.0954757928848267e-08,0.9999999403953552,0.29621803760528564,1.2386788129806519,-1.3581788138594675e-08,1.0,0.5693081617355347,1.3314632177352905,-1.1796752907855534e-08,1.0,256,1024,243,12,0,2,0,0.921875,0.890625,-0.03125,0.015625,1.0793245222885162,0.006492490696473396,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
lateral,373,4,0.78125,0.21875,1.2924270331859589,10.5703125,0.640625,0.359375,-0.5117212347686291,10.3359375,0.71875,0.28125,0.4249076787382364,10.453125,90373,128,0.09375,0.078125,0.09375,0.5,0.078125,-0.078125,0.5,0.5,True,True,False,0.953125,0.015625,True,1,0.00019278586842119694,1.1677078306674957,-10.033629417419434,0.0003732905606739223,0.00045771367149427533,0.625,0.1875,0.1875,0.2837226390838623,0.7057281136512756,-2.1606684441621837e-08,0.9999999403953552,0.2839583456516266,1.360125184059143,-3.1044086745701804e-10,0.9999998807907104,0.5283776521682739,1.3399372100830078,-2.9957544001035785e-08,0.9999998807907104,256,1024,242,12,0,2,0,0.921875,0.953125,0.03125,0.015625,1.2585991346277297,0.006377572768201389,5.1528318181226496e-06,9.939893061527982e-06,0.0,b514229879be77963396bb50efdbdc77bf8407e804c8688a822411454a8a68c7
lateral,373,5,0.78125,0.21875,1.2924270331859589,10.5703125,0.7109375,0.2890625,0.42156219109892845,10.4921875,0.7109375,0.2890625,0.42156219109892845,10.4921875,110373,128,0.03125,-0.015625,0.03125,0.5,-0.03125,0.03125,,,False,True,False,0.90625,0.03125,False,1,0.00026401900686323643,1.1306041777133942,-10.033629417419434,0.0003257625503465533,0.00041543273255228996,0.625,0.1875,0.1875,0.324827641248703,0.6656026840209961,-4.80562469817869e-08,0.9999999403953552,0.3523826599121094,1.2537325620651245,2.242935259744172e-08,1.0,0.5694364309310913,1.3858789205551147,-4.6100467443466187e-08,1.0,256,1024,242,12,0,2,0,0.921875,0.90625,-0.015625,0.03125,1.16322913300246,0.006069415152524016,5.1528318181226496e-06,9.939893061527982e-06,0.0,b514229879be77963396bb50efdbdc77bf8407e804c8688a822411454a8a68c7
lateral,373,6,0.78125,0.21875,1.2924270331859589,10.5703125,0.734375,0.265625,0.6577565837651491,10.578125,0.734375,0.265625,0.6577565837651491,10.578125,130373,128,-0.015625,0.0625,0.015625,1.0,0.0,0.0,,,False,True,False,0.921875,0.03125,False,1,0.00030180864268913865,1.1611545979976654,-10.033629417419434,0.00028513200231827796,0.0005009013693779707,0.625,0.1875,0.1875,0.29958030581474304,0.7108688354492188,-9.732320727096067e-09,1.0,0.31131500005722046,1.2307353019714355,-2.825011868878846e-08,1.0,0.6416351795196533,1.3840614557266235,1.210719347000122e-08,1.0,256,1024,246,12,0,2,0,0.921875,0.921875,0.0,0.03125,1.198730070143938,0.006702737954924487,5.1528318181226496e-06,9.939893061527982e-06,0.0,b514229879be77963396bb50efdbdc77bf8407e804c8688a822411454a8a68c7
lateral,373,7,0.78125,0.21875,1.2924270331859589,10.5703125,0.796875,0.203125,1.22123471647501,10.5859375,0.796875,0.203125,1.22123471647501,10.5859375,150373,128,-0.125,0.015625,-0.046875,1.0,-0.0078125,0.0078125,,,False,True,False,0.9140625,0.015625,False,1,0.00029483821708709,1.088194727897644,-10.033629417419434,0.0003590518608689308,0.0004796521971002221,0.625,0.1875,0.1875,0.3135581612586975,0.6755576133728027,-1.8486753461388616e-08,1.0,0.2699006199836731,1.27863609790802,1.257285475730896e-08,1.0,0.592545747756958,1.2697597742080688,-1.191316822968247e-08,1.0,256,1024,245,12,0,2,0,0.921875,0.9140625,-0.0078125,0.015625,1.2804155107587576,0.006609658539446173,5.1528318181226496e-06,9.939893061527982e-06,0.0,b514229879be77963396bb50efdbdc77bf8407e804c8688a822411454a8a68c7
lateral,373,8,0.78125,0.21875,1.2924270331859589,10.5703125,0.7265625,0.2734375,0.38347839191555977,10.546875,0.7734375,0.2265625,1.1537389382719994,10.65625,170373,128,0.0625,-0.015625,0.09375,1.5,0.046875,-0.046875,1.5,1.5,True,True,False,0.921875,0.03125,True,2,9.751319885253906e-05,1.0764273703098297,-10.033629417419434,0.0003080613096244633,0.00041443403461016715,0.625,0.1875,0.1875,0.3298141062259674,0.6657247543334961,2.041924851425847e-08,1.0,0.251240074634552,1.2345677614212036,1.280568540096283e-08,0.9999999403953552,0.4727625846862793,1.3374899625778198,1.862645149230957e-09,0.9999999403953552,256,1024,246,12,0,2,0,0.921875,0.921875,0.0,0.03125,1.09250825853087,0.005283514812276735,1.7014290278893895e-05,3.826523243333213e-05,0.0,d190368e0dcce05884da596df0f4ed8b1ab4732e454ff329cd2482b0613b672f
lateral,473,0,0.71875,0.28125,0.24932477064430714,10.4921875,0.71875,0.28125,0.24932477064430714,10.4921875,0.71875,0.28125,0.24932477064430714,10.4921875,300473,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890625,0.890625,0.0,0.03125,1.240234969649464,0.005736549808716518,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
lateral,473,1,0.71875,0.28125,0.24932477064430714,10.4921875,0.7421875,0.2578125,0.5130109451711178,10.484375,0.765625,0.234375,0.8987012393772602,10.4296875,30473,128,0.09375,0.078125,0.078125,0.5,0.0234375,-0.0234375,0.5,0.5,True,True,False,0.890625,0.0390625,True,1,0.00038560153916478157,0.9967912137508392,-10.033629417419434,0.00033104332396760583,0.000498606008477509,0.625,0.1875,0.1875,0.3057641386985779,0.7200851440429688,-1.9371510617816057e-08,1.0,0.24469363689422607,1.1455169916152954,8.692344621863413e-09,1.0,0.5647339820861816,1.1755067110061646,-3.0423205288343524e-08,1.0,256,1024,246,12,0,2,0,0.890625,0.890625,0.0,0.0390625,1.2161918031051755,0.006370595805009316,5.187584065424744e-06,1.0023938557424117e-05,0.0,4b07ae21ecc9cdf7342e3be7e8a148ab30428ab829706cef118023313ab0cb67
lateral,473,2,0.71875,0.28125,0.24932477064430714,10.4921875,0.796875,0.203125,1.2703192960470915,10.6875,0.796875,0.203125,1.2703192960470915,10.6875,50473,128,-0.03125,-0.125,0.0,1.5,-0.09375,0.09375,,,False,True,False,0.9375,0.03125,False,1,0.00021623045904561877,1.0254507809877396,-10.033629417419434,0.00030537848942913115,0.0003502399194985628,0.625,0.1875,0.1875,0.312966912984848,0.6777756810188293,-2.6542693376541138e-08,1.0000001192092896,0.2319091409444809,1.205069661140442,-1.707424779340272e-08,0.9999998807907104,0.5925472974777222,1.2263507843017578,-3.5390257835388184e-08,0.9999999403953552,256,1024,246,12,0,2,0,0.890625,0.9375,0.046875,0.03125,1.065414496930316,0.005360588747180373,5.187584065424744e-06,1.0023938557424117e-05,0.0,4b07ae21ecc9cdf7342e3be7e8a148ab30428ab829706cef118023313ab0cb67
lateral,473,3,0.71875,0.28125,0.24932477064430714,10.4921875,0.7734375,0.2265625,1.047188252210617,10.4375,0.7734375,0.2265625,1.047188252210617,10.4375,70473,128,-0.015625,-0.03125,0.0,1.5,-0.0390625,0.0390625,,,False,True,False,0.8671875,0.0390625,False,1,0.0002606126945465803,0.9873008728027344,-10.033629417419434,0.00028197458595968783,0.00043027865467593074,0.625,0.1875,0.1875,0.33393922448158264,0.7199478149414062,7.543713209656744e-09,1.0,0.25658807158470154,1.0621696710586548,-1.1796752907855534e-08,1.0,0.5375349521636963,1.1960259675979614,-1.7695128917694092e-08,0.9999998807907104,256,1024,243,12,0,2,0,0.890625,0.8671875,-0.0234375,0.0390625,1.2242571075912565,0.005397063691157167,5.187584065424744e-06,1.0023938557424117e-05,0.0,4b07ae21ecc9cdf7342e3be7e8a148ab30428ab829706cef118023313ab0cb67
lateral,473,4,0.71875,0.28125,0.24932477064430714,10.4921875,0.703125,0.296875,-0.06600026972591877,10.5,0.7421875,0.2578125,0.5379295665770769,10.2578125,90473,128,0.015625,0.0,0.078125,1.5,0.0390625,-0.0390625,1.5,1.5,True,True,False,0.90625,0.0546875,True,2,0.0003092855913564563,1.036234050989151,-10.033629417419434,0.0003684901457745582,0.0004476222675293684,0.625,0.1875,0.1875,0.3284820318222046,0.6685932874679565,-4.470348535789981e-09,0.9999999403953552,0.2644622027873993,1.1992391347885132,-3.414849558680544e-08,0.9999999403953552,0.5404883623123169,1.2648169994354248,-4.718701163142214e-08,1.0000001192092896,256,1024,245,12,0,2,0,0.890625,0.90625,0.015625,0.0546875,1.4120465524028987,0.007343276100073126,1.6260788470390253e-05,3.936672874260694e-05,0.0,6272a88b24009ee5658326a0835c2e0fe848e65cda8d42b8169cc1a641c58a9e
lateral,473,5,0.71875,0.28125,0.24932477064430714,10.4921875,0.7734375,0.2265625,0.7787422649562359,10.546875,0.7734375,0.2265625,0.7787422649562359,10.546875,110473,128,0.078125,0.078125,0.109375,1.5,-0.0390625,0.0390625,,,False,True,False,0.8984375,0.046875,False,2,0.0001947068376466632,1.0502752661705017,-10.033629417419434,0.0003097920853178948,0.000458566821180284,0.625,0.1875,0.1875,0.33189907670021057,0.6572666764259338,-2.1373853797967968e-08,0.9999999403953552,0.36761051416397095,1.237539529800415,2.4835269396561444e-09,1.0,0.6425472497940063,1.221207857131958,-2.9491882713728046e-08,1.0,256,1024,226,12,0,2,0,0.890625,0.8984375,0.0078125,0.046875,1.3264382388442755,0.006917312507994211,1.6260788470390253e-05,3.936672874260694e-05,0.0,6272a88b24009ee5658326a0835c2e0fe848e65cda8d42b8169cc1a641c58a9e
lateral,473,6,0.71875,0.28125,0.24932477064430714,10.4921875,0.78125,0.21875,1.1248084045946598,10.5,0.78125,0.21875,1.1248084045946598,10.5,130473,128,0.0625,-0.0625,-0.015625,0.5,-0.046875,0.046875,,,False,True,False,0.9296875,0.03125,False,2,0.0003432250814512372,0.9997997730970383,-10.033629417419434,0.00035365240182727575,0.0003959571768064052,0.625,0.1875,0.1875,0.318821519613266,0.6566886901855469,-1.4109537538331551e-08,1.0,0.3341737389564514,1.128233790397644,-1.1175870895385742e-08,1.0,0.6106178164482117,1.251364827156067,-4.0978193283081055e-08,1.0,256,1024,223,12,0,2,0,0.890625,0.9296875,0.0390625,0.03125,1.2121074248570949,0.00554185862210943,1.6260788470390253e-05,3.936672874260694e-05,0.0,6272a88b24009ee5658326a0835c2e0fe848e65cda8d42b8169cc1a641c58a9e
lateral,473,7,0.71875,0.28125,0.24932477064430714,10.4921875,0.7578125,0.2421875,0.6567724365741014,10.5390625,0.7578125,0.2421875,0.6567724365741014,10.5390625,150473,128,-0.015625,0.125,0.046875,1.0,-0.0390625,0.0390625,,,False,True,False,0.90625,0.0390625,False,2,0.0002833932521753013,0.9559461921453476,-10.033629417419434,0.00033384724520146847,0.00043653862667270005,0.625,0.1875,0.1875,0.3333902657032013,0.6505100727081299,-8.52160209063868e-09,1.0,0.24785952270030975,1.0209994316101074,-8.76995454035523e-09,1.0,0.5765633583068848,1.2766282558441162,-2.0799538091864633e-08,1.0,256,1024,223,12,0,2,0,0.890625,0.90625,0.015625,0.0390625,1.1209700519684702,0.006915188657103499,1.6260788470390253e-05,3.936672874260694e-05,0.0,6272a88b24009ee5658326a0835c2e0fe848e65cda8d42b8169cc1a641c58a9e
lateral,473,8,0.71875,0.28125,0.24932477064430714,10.4921875,0.7578125,0.2421875,0.8663956876844168,10.6171875,0.7578125,0.2421875,0.8663956876844168,10.6171875,170473,128,-0.015625,0.03125,-0.015625,1.0,-0.046875,0.046875,,,False,True,False,0.8984375,0.0390625,False,2,0.0002635122509673238,1.0477601289749146,-10.033629417419434,0.0002943826257251203,0.00041525225969962776,0.625,0.1875,0.1875,0.3239334523677826,0.6602334380149841,1.4901161193847656e-08,1.0000001192092896,0.2712239623069763,1.1649057865142822,-1.4047449425902414e-08,0.9999998807907104,0.639228343963623,1.305338978767395,1.0710209608078003e-08,0.9999998807907104,256,1024,221,12,0,2,0,0.890625,0.8984375,0.0078125,0.0390625,1.144848911324516,0.005603931883115365,1.6260788470390253e-05,3.936672874260694e-05,0.0,6272a88b24009ee5658326a0835c2e0fe848e65cda8d42b8169cc1a641c58a9e
contact_stability,73,0,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.7109375,0.2890625,-15.875951237976551,20.2890625,300073,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921875,0.921875,0.0,0.0078125,2.732168917544186,0.01052811166664469,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,73,1,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.7109375,0.2890625,-15.870347263291478,20.734375,0.7109375,0.2890625,-15.870347263291478,20.734375,30073,128,0.0,-0.03125,-0.140625,0.5,0.0,-0.0078125,,,False,True,False,0.9609375,0.0078125,False,0,0.00022880389587953687,1.2082598209381104,-10.033629417419434,0.00025925692170858383,0.00044008635450154543,0.625,0.1875,0.1875,0.1824921816587448,0.6685780882835388,-1.9185245392350225e-08,1.0,0.06941381841897964,1.25149667263031,-2.173086155465853e-09,1.0,0.3997268080711365,1.5732033252716064,-5.587935447692871e-09,1.0,256,780,107,12,0,2,0,0.921875,0.9609375,0.0390625,0.0078125,2.435120473615825,0.00985746937658405,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,73,2,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.734375,0.265625,-16.444931734353304,21.3515625,0.765625,0.234375,-16.109414722770452,20.921875,50073,128,0.0,-0.046875,-0.0625,0.5,0.03125,-0.03125,0.5,0.5,True,True,False,0.9296875,0.0078125,True,1,0.0002513093058951199,1.246746689081192,-10.033629417419434,0.0003166523529216647,0.00046265817945823073,0.625,0.1875,0.1875,0.17134733498096466,0.6542574763298035,9.685755308908028e-09,1.0,0.09467305988073349,1.3402600288391113,-3.1820188706177532e-09,1.0,0.3936192989349365,1.5832964181900024,1.7695128917694092e-08,1.0,256,1024,121,12,0,2,0,0.921875,0.9296875,0.0078125,0.0078125,2.5830031242221594,0.009615550676244311,4.861423803959042e-06,9.991705155698583e-06,0.0,a64712af962d9ebaeb764b9bf75c95e163e4f82fd45f62ba6a14d7bf421e38fe
contact_stability,73,3,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.6875,0.3125,-15.717387299984694,20.15625,0.6875,0.3125,-15.717387299984694,20.15625,70073,128,-0.0625,0.0625,0.09375,1.5,-0.015625,0.015625,,,False,True,False,0.9140625,0.0234375,False,1,0.00025446180370636284,1.25247061252594,-10.033629417419434,0.0003026315534953028,0.0003885351470671594,0.625,0.1875,0.1875,0.1836981624364853,0.6389716863632202,-2.062879467246148e-08,1.0,0.247306227684021,1.3605263233184814,-5.5103255292010545e-09,1.0,0.48066914081573486,1.5452932119369507,-3.259629011154175e-09,0.9999999403953552,256,1024,127,12,0,2,0,0.921875,0.9140625,-0.0078125,0.0234375,2.4839972956106067,0.009721122452901909,4.861423803959042e-06,9.991705155698583e-06,0.0,a64712af962d9ebaeb764b9bf75c95e163e4f82fd45f62ba6a14d7bf421e38fe
contact_stability,73,4,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.71875,0.28125,-16.493251342326403,20.9765625,0.7421875,0.2578125,-15.858635494485497,20.84375,90073,128,-0.125,-0.125,-0.046875,1.5,0.0234375,-0.0234375,1.5,1.5,True,True,False,0.90625,0.015625,True,2,0.000293313292786479,1.3449923992156982,-10.033629417419434,0.0003311733016744256,0.00041986850555986166,0.625,0.1875,0.1875,0.19380460679531097,0.6351012587547302,-2.1839515085275707e-08,0.9999999403953552,0.2711297273635864,1.464318871498108,1.0865430333240056e-08,0.9999999403953552,0.5406895875930786,1.5897331237792969,4.656612873077393e-10,1.0,256,1024,115,12,0,2,0,0.921875,0.90625,-0.015625,0.015625,2.6306795086711645,0.01023818662361009,1.6367413991247304e-05,3.853549060295336e-05,0.0,8dd35d3ae8a0e70105e0c113dc82d8c5dde9a7b740662f2ab02c3b81a7c032bb
contact_stability,73,5,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.7109375,0.2890625,-16.906501526013017,21.4296875,0.7109375,0.2890625,-16.906501526013017,21.4296875,110073,128,-0.0625,0.0,0.0,1.0,-0.0390625,0.0390625,,,False,True,False,0.9140625,0.015625,False,2,0.00026983150746673346,1.2120951414108276,-10.033629417419434,0.0003292056208010763,0.00042244780343025923,0.625,0.1875,0.1875,0.19428019225597382,0.5904962420463562,-1.9627623970563945e-08,1.0,0.27632492780685425,1.3108289241790771,-2.693074563353548e-08,1.0,0.6501254439353943,1.5307894945144653,-2.1265199379172373e-08,0.9999998807907104,256,1024,120,12,0,2,0,0.921875,0.9140625,-0.0078125,0.015625,2.472891497425735,0.009751556310220622,1.6367413991247304e-05,3.853549060295336e-05,0.0,8dd35d3ae8a0e70105e0c113dc82d8c5dde9a7b740662f2ab02c3b81a7c032bb
