specialist,adaptation_seed,round,baseline_target_success,baseline_target_fall,baseline_target_return,baseline_target_mean_reached_riser,current_target_success,current_target_fall,current_target_return,current_target_mean_reached_riser,accepted_target_success,accepted_target_fall,accepted_target_return,accepted_target_mean_reached_riser,target_diagnostic_seed,target_diagnostic_episodes,screen_delta_fraction_0_5,screen_delta_fraction_1_0,screen_delta_fraction_1_5,screen_best_fraction,confirmation_success_delta,confirmation_fall_delta,selected_candidate_fraction,retained_candidate_fraction,target_gate_accepted,d0_gate_passed,d0_rollback,d0_checked_candidate_success,d0_checked_candidate_fall,policy_changed_at_round_end,cumulative_retained_updates,ppo_policy_loss,ppo_value_loss,ppo_entropy,ppo_mean_kl,ppo_max_preupdate_kl,normal_transition_fraction,failure_transition_fraction,success_transition_fraction,normal_advantage_mean_before,normal_advantage_std_before,normal_advantage_mean_after,normal_advantage_std_after,failure_advantage_mean_before,failure_advantage_std_before,failure_advantage_mean_after,failure_advantage_std_after,success_advantage_mean_before,success_advantage_std_before,success_advantage_mean_after,success_advantage_std_after,failure_bank_size,success_pool_size,matched_success_bank_size,exact_pair_count,maximum_marginal_imbalance,bank_transactions_committed,bank_transactions_restored,d0_baseline_success,d0_success,d0_success_delta,d0_fall,cbf_interventions_per_riser,cbf_mean_correction_norm,new_input_column_rms,new_input_column_max_abs,legacy_input_column_max_drift,round_end_actor_sha256
contact_stability,73,6,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.6640625,0.3359375,-15.552557477727532,20.1796875,0.71875,0.28125,-16.23386232741177,20.9375,130073,128,0.015625,-0.078125,-0.046875,0.5,0.0546875,-0.0546875,0.5,0.5,True,True,False,0.9140625,0.015625,True,3,0.0002913803909905255,1.2994919419288635,-10.033629417419434,0.0002543769951444119,0.0004229593905620277,0.625,0.1875,0.1875,0.18107537925243378,0.5741091966629028,-1.257285475730896e-08,0.9999999403953552,0.2326696366071701,1.461716651916504,-1.591009457513337e-08,0.9999998807907104,0.6824287176132202,1.5572322607040405,-3.880511023623967e-09,1.0,256,1024,115,12,0,2,0,0.921875,0.9140625,-0.0078125,0.015625,2.442406370304525,0.009536318913887953,1.7304580978816375e-05,4.481853829929605e-05,0.0,69cbdeeb2cc3c8ff4f5dd7ced543234c2cdb2c8cb2cbeb8e902e9b89514cfe4b
contact_stability,73,7,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.6953125,0.3046875,-16.23992145806551,21.0625,0.734375,0.265625,-15.946373499929905,20.7578125,150073,128,-0.03125,0.015625,0.046875,1.5,0.0390625,-0.0390625,1.5,1.5,True,True,False,0.9296875,0.0,True,4,0.0002707565145101398,1.2723236680030823,-10.033629417419434,0.00026751874247565866,0.0004295801918487996,0.625,0.1875,0.1875,0.19487342238426208,0.5515077710151672,-2.5285407545538874e-08,1.0,0.3456825613975525,1.3771979808807373,-2.7745652886324024e-08,0.9999999403953552,0.8285307884216309,1.5384069681167603,1.6453366669111347e-08,0.9999999403953552,256,1024,138,12,0,2,0,0.921875,0.9296875,0.0078125,0.0,2.551108956336975,0.01029678722989047,2.2602338503929786e-05,6.819248665124178e-05,0.0,77ceada94de778518000b816d80568f7bf8907e01e3cd2c9e6d657374ed894ae
contact_stability,73,8,0.7109375,0.2890625,-15.875951237976551,20.2890625,0.6640625,0.3359375,-15.867174277082086,20.234375,0.7265625,0.2734375,-15.922592835500836,20.7890625,170073,128,0.0,0.015625,-0.015625,1.0,0.0625,-0.0625,1.0,1.0,True,True,False,0.875,0.015625,True,5,0.00028982196818105876,1.2625691890716553,-10.033629417419434,0.00030292849987745285,0.00038676289841532707,0.625,0.1875,0.1875,0.19854521751403809,0.5719732046127319,-7.450580596923828e-09,0.9999998807907104,0.40034186840057373,1.3833380937576294,4.03573130469681e-09,0.9999999403953552,0.821893572807312,1.487602949142456,-1.5832483768463135e-08,0.9999998807907104,256,1024,142,12,0,2,0,0.921875,0.875,-0.046875,0.015625,2.5678476383909583,0.009761445802723756,2.4762011889833957e-05,7.827080844435841e-05,0.0,21ea76adce4a7d89105c275cf2458446afe5df43ecf841f497a662789725231e
contact_stability,173,0,0.640625,0.359375,-16.21688786149025,20.5546875,0.640625,0.359375,-16.21688786149025,20.5546875,0.640625,0.359375,-16.21688786149025,20.5546875,300173,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890625,0.890625,0.0,0.015625,2.370852952823043,0.01017474667969509,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,173,1,0.640625,0.359375,-16.21688786149025,20.5546875,0.6328125,0.3671875,-14.664982244372368,19.4453125,0.703125,0.296875,-16.18537842296064,20.4453125,30173,128,0.0625,0.0,0.03125,0.5,0.0703125,-0.0703125,0.5,0.5,True,True,False,0.9453125,0.0234375,True,1,0.0002908902242779732,1.2474059462547302,-10.033629417419434,0.00025733213988132775,0.00038641219725832343,0.625,0.1875,0.1875,0.18348811566829681,0.6496951580047607,-5.3318216508557725e-09,0.9999999403953552,0.0659182220697403,1.2640663385391235,3.1044086745701804e-10,0.9999999403953552,0.4037027359008789,1.651610016822815,2.561137080192566e-09,0.9999999403953552,256,696,71,12,0,2,0,0.890625,0.9453125,0.0546875,0.0234375,2.431981898378581,0.009951381663995562,5.564540515479166e-06,9.986998520616908e-06,0.0,ac2f7c995127a80b70e2811bcfcbd556bf9a2a2a02bae78cbf3cf5b3b01728ce
contact_stability,173,2,0.640625,0.359375,-16.21688786149025,20.5546875,0.734375,0.265625,-16.13552288338542,20.4765625,0.734375,0.265625,-16.13552288338542,20.4765625,50173,128,0.078125,0.046875,0.0,0.5,0.0,0.0,,,False,True,False,0.90625,0.015625,False,1,0.00019018183229491115,1.192344605922699,-10.033629417419434,0.0003385325544513762,0.0004122324171476066,0.625,0.1875,0.1875,0.17927132546901703,0.619223952293396,-2.9802322831784522e-09,1.0,0.09083970636129379,1.3514612913131714,7.761021825203329e-10,1.0,0.38642773032188416,1.5235650539398193,-2.5766592415266132e-08,1.0,256,1024,97,12,0,2,0,0.890625,0.90625,0.015625,0.015625,2.8098515355959535,0.00989600191678619,5.564540515479166e-06,9.986998520616908e-06,0.0,ac2f7c995127a80b70e2811bcfcbd556bf9a2a2a02bae78cbf3cf5b3b01728ce
contact_stability,173,3,0.640625,0.359375,-16.21688786149025,20.5546875,0.65625,0.34375,-15.069152675569057,19.8359375,0.6953125,0.3046875,-15.832381000742316,20.21875,70173,128,0.03125,-0.046875,-0.03125,0.5,0.0390625,-0.0390625,0.5,0.5,True,True,False,0.890625,0.0,True,2,0.0003789645852521062,1.2263442873954773,-10.033629417419434,0.00032144092256203294,0.0004543729592114687,0.625,0.1875,0.1875,0.19807536900043488,0.630014955997467,7.683411240577698e-09,0.9999998807907104,0.1305762529373169,1.3630211353302002,4.617807913831484e-09,1.0,0.38962167501449585,1.5459775924682617,-3.585591912269592e-08,1.0,256,1024,93,12,0,2,0,0.890625,0.890625,0.0,0.0,2.6250953190028667,0.0098031280322175,7.904747690190561e-06,1.9361785234650597e-05,0.0,c95239c53ca81a8a9acd2825314ad0e54e980f2c2d171ad6ea22039a8bb8e8a5
contact_stability,173,4,0.640625,0.359375,-16.21688786149025,20.5546875,0.7734375,0.2265625,-17.30140669643879,21.515625,0.7734375,0.2265625,-17.30140669643879,21.515625,90173,128,0.03125,0.109375,0.109375,1.0,0.0,0.0,,,False,True,False,0.890625,0.015625,False,2,0.0002334787859581411,1.1691021621227264,-10.033629417419434,0.00026913968031294644,0.0004248824843671173,0.625,0.1875,0.1875,0.1925690919160843,0.5769122838973999,1.0663643301711545e-08,1.0,0.22441653907299042,1.3354815244674683,4.03573130469681e-09,0.9999999403953552,0.4851233959197998,1.5138295888900757,8.692344621863413e-09,0.9999999403953552,256,1024,90,12,0,2,0,0.890625,0.890625,0.0,0.015625,2.4070166470482945,0.01004570499935653,7.904747690190561e-06,1.9361785234650597e-05,0.0,c95239c53ca81a8a9acd2825314ad0e54e980f2c2d171ad6ea22039a8bb8e8a5
contact_stability,173,5,0.640625,0.359375,-16.21688786149025,20.5546875,0.7265625,0.2734375,-16.55196108110249,21.296875,0.7578125,0.2421875,-15.78877274133265,20.78125,110173,128,0.0,0.109375,-0.015625,1.0,0.03125,-0.03125,1.0,1.0,True,True,False,0.90625,0.0234375,True,3,0.00014813058078289032,1.2202252745628357,-10.033629417419434,0.0003066260542254895,0.0004653521755244583,0.625,0.1875,0.1875,0.20798783004283905,0.5952280163764954,5.215406329028838e-09,0.9999999403953552,0.22586417198181152,1.3746542930603027,-4.03573130469681e-09,1.0,0.5361475944519043,1.5333266258239746,-3.182018915026674e-08,0.9999999403953552,256,1024,99,12,0,2,0,0.890625,0.90625,0.015625,0.0234375,2.46434048935771,0.009550288177706534,1.1480607099656481e-05,3.6359615478431806e-05,0.0,3ecf038746f62f5f2a4b9be29a5fa7cc988b244ac4a49c46c678a8be516f3d7d
contact_stability,173,6,0.640625,0.359375,-16.21688786149025,20.5546875,0.7265625,0.2734375,-16.210283460095525,20.875,0.7421875,0.2578125,-16.75828262232244,21.34375,130173,128,0.09375,-0.0625,0.015625,0.5,0.015625,-0.015625,0.5,0.5,True,True,False,0.921875,0.015625,True,4,0.00011371832806617022,1.0777836740016937,-10.033629417419434,0.00033361627720296383,0.00039288843981921673,0.625,0.1875,0.1875,0.21039219200611115,0.5764279365539551,4.796311348087556e-09,0.9999999403953552,0.3209758996963501,1.3138502836227417,1.1874362826347351e-08,0.9999998807907104,0.5265411138534546,1.3486255407333374,-2.3903947266035175e-08,0.9999998807907104,256,1024,89,12,0,2,0,0.890625,0.921875,0.03125,0.015625,2.4321523755788803,0.009602277608792065,1.2095549209334422e-05,3.8661724829580635e-05,0.0,c588171f055a528e16d3d841e0b1f50106b8b372e3e8133de3981cf61bb8eb77
contact_stability,173,7,0.640625,0.359375,-16.21688786149025,20.5546875,0.6953125,0.3046875,-15.72725141607225,20.7265625,0.765625,0.234375,-16.053074937313795,20.9296875,150173,128,-0.0625,0.015625,-0.046875,1.0,0.0703125,-0.0703125,1.0,1.0,True,True,False,0.890625,0.0390625,True,5,0.00016582151874899864,1.1554875671863556,-10.033629417419434,0.00026351111591793597,0.0004539996443782002,0.625,0.1875,0.1875,0.21354590356349945,0.5654572248458862,-4.842877654454014e-09,1.0000001192092896,0.3371260166168213,1.3123983144760132,-4.8118335982394456e-09,1.0,0.7284080386161804,1.4298762083053589,2.5456150964942026e-08,1.0,256,1024,84,12,0,2,0,0.890625,0.890625,0.0,0.0390625,2.534750376828015,0.00963421619599103,1.5117128896235954e-05,4.9807738832896575e-05,0.0,5c29d371fb0c4bbe93ec3915d6992d81704da03416d57a6309f98287a26ea1ab
contact_stability,173,8,0.640625,0.359375,-16.21688786149025,20.5546875,0.65625,0.34375,-16.102055633440614,20.2421875,0.75,0.25,-16.32503909431398,21.3828125,170173,128,0.09375,-0.015625,0.046875,0.5,0.09375,-0.09375,0.5,0.5,True,True,False,0.9140625,0.0234375,True,6,0.00015855766832828522,1.071678102016449,-10.033629417419434,0.0002995262329932302,0.0004224956501275301,0.625,0.1875,0.1875,0.2193174660205841,0.5473897457122803,-1.862645149230957e-09,1.0,0.36996588110923767,1.2659108638763428,-7.761022047247934e-09,1.0,0.7360774874687195,1.3329886198043823,1.5522043650406658e-09,1.0,256,1024,87,12,0,2,0,0.890625,0.9140625,0.0234375,0.0234375,2.3875502133741975,0.009974919914384373,1.581081232870929e-05,5.642642645398155e-05,0.0,435b57b57b47f6affdb2c957135722ab7db1d54a2bc1595da3ded443e40c6c9d
contact_stability,273,0,0.734375,0.265625,-16.676443811506033,21.46875,0.734375,0.265625,-16.676443811506033,21.46875,0.734375,0.265625,-16.676443811506033,21.46875,300273,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8984375,0.8984375,0.0,0.0234375,2.393853493966162,0.009902220572257647,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,273,1,0.734375,0.265625,-16.676443811506033,21.46875,0.6953125,0.3046875,-16.601549291983247,20.6484375,0.71875,0.28125,-16.743660347536206,20.8359375,30273,128,0.15625,0.0,0.015625,0.5,0.0234375,-0.0234375,0.5,0.5,True,True,False,0.921875,0.0078125,True,1,0.00027214980218559504,1.264821857213974,-10.033629417419434,0.0002391435846220702,0.0004287917399778962,0.625,0.1875,0.1875,0.1907198280096054,0.6824305057525635,-1.9371510617816057e-08,0.9999998807907104,0.05354226380586624,1.1609407663345337,-1.4745941134819418e-09,0.9999998807907104,0.49504053592681885,1.6719753742218018,2.6387474427735924e-09,1.0,256,792,79,12,0,2,0,0.8984375,0.921875,0.0234375,0.0078125,2.758560098707676,0.011400361407140736,4.901661213807529e-06,9.996088920161128e-06,0.0,f21a026c19c94c443a1a4b1ee9280531c2e0df033e6358e0e5616eed7cddc6de
contact_stability,273,2,0.734375,0.265625,-16.676443811506033,21.46875,0.6796875,0.3203125,-15.609863564372063,20.296875,0.703125,0.296875,-16.44542401470244,20.390625,50273,128,-0.0625,-0.171875,-0.03125,1.5,0.0234375,-0.0234375,1.5,1.5,True,True,False,0.90625,0.015625,True,2,0.00036142871249467134,1.1756957471370697,-10.033629417419434,0.0002807005075737834,0.00044766187784262,0.625,0.1875,0.1875,0.18033985793590546,0.629199743270874,1.6484410281236705e-08,0.9999999403953552,0.130672886967659,1.3212143182754517,-6.208817460162663e-09,0.9999999403953552,0.36203622817993164,1.5057399272918701,1.459072063170197e-08,1.0,256,1024,84,12,0,2,0,0.8984375,0.90625,0.0078125,0.015625,2.817717400379479,0.010751305893791141,1.5818139218026772e-05,3.868683415930718e-05,0.0,59596a2ea623ab14afa9f5ed399e1e85c8b9b26e067f578b1c750ae74b2570ec
contact_stability,273,3,0.734375,0.265625,-16.676443811506033,21.46875,0.671875,0.328125,-16.025024123489857,20.6328125,0.6796875,0.3203125,-15.789272064343095,20.5625,70273,128,-0.203125,-0.140625,-0.21875,1.0,0.0078125,-0.0078125,1.0,1.0,True,True,False,0.90625,0.015625,True,3,0.00018640729831531644,1.225816398859024,-10.033629417419434,0.00025209749583154917,0.00042233674321323633,0.625,0.1875,0.1875,0.19204919040203094,0.5981346964836121,-1.797452675589284e-08,1.0000001192092896,0.16511660814285278,1.4057362079620361,5.665545810273898e-09,0.9999999403953552,0.6124881505966187,1.5012282133102417,-4.2763229401998615e-08,1.0,256,1024,153,12,0,2,0,0.8984375,0.90625,0.0078125,0.015625,2.5249729454517365,0.009695683533209376,1.7978398318518884e-05,5.302368299453519e-05,0.0,67f7d323a57a786c1d83d93860bb866d774c046e2be92aae599de8c5c0e5e4d3
contact_stability,273,4,0.734375,0.265625,-16.676443811506033,21.46875,0.65625,0.34375,-15.716206235811114,19.9921875,0.65625,0.34375,-15.716206235811114,19.9921875,90273,128,0.046875,-0.0625,-0.046875,0.5,-0.03125,0.03125,,,False,True,False,0.9140625,0.0234375,False,3,0.0002158601419068873,1.151177078485489,-10.033629417419434,0.00023558860993944108,0.00041130802128463984,0.625,0.1875,0.1875,0.18564105033874512,0.5671042203903198,1.1362135232673154e-08,0.9999999403953552,0.2179385870695114,1.4179892539978027,2.7939677238464355e-09,1.0,0.6421441435813904,1.3694508075714111,-6.193295121192932e-08,1.0,256,1024,146,12,0,2,0,0.8984375,0.9140625,0.015625,0.0234375,2.5305218137800694,0.010214855257800082,1.7978398318518884e-05,5.302368299453519e-05,0.0,67f7d323a57a786c1d83d93860bb866d774c046e2be92aae599de8c5c0e5e4d3
contact_stability,273,5,0.734375,0.265625,-16.676443811506033,21.46875,0.71875,0.28125,-15.825840534642339,20.8515625,0.71875,0.28125,-15.825840534642339,20.8515625,110273,128,0.0,0.09375,-0.015625,1.0,-0.0234375,0.0234375,,,False,True,False,0.890625,0.015625,False,3,0.00018901069415733218,1.2345528900623322,-10.033629417419434,0.0002595196128822863,0.0005076839588582516,0.625,0.1875,0.1875,0.1928161233663559,0.5934829711914062,-1.5529804997527208e-08,1.0,0.08063916862010956,1.4498413801193237,6.208817349140361e-10,1.0,0.6343029737472534,1.449269413948059,-2.8560560139112567e-08,0.9999999403953552,256,1024,135,12,0,2,0,0.8984375,0.890625,-0.0078125,0.015625,2.3521154820919037,0.009577587592502823,1.7978398318518884e-05,5.302368299453519e-05,0.0,67f7d323a57a786c1d83d93860bb866d774c046e2be92aae599de8c5c0e5e4d3
contact_stability,273,6,0.734375,0.265625,-16.676443811506033,21.46875,0.75,0.25,-16.328335182741284,21.4375,0.75,0.25,-16.328335182741284,21.4375,130273,128,0.078125,0.0625,0.046875,0.5,-0.109375,0.109375,,,False,True,False,0.90625,0.015625,False,3,0.00022974482271820307,1.2226260304450989,-10.033629417419434,0.00027030109777115285,0.0003309135790914297,0.625,0.1875,0.1875,0.18798314034938812,0.5366162657737732,7.543713209656744e-09,1.0,0.14137762784957886,1.5313626527786255,-1.3659398057086491e-08,1.0,0.6213512420654297,1.4353597164154053,-2.4059167103018808e-08,0.9999998807907104,256,1024,136,12,0,2,0,0.8984375,0.90625,0.0078125,0.015625,2.304168957285583,0.009704889158456353,1.7978398318518884e-05,5.302368299453519e-05,0.0,67f7d323a57a786c1d83d93860bb866d774c046e2be92aae599de8c5c0e5e4d3
contact_stability,273,7,0.734375,0.265625,-16.676443811506033,21.46875,0.6796875,0.3203125,-15.159052493050694,20.0546875,0.703125,0.296875,-16.239670293405652,20.6953125,150273,128,-0.125,-0.015625,0.03125,1.5,0.0234375,-0.0234375,1.5,1.5,True,True,False,0.9140625,0.0078125,True,4,0.00029372447170317173,1.1988511383533478,-10.033629417419434,0.00027427030727267265,0.0003922872128896415,0.625,0.1875,0.1875,0.19359000027179718,0.550235390663147,-1.2060627163634763e-08,1.0,0.16325965523719788,1.4554355144500732,5.044664241893315e-09,0.9999999403953552,0.7179204821586609,1.408506989479065,-1.2650465563979196e-08,1.0,256,1024,142,12,0,2,0,0.8984375,0.9140625,0.015625,0.0078125,2.5928271203301847,0.010387393878772855,2.4204226065194234e-05,7.164274575188756e-05,0.0,c976d758a3c2b0696b99d2c27ed1343432ebe1f1a55484e04ecee7b3528c5e34
contact_stability,273,8,0.734375,0.265625,-16.676443811506033,21.46875,0.71875,0.28125,-16.02128916606307,20.65625,0.71875,0.28125,-16.02128916606307,20.65625,170273,128,0.015625,-0.03125,-0.015625,0.5,-0.0234375,0.0234375,,,False,True,False,0.921875,0.015625,False,4,8.518260437995195e-05,1.214496910572052,-10.033629417419434,0.00034589890856295824,0.000463674048660323,0.625,0.1875,0.1875,0.19814430177211761,0.5382303595542908,-3.5786069219057026e-08,1.0,0.16250066459178925,1.4977561235427856,3.880511023623967e-09,1.0,0.7206065654754639,1.4206262826919556,-5.820766091346741e-10,1.0,256,1024,158,12,0,2,0,0.8984375,0.921875,0.0234375,0.015625,2.6871991651132703,0.009751553330715979,2.4204226065194234e-05,7.164274575188756e-05,0.0,c976d758a3c2b0696b99d2c27ed1343432ebe1f1a55484e04ecee7b3528c5e34
contact_stability,373,0,0.765625,0.234375,-16.170141262933612,21.34375,0.765625,0.234375,-16.170141262933612,21.34375,0.765625,0.234375,-16.170141262933612,21.34375,300373,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8984375,0.8984375,0.0,0.03125,2.43627851549536,0.009396440589625854,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,373,1,0.765625,0.234375,-16.170141262933612,21.34375,0.7109375,0.2890625,-15.78116163983941,20.515625,0.7109375,0.2890625,-15.78116163983941,20.515625,30373,128,-0.140625,-0.171875,-0.046875,1.5,0.0,0.0,,,False,True,False,0.9140625,0.015625,False,0,0.00035900698276236653,1.3476044833660126,-10.033629417419434,0.0002370364818489179,0.00043008910142816603,0.625,0.1875,0.1875,0.17988333106040955,0.693227231502533,-2.5285407545538874e-08,1.0,0.07606016844511032,1.3053768873214722,-4.346172310931706e-09,0.9999999403953552,0.36293500661849976,1.7297675609588623,-8.692344621863413e-09,0.9999998807907104,256,1024,69,12,0,2,0,0.8984375,0.9140625,0.015625,0.015625,2.563526265323162,0.009745444687723648,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,373,2,0.765625,0.234375,-16.170141262933612,21.34375,0.71875,0.28125,-15.68401900306344,20.7109375,0.71875,0.28125,-15.68401900306344,20.7109375,50373,128,-0.046875,-0.015625,-0.015625,1.0,-0.015625,0.015625,,,False,True,False,0.9140625,0.0078125,False,0,0.0001481928920838982,1.2959371209144592,-10.033629417419434,0.00035518643562681973,0.000437691283877939,0.625,0.1875,0.1875,0.17524664103984833,0.6846271753311157,2.9802322831784522e-09,1.0,0.025349024683237076,1.3278162479400635,-8.07146260939362e-09,0.9999998807907104,0.2973199784755707,1.6454098224639893,-1.3969838619232178e-08,1.0,256,1024,103,12,0,2,0,0.8984375,0.9140625,0.015625,0.0078125,2.4333457304164767,0.010117287820321508,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,373,3,0.765625,0.234375,-16.170141262933612,21.34375,0.7578125,0.2421875,-17.17899738997221,21.84375,0.7578125,0.2421875,-17.17899738997221,21.84375,70373,128,0.0,-0.140625,-0.140625,0.5,-0.046875,0.046875,,,False,True,False,0.90625,0.0234375,False,0,0.0002047843299806118,1.3531943559646606,-10.033629417419434,0.00026150967460125685,0.00037261590478010476,0.625,0.1875,0.1875,0.1820306032896042,0.6586930155754089,-2.3888423683615656e-08,1.0,0.05055208131670952,1.4584885835647583,-2.561137080192566e-09,1.0,0.33655232191085815,1.6410499811172485,-2.2506963404111957e-08,1.0,256,1024,88,12,0,2,0,0.8984375,0.90625,0.0078125,0.0234375,2.19783622212708,0.009604190461686812,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,373,4,0.765625,0.234375,-16.170141262933612,21.34375,0.703125,0.296875,-15.489737058058381,20.375,0.7578125,0.2421875,-15.795985525473952,20.8515625,90373,128,0.140625,0.078125,0.03125,0.5,0.0546875,-0.0546875,0.5,0.5,True,True,False,0.890625,0.03125,True,1,0.0002373129827901721,1.4242905974388123,-10.033629417419434,0.00034484293428249657,0.0004081251099705696,0.625,0.1875,0.1875,0.1656961292028427,0.6540467739105225,-4.200265024678629e-08,1.0,0.09177350997924805,1.4496970176696777,3.259629011154175e-09,1.0,0.42848122119903564,1.756856918334961,-4.6566128730773926e-09,1.0,256,1024,87,12,0,2,0,0.8984375,0.890625,-0.0078125,0.03125,2.4946530451998115,0.009981989893276477,5.262092145130737e-06,9.988058081944473e-06,0.0,7f0c2658585159b8acffa04cba6652a0109d2da777ebb5475f64574273671af3
contact_stability,373,5,0.765625,0.234375,-16.170141262933612,21.34375,0.6796875,0.3203125,-15.975480875000358,20.6640625,0.78125,0.21875,-16.362928925082088,21.75,110373,128,-0.046875,-0.09375,-0.03125,1.5,0.1015625,-0.1015625,1.5,1.5,True,True,False,0.8828125,0.03125,True,2,0.00019392726244404912,1.3092495799064636,-10.033629417419434,0.0003224652027711272,0.0003632970037870109,0.625,0.1875,0.1875,0.1916530579328537,0.6118845343589783,-6.984919309616089e-10,1.0,0.15176957845687866,1.4614230394363403,-1.4901161193847656e-08,0.9999998807907104,0.4673555791378021,1.602598786354065,-1.1563922264201665e-08,1.0,256,1024,102,12,0,2,0,0.8984375,0.8828125,-0.015625,0.03125,2.2322635911405087,0.009766438059159555,1.4668908079329412e-05,3.79752746084705e-05,0.0,d7da1a444bd7fc6382354ca85d508a553305300648e9dbe901fd039eee7a0d4f
contact_stability,373,6,0.765625,0.234375,-16.170141262933612,21.34375,0.7421875,0.2578125,-15.605914376676083,20.6875,0.7421875,0.2578125,-15.605914376676083,20.6875,130373,128,0.0,0.03125,0.15625,1.5,-0.0390625,0.0390625,,,False,True,False,0.875,0.0234375,False,2,0.0002479167887941003,1.2190284729003906,-10.033629417419434,0.0002689874963834882,0.00043527918751351535,0.625,0.1875,0.1875,0.1828555017709732,0.5838916897773743,6.05359673500061e-09,0.9999999403953552,0.29909953474998474,1.3708029985427856,-4.967053879312289e-09,1.0,0.555122971534729,1.5355299711227417,3.1044087300813317e-09,0.9999999403953552,256,1024,127,12,0,2,0,0.8984375,0.875,-0.0234375,0.0234375,2.535944120027125,0.009544509222905617,1.4668908079329412e-05,3.79752746084705e-05,0.0,d7da1a444bd7fc6382354ca85d508a553305300648e9dbe901fd039eee7a0d4f
contact_stability,373,7,0.765625,0.234375,-16.170141262933612,21.34375,0.71875,0.28125,-16.567390337586403,20.8671875,0.71875,0.28125,-16.567390337586403,20.8671875,150373,128,-0.21875,-0.09375,-0.0625,1.5,0.0,0.0,,,False,True,False,0.875,0.015625,False,2,0.0002933134092018008,1.2715617418289185,-10.033629417419434,0.0003313631168566644,0.0004568271688185632,0.625,0.1875,0.1875,0.19195234775543213,0.5793940424919128,-2.1886081835731375e-09,1.0,0.270347535610199,1.3645905256271362,-9.934107758624577e-09,1.0,0.6154533624649048,1.6120473146438599,-2.3244259850230264e-08,1.0,256,1024,109,12,0,2,0,0.8984375,0.875,-0.0234375,0.015625,2.537748464383185,0.009811082014493877,1.4668908079329412e-05,3.79752746084705e-05,0.0,d7da1a444bd7fc6382354ca85d508a553305300648e9dbe901fd039eee7a0d4f
contact_stability,373,8,0.765625,0.234375,-16.170141262933612,21.34375,0.7421875,0.2578125,-15.832150731235743,21.15625,0.7421875,0.2578125,-15.832150731235743,21.15625,170373,128,0.03125,-0.0625,0.015625,0.5,-0.078125,0.078125,,,False,True,False,0.8671875,0.046875,False,2,0.0002673055278137326,1.3310684561729431,-10.033629417419434,0.00030181059264577925,0.0003771825577132404,0.625,0.1875,0.1875,0.193552166223526,0.5703786015510559,-4.470348535789981e-09,1.0,0.2816985547542572,1.422110915184021,-9.468446471316838e-09,0.9999999403953552,0.6630332469940186,1.6541708707809448,1.7384689243726825e-08,1.0,256,1024,111,12,0,2,0,0.8984375,0.8671875,-0.03125,0.046875,2.3203890323638916,0.00962064210762037,1.4668908079329412e-05,3.79752746084705e-05,0.0,d7da1a444bd7fc6382354ca85d508a553305300648e9dbe901fd039eee7a0d4f
contact_stability,473,0,0.734375,0.265625,-17.239082438871264,21.328125,0.734375,0.265625,-17.239082438871264,21.328125,0.734375,0.265625,-17.239082438871264,21.328125,300473,128,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9140625,0.9140625,0.0,0.0390625,2.332236713729799,0.010134217503946275,0.0,0.0,0.0,f8e27e9b3bb92dd33a460f38ecbd72f8b0fe03809683f697d54d3549626d69bb
contact_stability,473,1,0.734375,0.265625,-17.239082438871264,21.328125,0.7109375,0.2890625,-16.68803159147501,20.9765625,0.71875,0.28125,-16.240913772955537,20.484375,30473,128,0.0,-0.015625,0.0,0.5,0.0078125,-0.0078125,0.5,0.5,True,True,False,0.9140625,0.046875,True,1,0.0003042012103833258,1.3468800783157349,-10.033629417419434,0.00022445624927058816,0.00041982403490692377,0.625,0.1875,0.1875,0.18594537675380707,0.6907676458358765,-1.8533318879576655e-08,1.0,0.027911029756069183,1.288979411125183,-3.1044086745701804e-10,1.0,0.47688865661621094,1.717376708984375,1.7074247571358114e-09,0.9999998807907104,256,912,42,12,0,2,0,0.9140625,0.9140625,0.0,0.046875,2.4613993149250746,0.009787281975150108,4.2801493691513315e-06,9.957453585229814e-06,0.0,d2508152877fbef0da9c402b40609811d86d0caffa35d4a2bbc56bd219998514
