candidate_index,riser_height_m,clearance_barrier_slope,evaluation_seed,environment_id,off_success,on_success,off_fell,on_fell,off_toe_riser_kick,on_toe_riser_kick,off_max_riser,on_max_riser,off_would_intervene_count,on_intervention_count
0,0.17,0.8,147260001,112,False,True,True,False,True,True,9,9,50,30
0,0.17,0.8,147260001,113,True,True,False,False,True,True,9,9,49,35
0,0.17,0.8,147260001,114,False,True,True,False,True,True,6,9,44,44
0,0.17,0.8,147260001,115,True,True,False,False,True,True,9,9,33,42
0,0.17,0.8,147260001,116,True,True,False,False,True,True,9,9,49,40
0,0.17,0.8,147260001,117,True,True,False,False,True,True,9,9,40,44
0,0.17,0.8,147260001,118,False,False,True,True,True,True,9,8,46,61
0,0.17,0.8,147260001,119,False,False,True,True,True,True,9,7,47,46
0,0.17,0.8,147260001,120,False,True,True,False,True,True,4,9,25,45
0,0.17,0.8,147260001,121,True,True,False,False,True,True,9,9,61,45
0,0.17,0.8,147260001,122,False,False,True,True,True,True,9,9,48,36
0,0.17,0.8,147260001,123,False,True,True,False,True,True,9,9,81,42
0,0.17,0.8,147260001,124,False,False,True,True,True,True,9,5,38,40
0,0.17,0.8,147260001,125,True,False,False,True,True,True,9,5,35,36
0,0.17,0.8,147260001,126,False,True,True,False,True,True,9,9,50,32
0,0.17,0.8,147260001,127,True,True,False,False,True,True,9,9,39,62
1,0.172,0.8,147260100,0,True,True,False,False,True,True,9,9,37,43
1,0.172,0.8,147260100,1,True,True,False,False,True,True,9,9,55,51
1,0.172,0.8,147260100,2,True,True,False,False,True,True,9,9,58,61
1,0.172,0.8,147260100,3,True,True,False,False,True,True,9,9,42,46
1,0.172,0.8,147260100,4,True,True,False,False,True,True,9,9,41,46
1,0.172,0.8,147260100,5,True,True,False,False,True,True,9,9,67,42
1,0.172,0.8,147260100,6,True,True,False,False,True,True,9,9,47,41
1,0.172,0.8,147260100,7,True,True,False,False,True,True,9,9,41,40
1,0.172,0.8,147260100,8,True,True,False,False,True,True,9,9,81,50
1,0.172,0.8,147260100,9,True,True,False,False,True,True,9,9,37,31
1,0.172,0.8,147260100,10,False,True,True,False,True,True,6,9,53,44
1,0.172,0.8,147260100,11,True,True,False,False,True,True,9,9,35,46
1,0.172,0.8,147260100,12,True,True,False,False,True,True,9,9,33,63
1,0.172,0.8,147260100,13,True,True,False,False,True,True,9,9,75,74
1,0.172,0.8,147260100,14,True,True,False,False,True,True,9,9,54,48
1,0.172,0.8,147260100,15,True,False,False,True,True,True,9,9,37,50
