context_id,specialist_mode,evaluation_role,pair_index,evaluation_seed,environment_id,base_success,base_fell,base_failure_type,base_return,base_max_riser,best_success,best_fell,best_failure_type,best_return,best_max_riser
L_effect,lateral,target,167,105000001,39,False,True,lateral_heading_drift,-0.2970278263092041,9,True,False,success,9.18358039855957,9
L_effect,lateral,target,168,105000001,40,False,True,lateral_heading_drift,-0.8161439895629883,8,True,False,success,11.945648193359375,9
L_effect,lateral,target,169,105000001,41,True,False,success,10.234231948852539,9,True,False,success,9.081649780273438,9
L_effect,lateral,target,170,105000001,42,False,True,contact_stability,-1.4934942722320557,6,True,False,success,10.886226654052734,9
L_effect,lateral,target,171,105000001,43,False,True,lateral_heading_drift,-2.8230655193328857,6,False,True,contact_stability,-6.275640487670898,8
L_effect,lateral,target,172,105000001,44,True,False,success,9.36188793182373,9,True,False,success,8.919633865356445,9
L_effect,lateral,target,173,105000001,45,True,False,success,8.14417839050293,9,True,False,success,10.251220703125,9
L_effect,lateral,target,174,105000001,46,False,True,lateral_heading_drift,-0.9581515789031982,9,False,True,lateral_heading_drift,-0.13388395309448242,9
L_effect,lateral,target,175,105000001,47,False,True,contact_stability,-3.476414203643799,6,True,False,success,11.715495109558105,9
L_effect,lateral,target,176,105000001,48,True,False,success,10.056191444396973,9,True,False,success,8.128368377685547,9
L_effect,lateral,target,177,105000001,49,False,True,lateral_heading_drift,-1.5653386116027832,6,False,True,lateral_heading_drift,-0.7736120223999023,9
L_effect,lateral,target,178,105000001,50,True,False,success,9.882511138916016,9,True,False,success,9.614923477172852,9
L_effect,lateral,target,179,105000001,51,True,False,success,11.732741355895996,9,True,False,success,11.620258331298828,9
L_effect,lateral,target,180,105000001,52,True,False,success,11.44956111907959,9,True,False,success,12.045085906982422,9
L_effect,lateral,target,181,105000001,53,True,False,success,11.230552673339844,9,True,False,success,9.117420196533203,9
L_effect,lateral,target,182,105000001,54,True,False,success,9.660917282104492,9,True,False,success,9.024069786071777,9
L_effect,lateral,target,183,105000001,55,False,True,lateral_heading_drift,-3.154362201690674,8,True,False,success,11.347517967224121,9
L_effect,lateral,target,184,105000001,56,True,False,success,10.695728302001953,9,True,False,success,10.053826332092285,9
L_effect,lateral,target,185,105000001,57,True,False,success,9.52214241027832,9,True,False,success,9.314216613769531,9
L_effect,lateral,target,186,105000001,58,True,False,success,12.657567977905273,9,False,True,lateral_heading_drift,-1.0456290245056152,6
L_effect,lateral,target,187,105000001,59,False,True,lateral_heading_drift,-0.36770033836364746,9,False,True,lateral_heading_drift,-0.9881112575531006,9
L_effect,lateral,target,188,105000001,60,True,False,success,11.31611442565918,9,True,False,success,9.173585891723633,9
L_effect,lateral,target,189,105000001,61,True,False,success,8.047253608703613,9,False,True,contact_stability,-1.9838271141052246,9
L_effect,lateral,target,190,105000001,62,True,False,success,10.714384078979492,9,False,True,lateral_heading_drift,-0.7857177257537842,9
L_effect,lateral,target,191,105000001,63,False,True,lateral_heading_drift,1.1279420852661133,9,True,False,success,11.763099670410156,9
L_effect,lateral,target,192,105000001,64,True,False,success,11.467084884643555,9,True,False,success,11.452459335327148,9
L_effect,lateral,target,193,105000001,65,False,True,lateral_heading_drift,-3.017655372619629,9,True,False,success,8.25670051574707,9
L_effect,lateral,target,194,105000001,66,False,True,lateral_heading_drift,-1.5351738929748535,6,True,False,success,10.54394817352295,9
L_effect,lateral,target,195,105000001,67,True,False,success,9.764517784118652,9,True,False,success,9.636209487915039,9
L_effect,lateral,target,196,105000001,68,True,False,success,7.461550712585449,9,True,False,success,10.71617317199707,9
L_effect,lateral,target,197,105000001,69,False,True,lateral_heading_drift,-2.8275489807128906,7,True,False,success,10.587495803833008,9
L_effect,lateral,target,198,105000001,70,True,False,success,10.74699592590332,9,False,True,lateral_heading_drift,-1.2213315963745117,9
L_effect,lateral,target,199,105000001,71,False,True,lateral_heading_drift,1.7126507759094238,9,False,True,lateral_heading_drift,-1.8845219612121582,9
L_effect,lateral,target,200,105000001,72,True,False,success,8.683942794799805,9,True,False,success,11.682113647460938,9
L_effect,lateral,target,201,105000001,73,True,False,success,9.645235061645508,9,True,False,success,9.423469543457031,9
