round,configured_runtime_filter_fraction,rollout_success_rate,rollout_fall_rate,rollout_filter_on_episode_count,rollout_filter_on_success_rate,rollout_filter_on_fall_rate,rollout_filter_off_episode_count,rollout_filter_off_success_rate,rollout_filter_off_fall_rate,rollout_mean_return,rollout_mean_reached_riser,actor_loss,value_loss,moving_forward_kl,behavior_approx_kl,clip_fraction,action_mean_shift,actor_gradient_norm,actor_gradient_clipped_fraction,teacher_transition_count,teacher_fraction_among_interventions,teacher_weight_sum,teacher_loss,teacher_huber_loss_mean,teacher_smooth_l1_beta,mean_cbf_correction_norm,mean_residual_target_norm,mean_policy_to_target_distance_before_update,mean_policy_to_target_distance_after_update,teacher_mode,teacher_gate_mode,teacher_eta,cbf_intervention_count,cbf_intervention_per_riser,toe_riser_kick_event_count,round_start_actor_sha256,round_end_actor_sha256,epoch_moving_forward_kl_json,minibatch_diagnostics_json,teacher_error_before_action_00,teacher_error_before_action_01,teacher_error_before_action_02,teacher_error_before_action_03,teacher_error_before_action_04,teacher_error_before_action_05,teacher_error_before_action_06,teacher_error_before_action_07,teacher_error_before_action_08,teacher_error_before_action_09,teacher_error_before_action_10,teacher_error_before_action_11,teacher_error_after_action_00,teacher_error_after_action_01,teacher_error_after_action_02,teacher_error_after_action_03,teacher_error_after_action_04,teacher_error_after_action_05,teacher_error_after_action_06,teacher_error_after_action_07,teacher_error_after_action_08,teacher_error_after_action_09,teacher_error_after_action_10,teacher_error_after_action_11
1,0.0,0.6679841897233202,0.33201581027667987,0,,,253,0.6679841897233202,0.33201581027667987,6.948306145875351,7.897233201581027,0.0026659633149392903,0.31443221122026443,0.0006108349771238863,0.0008574309758841991,0.1441192626953125,0.0023914364428492263,43.90575408935547,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,none,none,0.0,0,0.0,1965.0,4a4926d9227c31fb239ceead6c39bed61304d1f2c7e3a47aea510e060cee2acd,4a8fc3c8cbc5dabbc01d0b70c40b7ca2469ce385a3169600215decaffec9aced,"[0.0011377374175935984,0.0006108349771238863]","[{""accumulated_microbatches"":1,""action_mean_shift"":0.0036919214762747288,""actor_gradient_norm_pre_clip"":7.774207592010498,""behavior_approximate_kl"":0.002681789919734001,""clip_fraction"":0.46820068359375,""epoch"":1,""minibatch"":1,""moving_forward_kl"":0.002986351028084755},{""accumulated_microbatches"":1,""action_mean_shift"":0.003028783481568098,""actor_gradient_norm_pre_clip"":43.90575408935547,""behavior_approximate_kl"":0.0018483195453882217,""clip_fraction"":0.389984130859375,""epoch"":1,""minibatch"":2,""moving_forward_kl"":0.001966325333341956},{""accumulated_microbatches"":1,""action_mean_shift"":0.002565364120528102,""actor_gradient_norm_pre_clip"":34.01449966430664,""behavior_approximate_kl"":0.0014605500036850572,""clip_fraction"":0.3135986328125,""epoch"":1,""minibatch"":3,""moving_forward_kl"":0.0014097102684900165},{""accumulated_microbatches"":1,""action_mean_shift"":0.0023111053742468357,""actor_gradient_norm_pre_clip"":25.405242919921875,""behavior_approximate_kl"":0.0012125035282224417,""clip_fraction"":0.270843505859375,""epoch"":1,""minibatch"":4,""moving_forward_kl"":0.0011369393905624747},{""accumulated_microbatches"":1,""action_mean_shift"":0.001985098933801055,""actor_gradient_norm_pre_clip"":22.117603302001953,""behavior_approximate_kl"":0.000840260530821979,""clip_fraction"":0.193450927734375,""epoch"":2,""minibatch"":1,""moving_forward_kl"":0.0008724493673071265},{""accumulated_microbatches"":1,""action_mean_shift"":0.0019435822032392025,""actor_gradient_norm_pre_clip"":19.33421516418457,""behavior_approximate_kl"":0.0009467283962294459,""clip_fraction"":0.196624755859375,""epoch"":2,""minibatch"":2,""moving_forward_kl"":0.0008312348509207368},{""accumulated_microbatches"":1,""action_mean_shift"":0.0018893115920946002,""actor_gradient_norm_pre_clip"":20.480953216552734,""behavior_approximate_kl"":0.0008574327221140265,""clip_fraction"":0.1820068359375,""epoch"":2,""minibatch"":3,""moving_forward_kl"":0.0007471515564247966},{""accumulated_microbatches"":1,""action_mean_shift"":0.0017163243610411882,""actor_gradient_norm_pre_clip"":19.78301429748535,""behavior_approximate_kl"":0.0008379018981941044,""clip_fraction"":0.14642333984375,""epoch"":2,""minibatch"":4,""moving_forward_kl"":0.0006123490747995675}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.6627906976744186,0.3372093023255814,0,,,258,0.6627906976744186,0.3372093023255814,6.426355819369471,7.670542635658915,0.00021103846665937454,0.3023570440709591,0.0004190306644886732,0.0005089485784992576,0.082855224609375,0.0015024784224806353,19.07630157470703,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,none,none,0.0,0,0.0,2017.0,4a8fc3c8cbc5dabbc01d0b70c40b7ca2469ce385a3169600215decaffec9aced,60b1bc2b91044883015831411b9391ffd76a6495e87f7df59da5fa1fdecae663,"[0.0004527898854576051,0.0004190306644886732]","[{""accumulated_microbatches"":1,""action_mean_shift"":0.0011938634561374784,""actor_gradient_norm_pre_clip"":9.362200736999512,""behavior_approximate_kl"":0.0004538187640719116,""clip_fraction"":0.058258056640625,""epoch"":1,""minibatch"":1,""moving_forward_kl"":0.00032602649298496544},{""accumulated_microbatches"":1,""action_mean_shift"":0.001617635483853519,""actor_gradient_norm_pre_clip"":12.596879959106445,""behavior_approximate_kl"":0.0003309948951937258,""clip_fraction"":0.131256103515625,""epoch"":1,""minibatch"":2,""moving_forward_kl"":0.0005592518718913198},{""accumulated_microbatches"":1,""action_mean_shift"":0.0015512406826019287,""actor_gradient_norm_pre_clip"":17.861003875732422,""behavior_approximate_kl"":0.0005500739789567888,""clip_fraction"":0.113311767578125,""epoch"":1,""minibatch"":3,""moving_forward_kl"":0.0005296183517202735},{""accumulated_microbatches"":1,""action_mean_shift"":0.001454016542993486,""actor_gradient_norm_pre_clip"":16.048112869262695,""behavior_approximate_kl"":0.0004096923803444952,""clip_fraction"":0.09088134765625,""epoch"":1,""minibatch"":4,""moving_forward_kl"":0.0004503624513745308},{""accumulated_microbatches"":1,""action_mean_shift"":0.0015491675585508347,""actor_gradient_norm_pre_clip"":12.222882270812988,""behavior_approximate_kl"":0.0004782895848620683,""clip_fraction"":0.111785888671875,""epoch"":2,""minibatch"":1,""moving_forward_kl"":0.0005010990425944328},{""accumulated_microbatches"":1,""action_mean_shift"":0.0016671952325850725,""actor_gradient_norm_pre_clip"":15.091507911682129,""behavior_approximate_kl"":0.000652632093988359,""clip_fraction"":0.13482666015625,""epoch"":2,""minibatch"":2,""moving_forward_kl"":0.00058496103156358},{""accumulated_microbatches"":1,""action_mean_shift"":0.0015707260463386774,""actor_gradient_norm_pre_clip"":19.07630157470703,""behavior_approximate_kl"":0.0007054887246340513,""clip_fraction"":0.11541748046875,""epoch"":2,""minibatch"":3,""moving_forward_kl"":0.0005234436830505729},{""accumulated_microbatches"":1,""action_mean_shift"":0.0014159823767840862,""actor_gradient_norm_pre_clip"":15.15424633026123,""behavior_approximate_kl"":0.0003784223517868668,""clip_fraction"":0.08099365234375,""epoch"":2,""minibatch"":4,""moving_forward_kl"":0.00041940028313547373}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.6328125,0.3671875,0,,,256,0.6328125,0.3671875,6.19774767011404,7.75390625,5.6813121773302555e-05,0.264485877007246,0.0003926701028831303,0.000498336274176836,0.074859619140625,0.0014225960185285658,20.311981201171875,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,none,none,0.0,0,0.0,1999.0,60b1bc2b91044883015831411b9391ffd76a6495e87f7df59da5fa1fdecae663,7d986613be153a8937b6675a4020ee96bf3d770e64103875c520614bef0f8fd9,"[0.000361974147381261,0.0003926701028831303]","[{""accumulated_microbatches"":1,""action_mean_shift"":0.0011738156899809837,""actor_gradient_norm_pre_clip"":8.175945281982422,""behavior_approximate_kl"":0.00039404560811817646,""clip_fraction"":0.056365966796875,""epoch"":1,""minibatch"":1,""moving_forward_kl"":0.000307490088744089},{""accumulated_microbatches"":1,""action_mean_shift"":0.001688467338681221,""actor_gradient_norm_pre_clip"":9.703112602233887,""behavior_approximate_kl"":0.0005800412036478519,""clip_fraction"":0.14520263671875,""epoch"":1,""minibatch"":2,""moving_forward_kl"":0.000610235845670104},{""accumulated_microbatches"":1,""action_mean_shift"":0.0016131221782416105,""actor_gradient_norm_pre_clip"":20.311981201171875,""behavior_approximate_kl"":0.0006274305051192641,""clip_fraction"":0.126739501953125,""epoch"":1,""minibatch"":3,""moving_forward_kl"":0.0005534459487535059},{""accumulated_microbatches"":1,""action_mean_shift"":0.0013074714224785566,""actor_gradient_norm_pre_clip"":15.79856014251709,""behavior_approximate_kl"":0.00015208868717309088,""clip_fraction"":0.064666748046875,""epoch"":1,""minibatch"":4,""moving_forward_kl"":0.0003614777233451605},{""accumulated_microbatches"":1,""action_mean_shift"":0.0012910274090245366,""actor_gradient_norm_pre_clip"":9.782217979431152,""behavior_approximate_kl"":0.00045774097088724375,""clip_fraction"":0.0638427734375,""epoch"":2,""minibatch"":1,""moving_forward_kl"":0.0003553022106643766},{""accumulated_microbatches"":1,""action_mean_shift"":0.0014613419771194458,""actor_gradient_norm_pre_clip"":12.748022079467773,""behavior_approximate_kl"":0.000563993351534009,""clip_fraction"":0.095306396484375,""epoch"":2,""minibatch"":2,""moving_forward_kl"":0.0004501644871197641},{""accumulated_microbatches"":1,""action_mean_shift"":0.0014922094997018576,""actor_gradient_norm_pre_clip"":13.769906997680664,""behavior_approximate_kl"":0.00041549961315467954,""clip_fraction"":0.097015380859375,""epoch"":2,""minibatch"":3,""moving_forward_kl"":0.0004650398623198271},{""accumulated_microbatches"":1,""action_mean_shift"":0.0013533126330003142,""actor_gradient_norm_pre_clip"":13.918059349060059,""behavior_approximate_kl"":0.0004044101806357503,""clip_fraction"":0.072845458984375,""epoch"":2,""minibatch"":4,""moving_forward_kl"":0.0003940034657716751}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.6743295019157088,0.32567049808429116,0,,,261,0.6743295019157088,0.32567049808429116,6.964358453092904,7.881226053639847,7.130109588615596e-05,0.2538828570395708,0.0004449296393431723,0.0004930101567879319,0.09024810791015625,0.0014391134900506586,19.01216697692871,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,none,none,0.0,0,0.0,1866.0,7d986613be153a8937b6675a4020ee96bf3d770e64103875c520614bef0f8fd9,68a9355ed2247035bc9d50ef0e0e38bf776f730ea0828272323f4a571b857ef9,"[0.0004770224913954735,0.0004449296393431723]","[{""accumulated_microbatches"":1,""action_mean_shift"":0.0009220866486430168,""actor_gradient_norm_pre_clip"":9.879587173461914,""behavior_approximate_kl"":0.0001911532017402351,""clip_fraction"":0.025299072265625,""epoch"":1,""minibatch"":1,""moving_forward_kl"":0.0001955638435902074},{""accumulated_microbatches"":1,""action_mean_shift"":0.00155370042193681,""actor_gradient_norm_pre_clip"":11.898927688598633,""behavior_approximate_kl"":0.00042494339868426323,""clip_fraction"":0.11480712890625,""epoch"":1,""minibatch"":2,""moving_forward_kl"":0.0005103586008772254},{""accumulated_microbatches"":1,""action_mean_shift"":0.0016946742543950677,""actor_gradient_norm_pre_clip"":19.01216697692871,""behavior_approximate_kl"":0.000819999142549932,""clip_fraction"":0.141204833984375,""epoch"":1,""minibatch"":3,""moving_forward_kl"":0.0005962454597465694},{""accumulated_microbatches"":1,""action_mean_shift"":0.001508998917415738,""actor_gradient_norm_pre_clip"":17.595413208007812,""behavior_approximate_kl"":0.0003179515479132533,""clip_fraction"":0.101318359375,""epoch"":1,""minibatch"":4,""moving_forward_kl"":0.00047745148185640574},{""accumulated_microbatches"":1,""action_mean_shift"":0.001398288062773645,""actor_gradient_norm_pre_clip"":11.709113121032715,""behavior_approximate_kl"":0.0004757485003210604,""clip_fraction"":0.079010009765625,""epoch"":2,""minibatch"":1,""moving_forward_kl"":0.00040422409074380994},{""accumulated_microbatches"":1,""action_mean_shift"":0.0014589102938771248,""actor_gradient_norm_pre_clip"":10.751566886901855,""behavior_approximate_kl"":0.000495834625326097,""clip_fraction"":0.09161376953125,""epoch"":2,""minibatch"":2,""moving_forward_kl"":0.00044444366358220577},{""accumulated_microbatches"":1,""action_mean_shift"":0.0015228604897856712,""actor_gradient_norm_pre_clip"":12.878181457519531,""behavior_approximate_kl"":0.00028434477280825377,""clip_fraction"":0.104766845703125,""epoch"":2,""minibatch"":3,""moving_forward_kl"":0.0004843795613851398},{""accumulated_microbatches"":1,""action_mean_shift"":0.001453388831578195,""actor_gradient_norm_pre_clip"":13.66761302947998,""behavior_approximate_kl"":0.0005454610800370574,""clip_fraction"":0.089874267578125,""epoch"":2,""minibatch"":4,""moving_forward_kl"":0.00044574495404958725}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
