round,configured_runtime_filter_fraction,rollout_success_rate,rollout_fall_rate,rollout_filter_on_episode_count,rollout_filter_on_success_rate,rollout_filter_on_fall_rate,rollout_filter_off_episode_count,rollout_filter_off_success_rate,rollout_filter_off_fall_rate,rollout_mean_return,rollout_mean_reached_riser,actor_loss,value_loss,moving_forward_kl,behavior_approx_kl,clip_fraction,action_mean_shift,actor_gradient_norm,actor_gradient_clipped_fraction,teacher_transition_count,teacher_fraction_among_interventions,teacher_weight_sum,teacher_loss,teacher_huber_loss_mean,teacher_smooth_l1_beta,mean_cbf_correction_norm,mean_residual_target_norm,mean_policy_to_target_distance_before_update,mean_policy_to_target_distance_after_update,teacher_mode,teacher_gate_mode,teacher_eta,cbf_intervention_count,cbf_intervention_per_riser,toe_riser_kick_event_count,round_start_actor_sha256,round_end_actor_sha256,epoch_moving_forward_kl_json,minibatch_diagnostics_json,teacher_error_before_action_00,teacher_error_before_action_01,teacher_error_before_action_02,teacher_error_before_action_03,teacher_error_before_action_04,teacher_error_before_action_05,teacher_error_before_action_06,teacher_error_before_action_07,teacher_error_before_action_08,teacher_error_before_action_09,teacher_error_before_action_10,teacher_error_before_action_11,teacher_error_after_action_00,teacher_error_after_action_01,teacher_error_after_action_02,teacher_error_after_action_03,teacher_error_after_action_04,teacher_error_after_action_05,teacher_error_after_action_06,teacher_error_after_action_07,teacher_error_after_action_08,teacher_error_after_action_09,teacher_error_after_action_10,teacher_error_after_action_11
1,0.25,0.6937269372693727,0.3062730627306273,73,0.6575342465753424,0.3424657534246575,198,0.7070707070707071,0.29292929292929293,7.242842467508633,7.822878228782288,-6.059417501091957e-08,0.5372654497623444,3.87740001315251e-05,5.3374722483567894e-05,7.62939453125e-06,0.0004138501826673746,4.389880657196045,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5891233086585999,0.0,0.0,0.0,none,none,0.0,3143,1.252690315246582,1947.0,c08c387c0939a0774904cd8f3ccc3d459acc5134f26c5dd44ae411a9eb005188,149e19f7e12022e7e02d8979ed641b08daac2fdff1262ddfb339f38098140ccc,[3.87740001315251e-05],"[{""accumulated_microbatches"":1,""action_mean_shift"":0.0004138501826673746,""actor_gradient_norm_pre_clip"":4.389880657196045,""behavior_approximate_kl"":5.3374722483567894e-05,""clip_fraction"":7.62939453125e-06,""epoch"":1,""minibatch"":1,""moving_forward_kl"":3.87740001315251e-05}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.25,0.651685393258427,0.34831460674157305,65,0.7692307692307693,0.23076923076923078,202,0.6138613861386139,0.38613861386138615,6.781874709361501,7.764044943820225,8.952338248491287e-08,0.4377838373184204,3.559558535926044e-05,7.27228689356707e-06,0.0,0.0003956691944040358,3.940633535385132,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5320231318473816,0.0,0.0,0.0,none,none,0.0,3095,1.2281745672225952,1903.0,149e19f7e12022e7e02d8979ed641b08daac2fdff1262ddfb339f38098140ccc,1c74f980f54737cd7a138ed88ecc4f8320a3c1e333612b5c84c7d816a22cf522,[3.559558535926044e-05],"[{""accumulated_microbatches"":1,""action_mean_shift"":0.0003956691944040358,""actor_gradient_norm_pre_clip"":3.940633535385132,""behavior_approximate_kl"":7.27228689356707e-06,""clip_fraction"":0.0,""epoch"":1,""minibatch"":1,""moving_forward_kl"":3.559558535926044e-05}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.25,0.7258687258687259,0.27413127413127414,65,0.7692307692307693,0.23076923076923078,194,0.711340206185567,0.28865979381443296,7.468462758082681,8.073359073359073,4.1211023926734924e-08,0.40665586292743683,3.240795558667742e-05,-5.429428711067885e-07,7.62939453125e-06,0.00037965760566294193,3.9969422817230225,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.596843957901001,0.0,0.0,0.0,none,none,0.0,3171,1.2410959005355835,1962.0,1c74f980f54737cd7a138ed88ecc4f8320a3c1e333612b5c84c7d816a22cf522,57eb47e9b50e3778cbfc6d34bd7aef213bf8b7c323d42e23d53272cb4e8f8656,[3.240795558667742e-05],"[{""accumulated_microbatches"":1,""action_mean_shift"":0.00037965760566294193,""actor_gradient_norm_pre_clip"":3.9969422817230225,""behavior_approximate_kl"":-5.429428711067885e-07,""clip_fraction"":7.62939453125e-06,""epoch"":1,""minibatch"":1,""moving_forward_kl"":3.240795558667742e-05}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.25,0.6934865900383141,0.3065134099616858,67,0.7164179104477612,0.2835820895522388,194,0.6855670103092784,0.31443298969072164,7.129530812588688,7.9655172413793105,-8.032657206058502e-09,0.3813886344432831,3.291226312285289e-05,2.511122147552669e-05,0.0,0.00038784174830652773,4.130866527557373,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.6471891403198242,0.0,0.0,0.0,none,none,0.0,3396,1.3370078802108765,1971.0,57eb47e9b50e3778cbfc6d34bd7aef213bf8b7c323d42e23d53272cb4e8f8656,9056fef0d4bad74db2866888ca3a85c8332d1104d0d8357051ee481d0d570fba,[3.291226312285289e-05],"[{""accumulated_microbatches"":1,""action_mean_shift"":0.00038784174830652773,""actor_gradient_norm_pre_clip"":4.130866527557373,""behavior_approximate_kl"":2.511122147552669e-05,""clip_fraction"":0.0,""epoch"":1,""minibatch"":1,""moving_forward_kl"":3.2912259484874085e-05}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.25,0.6567164179104478,0.34328358208955223,69,0.7536231884057971,0.2463768115942029,199,0.6231155778894473,0.3768844221105528,6.757009894100587,7.917910447761194,-8.16071406006813e-08,0.3657178729772568,4.197941598249599e-05,7.3140392487403e-05,8.392333984375e-05,0.00042730552377179265,4.024247169494629,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5495195984840393,0.0,0.0,0.0,none,none,0.0,3125,1.2322555780410767,1868.0,9056fef0d4bad74db2866888ca3a85c8332d1104d0d8357051ee481d0d570fba,80030fd9a00571017225d1b46128a109491a003c36925034f0086af38705de38,[4.197941598249599e-05],"[{""accumulated_microbatches"":1,""action_mean_shift"":0.00042730552377179265,""actor_gradient_norm_pre_clip"":4.024247169494629,""behavior_approximate_kl"":7.3140392487403e-05,""clip_fraction"":8.392333984375e-05,""epoch"":1,""minibatch"":1,""moving_forward_kl"":4.1979412344517186e-05}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.25,0.6833976833976834,0.3166023166023166,63,0.7142857142857143,0.2857142857142857,196,0.673469387755102,0.32653061224489793,6.89428855185343,7.918918918918919,1.979060471057892e-08,0.3649521917104721,4.2143321479670703e-05,5.054931898484938e-05,2.288818359375e-05,0.0004318019200582057,4.120851993560791,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5529409646987915,0.0,0.0,0.0,none,none,0.0,3367,1.3565672636032104,1960.0,80030fd9a00571017225d1b46128a109491a003c36925034f0086af38705de38,eeaf2530bf1f63e8e137bd9a4557ff023ad7c049538f750bd178b166b865f8a5,[4.2143321479670703e-05],"[{""accumulated_microbatches"":1,""action_mean_shift"":0.0004318019200582057,""actor_gradient_norm_pre_clip"":4.120851993560791,""behavior_approximate_kl"":5.054931898484938e-05,""clip_fraction"":2.288818359375e-05,""epoch"":1,""minibatch"":1,""moving_forward_kl"":4.2143317841691896e-05}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
