arm,context,training_seed,round,online_transitions,round_transition_count,round_falls,cumulative_falls,round_shield_recoveries,cumulative_shield_recoveries,round_nominal_violation_count,round_nominal_violation_fraction,cumulative_nominal_violation_fraction,round_executed_violation_count,round_executed_violation_fraction,cumulative_executed_violation_fraction,round_minimum_nominal_barrier_margin,round_minimum_executed_barrier_margin
filter_only_ft,F1,201357000,1,131072,131072,57,57,11981,11981,11985,0.09143829345703125,0.09143829345703125,4,3.0517578125e-05,3.0517578125e-05,-129.75808715820312,-1.436471939086914e-05
filter_only_ft,F1,201357000,2,262144,131072,65,122,11882,23863,11882,0.0906524658203125,0.09104537963867188,0,0.0,1.52587890625e-05,-93.17816162109375,-8.106231689453125e-06
filter_only_ft,F1,201357000,3,393216,131072,63,185,11785,35648,11786,0.0899200439453125,0.09067026774088542,1,7.62939453125e-06,1.2715657552083334e-05,-109.02568054199219,-1.0222196578979492e-05
filter_only_ft,F1,201357000,4,524288,131072,63,248,11862,47510,11864,0.09051513671875,0.09063148498535156,2,1.52587890625e-05,1.33514404296875e-05,-91.68094635009766,-1.1570751667022705e-05
filter_only_ft,F1,201357001,1,131072,131072,63,63,12076,12076,12076,0.092132568359375,0.092132568359375,0,0.0,0.0,-102.55318450927734,-9.298324584960938e-06
filter_only_ft,F1,201357001,2,262144,131072,65,128,12014,24090,12016,0.0916748046875,0.0919036865234375,2,1.52587890625e-05,7.62939453125e-06,-84.97088623046875,-1.1861324310302734e-05
filter_only_ft,F1,201357001,3,393216,131072,58,186,11920,36010,11922,0.0909576416015625,0.09158833821614583,2,1.52587890625e-05,1.0172526041666666e-05,-125.06792449951172,-1.2248754501342773e-05
filter_only_ft,F1,201357001,4,524288,131072,60,246,11984,47994,11989,0.09146881103515625,0.09155845642089844,5,3.814697265625e-05,1.71661376953125e-05,-131.26292419433594,-1.947954297065735e-05
filter_only_ft,F1,201357002,1,131072,131072,68,68,12026,12026,12028,0.091766357421875,0.091766357421875,2,1.52587890625e-05,1.52587890625e-05,-124.4974136352539,-1.1920928955078125e-05
filter_only_ft,F1,201357002,2,262144,131072,74,142,12657,24683,12657,0.09656524658203125,0.09416580200195312,0,0.0,7.62939453125e-06,-80.47560119628906,-7.62939453125e-06
filter_only_ft,F1,201357002,3,393216,131072,57,199,11875,36558,11878,0.0906219482421875,0.09298451741536458,3,2.288818359375e-05,1.2715657552083334e-05,-113.62712097167969,-1.3872981071472168e-05
filter_only_ft,F1,201357002,4,524288,131072,52,251,11890,48448,11891,0.09072113037109375,0.09241867065429688,1,7.62939453125e-06,1.1444091796875e-05,-119.20867156982422,-1.2993812561035156e-05
filter_only_ft,F2,201357000,1,131072,131072,84,84,13086,13086,13086,0.0998382568359375,0.0998382568359375,0,0.0,0.0,-84.9275894165039,-8.732080459594727e-06
filter_only_ft,F2,201357000,2,262144,131072,62,146,12381,25467,12381,0.09445953369140625,0.09714889526367188,0,0.0,0.0,-98.3125,-9.5367431640625e-06
filter_only_ft,F2,201357000,3,393216,131072,65,211,12651,38118,12652,0.096527099609375,0.09694163004557292,1,7.62939453125e-06,2.5431315104166665e-06,-97.22738647460938,-1.1026859283447266e-05
filter_only_ft,F2,201357000,4,524288,131072,75,286,12777,50895,12777,0.09748077392578125,0.097076416015625,0,0.0,1.9073486328125e-06,-98.85922241210938,-9.179115295410156e-06
filter_only_ft,F2,201357001,1,131072,131072,82,82,12653,12653,12654,0.0965423583984375,0.0965423583984375,1,7.62939453125e-06,7.62939453125e-06,-101.9140625,-1.138448715209961e-05
filter_only_ft,F2,201357001,2,262144,131072,92,174,13129,25782,13130,0.1001739501953125,0.098358154296875,1,7.62939453125e-06,7.62939453125e-06,-92.68436431884766,-1.1920928955078125e-05
filter_only_ft,F2,201357001,3,393216,131072,68,242,12646,38428,12647,0.09648895263671875,0.09773508707682292,1,7.62939453125e-06,7.62939453125e-06,-95.67112731933594,-1.52587890625e-05
filter_only_ft,F2,201357001,4,524288,131072,74,316,13077,51505,13077,0.09976959228515625,0.09824371337890625,0,0.0,5.7220458984375e-06,-85.23503112792969,-8.58306884765625e-06
filter_only_ft,F2,201357002,1,131072,131072,72,72,13102,13102,13108,0.100006103515625,0.100006103515625,6,4.57763671875e-05,4.57763671875e-05,-102.72270965576172,-1.582503318786621e-05
filter_only_ft,F2,201357002,2,262144,131072,72,144,12582,25684,12583,0.09600067138671875,0.09800338745117188,1,7.62939453125e-06,2.6702880859375e-05,-100.1897964477539,-1.3574957847595215e-05
