arm,context,training_seed,round,online_transitions,cbf_off_success_rate,cbf_on_success_rate,shield_gap,off_improvement_from_round_0,cbf_off_fall_rate,cbf_on_fall_rate,cbf_off_mean_reached_riser,cbf_on_mean_reached_riser,cbf_off_mean_return,cbf_on_mean_return,cbf_off_mean_completion_time_s,cbf_on_mean_completion_time_s,cbf_off_mean_success_completion_time_s,cbf_on_mean_success_completion_time_s,cbf_off_nominal_violation_steps_per_riser,cbf_on_nominal_violation_steps_per_riser,cbf_off_would_intervene_fraction,cbf_on_would_intervene_fraction,cbf_off_mean_counterfactual_correction_norm,cbf_on_mean_correction_norm,cbf_off_unsafe_overlap_steps_per_riser,cbf_on_unsafe_overlap_steps_per_riser,cbf_off_toe_riser_kick_episode_rate,cbf_on_toe_riser_kick_episode_rate,cbf_off_toe_riser_kick_events_per_riser,cbf_on_toe_riser_kick_events_per_riser
reward_only_ft,F1,201357002,4,524288,0.7578125,0.787109375,0.029296875,0.02734375,0.2421875,0.212890625,8.197265625,8.25,-3.1759235579520464,-2.862545676995069,8.5074609375,7.871328125000001,9.03278350515464,8.427990074441688,4.9535382416011435,4.222774621212121,0.0955916452011332,0.08869711075600727,0.01898742321516886,0.020557759721033065,0.9840362163450084,0.7381628787878788,0.9921875,0.98046875,0.7972361210388372,0.6851325757575758
reward_only_ft,F2,201357000,0,0,0.689453125,0.763671875,0.07421875,0.0,0.30859375,0.236328125,8.056640625,8.17578125,-4.9892104510217905,-4.1299211089499295,8.510625000000001,8.015390625,9.083116147308782,8.65846547314578,5.532606060606061,4.669851887243191,0.1049239920687376,0.09543651373821847,0.021686363631236077,0.022436695777925005,1.0295757575757576,0.8029144768275203,0.990234375,0.978515625,0.8106666666666666,0.7267080745341615
reward_only_ft,F2,201357000,1,131072,0.671875,0.70703125,0.03515625,-0.017578125,0.328125,0.291015625,7.921875,8.083984375,-4.4796981369145215,-5.359215006697923,8.24796875,7.9602734375,8.963023255813955,8.569226519337015,5.293392504930966,4.7397922203430785,0.10188588099342641,0.0964310074932649,0.020396961076334544,0.023461842925003012,0.8922583826429981,0.8009180961584924,0.9921875,0.9921875,0.772189349112426,0.720222275912056
reward_only_ft,F2,201357000,2,262144,0.671875,0.7109375,0.0390625,-0.017578125,0.328125,0.2890625,7.95703125,8.0390625,-4.594345727935433,-4.647183177061379,8.3539453125,7.866914062499999,8.972965116279068,8.617637362637364,5.396170839469809,4.706025267249757,0.10298745446808909,0.09636382595224263,0.020678753459554642,0.02368291591750682,0.9710358370152185,0.8107385811467445,0.990234375,0.978515625,0.7992145311732941,0.7218172983479106
reward_only_ft,F2,201357000,4,524288,0.701171875,0.732421875,0.03125,0.01171875,0.296875,0.267578125,7.876953125,8.208984375,-4.124473993200809,-4.273946379777044,8.2939453125,7.977500000000001,8.939498607242342,8.608213333333333,5.316885693032482,4.595289079229122,0.10119392440833627,0.09471952366029458,0.020454835488604498,0.02199047601095041,0.9657822960575254,0.7765881513204854,0.98828125,0.984375,0.7798165137614679,0.708303592671901
reward_only_ft,F2,201357001,0,0,0.689453125,0.763671875,0.07421875,0.0,0.30859375,0.236328125,8.056640625,8.17578125,-4.9892104510217905,-4.1299211089499295,8.510625000000001,8.015390625,9.083116147308782,8.65846547314578,5.532606060606061,4.669851887243191,0.1049239920687376,0.09543651373821847,0.021686363631236077,0.022436695777925005,1.0295757575757576,0.8029144768275203,0.990234375,0.978515625,0.8106666666666666,0.7267080745341615
reward_only_ft,F2,201357001,1,131072,0.671875,0.72265625,0.05078125,-0.017578125,0.328125,0.27734375,7.97265625,8.119140625,-4.148292149882764,-4.751114683225751,8.1917578125,8.0340234375,8.934825581395348,8.645135135135135,5.109505144536992,4.7481356747654555,0.099719134610341,0.09613897924354917,0.019754635367310203,0.02288170711327073,0.8990690837824595,0.7808515756555208,0.98828125,0.984375,0.7655560999510044,0.704354101515516
reward_only_ft,F2,201357001,2,262144,0.689453125,0.712890625,0.0234375,0.0,0.310546875,0.287109375,7.953125,8.0,-4.298932146281004,-4.183109937235713,8.374609375,7.8285156250000005,9.048611898016997,8.548328767123289,5.267681728880157,4.65380859375,0.10024254862633518,0.09531959483059728,0.0199576881518031,0.02218712647038183,0.8654223968565815,0.7685546875,0.986328125,0.9765625,0.7664538310412574,0.679931640625
reward_only_ft,F2,201357001,4,524288,0.65625,0.732421875,0.076171875,-0.033203125,0.34375,0.267578125,7.921875,8.015625,-4.856472508050501,-4.155683273915201,8.329648437500001,7.8080078125000005,9.000297619047618,8.52992,5.476084812623274,4.603313840155946,0.10437115161860636,0.0947144608149686,0.021577674359352494,0.022556323980913544,1.003698224852071,0.7582846003898636,0.984375,0.982421875,0.7975838264299803,0.6971247563352827
reward_only_ft,F2,201357002,0,0,0.689453125,0.763671875,0.07421875,0.0,0.30859375,0.236328125,8.056640625,8.17578125,-4.9892104510217905,-4.1299211089499295,8.510625000000001,8.015390625,9.083116147308782,8.65846547314578,5.532606060606061,4.669851887243191,0.1049239920687376,0.09543651373821847,0.021686363631236077,0.022436695777925005,1.0295757575757576,0.8029144768275203,0.990234375,0.978515625,0.8106666666666666,0.7267080745341615
reward_only_ft,F2,201357002,1,131072,0.6953125,0.736328125,0.041015625,0.005859375,0.302734375,0.263671875,8.056640625,8.18359375,-4.550201011821628,-4.295076378621161,8.434687499999999,7.9048437499999995,9.054719101123595,8.488222811671088,5.282666666666667,4.600954653937947,0.10111703901300434,0.09544681860409954,0.020720110623247603,0.022628524402119543,0.9626666666666667,0.7701670644391408,0.98828125,0.978515625,0.7832727272727272,0.6923627684964201
reward_only_ft,F2,201357002,2,262144,0.68359375,0.732421875,0.048828125,-0.005859375,0.31640625,0.267578125,7.978515625,8.166015625,-4.1888086860999465,-4.514919288922101,8.311875,7.926484375,9.002457142857143,8.588746666666665,5.27906976744186,4.670652953838794,0.10156308745018422,0.09640347332419992,0.0204380410032547,0.023304771846641564,0.9493268053855569,0.7976560631427888,0.986328125,0.982421875,0.7946144430844553,0.7070078928486008
reward_only_ft,F2,201357002,4,524288,0.654296875,0.771484375,0.1171875,-0.03515625,0.345703125,0.228515625,7.810546875,8.24609375,-4.5637668035924435,-3.3787457230500877,8.2150390625,7.953320312500001,8.998089552238804,8.529772151898735,5.363090772693173,4.432496447181431,0.10221345189130072,0.09204096166597088,0.020416446052494677,0.020485403040022696,0.9067266816704176,0.7655139744197063,0.98828125,0.990234375,0.7741935483870968,0.7055897678825201
reward_only_ft,F3,201357000,0,0,0.693359375,0.677734375,-0.015625,0.0,0.306640625,0.322265625,9.716796875,9.6796875,-6.597257967572659,-7.090698661282659,9.308554687500001,8.623984375,10.103436619718309,9.518443804034584,4.812060301507538,4.233857949959645,0.10064247017402507,0.0952603114497178,0.020778356557170554,0.02292027724380256,1.026934673366834,0.783091202582728,0.994140625,0.986328125,0.7919597989949749,0.6852300242130751
reward_only_ft,F3,201357000,1,131072,0.658203125,0.734375,0.076171875,-0.03515625,0.33984375,0.265625,9.830078125,9.94921875,-6.494855317287147,-6.457281882874668,9.346484375,8.815664062499998,10.102077151335312,9.55781914893617,4.5988476058017085,4.107773851590106,0.09689054206544907,0.09291433483545358,0.019250315836072094,0.021990807277719623,0.9334393006159348,0.7881821751079702,0.99609375,0.990234375,0.7760778859527121,0.6864939144091088
reward_only_ft,F3,201357000,2,262144,0.689453125,0.732421875,0.04296875,-0.00390625,0.310546875,0.267578125,9.787109375,10.009765625,-6.338283486198634,-6.651148398406804,9.2940234375,8.867109375,10.08158640226629,9.559573333333335,4.604669726601477,4.092682926829268,0.09721469190129746,0.09260434012634472,0.019356736378196623,0.022472866984266298,0.9006186389942127,0.7931707317073171,0.99609375,0.994140625,0.76012771901816,0.6915121951219512
reward_only_ft,F3,201357000,4,524288,0.69140625,0.7421875,0.05078125,-0.001953125,0.30859375,0.2578125,9.85546875,9.984375,-8.454635915346444,-6.486160620115697,9.347109375,8.802890625,10.101525423728814,9.56363157894737,4.601070154577884,4.014671361502347,0.09721003318204993,0.09119873621058423,0.025369556075030504,0.022369978261298443,0.8935790725326992,0.7333724569640062,0.990234375,0.994140625,0.7637732857709076,0.6578638497652582
