episode,success,fell,timed_out,return,steps,episode_time_s,max_riser,completion_fraction,minimum_cbf_h,intervention_count,intervention_per_riser,correction_mean,correction_max,correction_p95,would_intervene_count,would_intervene_per_riser,counterfactual_correction_mean,counterfactual_correction_max,counterfactual_correction_p95,geometric_active_fraction,intervention_fraction,would_intervene_fraction,nominal_violation_fraction,filtered_violation_fraction,minimum_nominal_margin,minimum_filtered_margin,steps_by_riser,interventions_by_riser,would_interventions_by_riser,mean_abs_centerline_error,max_abs_centerline_error,max_abs_heading_error,minimum_root_edge_clearance,minimum_foot_edge_clearance,operator_correction_fraction,side_edge_breach
10,True,False,False,2.476048231124878,308,6.16,11,1.0,-0.09321808815002441,4,0.3636363744735718,0.0030298479832708836,0.5857352614402771,1.6079835063464998e-07,4,0.3636363744735718,0.0030298479832708836,0.5857352614402771,1.6079835063464998e-07,0.2532467544078827,0.012987012974917889,0.012987012974917889,0.012987012974917889,0.0,-12.767751693725586,-7.152557373046875e-07,"[76, 28, 25, 23, 22, 20, 25, 16, 15, 14, 14]","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1]",0.23209722340106964,0.42100533843040466,1.1956428289413452,0.7789946794509888,0.5825722217559814,0.9902597665786743,False
11,True,False,False,4.034560680389404,310,6.2,11,1.0,-0.1311323642730713,10,0.9090909361839294,0.005530945956707001,0.3571959137916565,1.9409313267715333e-07,10,0.9090909361839294,0.005530945956707001,0.3571959137916565,1.9409313267715333e-07,0.2451612800359726,0.032258063554763794,0.032258063554763794,0.032258063554763794,0.0,-8.462793350219727,-1.430511474609375e-06,"[74, 26, 20, 22, 20, 16, 15, 15, 16, 15, 18]","[0, 0, 0, 1, 1, 3, 0, 2, 1, 1, 1]","[0, 0, 0, 1, 1, 3, 0, 2, 1, 1, 1]",0.1012653112411499,0.19686612486839294,0.6702050566673279,1.0031338930130005,0.8432834148406982,0.92580646276474,False
12,False,True,False,-5.812593460083008,310,6.2,10,0.9090909090909091,-0.1384265422821045,27,2.700000047683716,0.021283015608787537,0.57318514585495,0.1782609075307846,27,2.700000047683716,0.021283015608787537,0.57318514585495,0.1782609075307846,0.32258063554763794,0.08709677308797836,0.08709677308797836,0.08709677308797836,0.0,-11.251484870910645,-1.1920928955078125e-06,"[94, 25, 23, 21, 20, 21, 21, 30, 23, 16, 16]","[7, 3, 0, 0, 1, 0, 0, 2, 7, 5, 2]","[7, 3, 0, 0, 1, 0, 0, 2, 7, 5, 2]",0.3169087767601013,0.6419946551322937,1.662448525428772,0.5580053925514221,0.42367297410964966,1.0,False
13,True,False,False,3.8431155681610107,314,6.28,11,1.0,-0.13275814056396484,10,0.9090909361839294,0.006551668047904968,0.4844735562801361,1.9957242614054849e-07,10,0.9090909361839294,0.006551668047904968,0.4844735562801361,1.9957242614054849e-07,0.2165605127811432,0.03184713423252106,0.03184713423252106,0.03184713423252106,0.0,-9.20842456817627,-1.1920928955078125e-06,"[77, 24, 16, 15, 16, 15, 16, 18, 17, 17, 18]","[0, 4, 2, 0, 2, 0, 1, 0, 1, 0, 0]","[0, 4, 2, 0, 2, 0, 1, 0, 1, 0, 0]",0.3117804229259491,0.5703606009483337,1.0820038318634033,0.6296394467353821,0.5224176645278931,0.9968153238296509,False
14,True,False,False,-0.41625499725341797,314,6.28,11,1.0,-0.14576435089111328,12,1.0909091234207153,0.007306482642889023,0.531367301940918,2.3086148814854823e-07,12,1.0909091234207153,0.007306482642889023,0.531367301940918,2.3086148814854823e-07,0.26433122158050537,0.03821656107902527,0.03821656107902527,0.03821656107902527,0.0,-16.91388702392578,-1.430511474609375e-06,"[74, 27, 21, 24, 20, 18, 20, 25, 20, 17, 15]","[0, 1, 0, 1, 2, 1, 0, 1, 3, 3, 0]","[0, 1, 0, 1, 2, 1, 0, 1, 3, 3, 0]",0.2167011946439743,0.38697758316993713,1.0624369382858276,0.8130224943161011,0.6379117369651794,0.993630588054657,False
15,True,False,False,4.0644025802612305,316,6.32,11,1.0,-0.09389972686767578,13,1.1818182468414307,0.005714647937566042,0.42224907875061035,2.0303826886447496e-07,13,1.1818182468414307,0.005714647937566042,0.42224907875061035,2.0303826886447496e-07,0.26898735761642456,0.04113924130797386,0.04113924130797386,0.04113924130797386,0.0,-8.781609535217285,-2.6226043701171875e-06,"[81, 24, 22, 21, 21, 15, 20, 18, 15, 16, 15]","[2, 2, 0, 0, 1, 0, 1, 3, 3, 0, 1]","[2, 2, 0, 0, 1, 0, 1, 3, 3, 0, 1]",0.16101311147212982,0.2212638407945633,0.9846211671829224,0.9787362217903137,0.8693856000900269,1.0,False
16,False,True,False,-5.289196968078613,317,6.34,10,0.9090909090909091,-0.1370372772216797,12,1.2000000476837158,0.0073167383670806885,0.5413971543312073,1.8080071129134012e-07,12,1.2000000476837158,0.0073167383670806885,0.5413971543312073,1.8080071129134012e-07,0.28391167521476746,0.037854891270399094,0.037854891270399094,0.037854891270399094,0.0,-11.066965103149414,-9.5367431640625e-07,"[94, 25, 24, 24, 25, 19, 21, 23, 23, 34, 5]","[7, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[7, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0.23878265917301178,0.6141162514686584,1.469024896621704,0.5858837962150574,0.2531092166900635,0.9905362725257874,False
17,True,False,False,-0.14518260955810547,318,6.36,11,1.0,-0.10634982585906982,18,1.6363637447357178,0.008062434382736683,0.43230170011520386,0.014725464396178722,18,1.6363637447357178,0.008062434382736683,0.43230170011520386,0.014725464396178722,0.2893081605434418,0.056603770703077316,0.056603770703077316,0.056603770703077316,0.0,-9.2067232131958,-7.152557373046875e-07,"[82, 24, 19, 21, 19, 15, 16, 19, 25, 24, 21]","[3, 2, 0, 0, 2, 1, 2, 1, 0, 4, 3]","[3, 2, 0, 0, 2, 1, 2, 1, 0, 4, 3]",0.32575446367263794,0.892163872718811,1.5401654243469238,0.3078361749649048,0.13987445831298828,0.9999999403953552,False
18,True,False,False,1.107179880142212,320,6.4,11,1.0,-0.09746134281158447,9,0.8181818723678589,0.004868443589657545,0.3205360770225525,1.7405920971214073e-07,9,0.8181818723678589,0.004868443589657545,0.3205360770225525,1.7405920971214073e-07,0.24687500298023224,0.02812500111758709,0.02812500111758709,0.02812500111758709,0.0,-5.9988555908203125,-4.76837158203125e-07,"[85, 24, 22, 23, 22, 16, 14, 15, 17, 21, 21]","[2, 2, 0, 0, 0, 0, 3, 0, 2, 0, 0]","[2, 2, 0, 0, 0, 0, 3, 0, 2, 0, 0]",0.26980599761009216,0.7577662467956543,1.2398806810379028,0.4422338008880615,0.2870994806289673,0.9906250238418579,False
19,True,False,False,3.5508859157562256,321,6.42,11,1.0,-0.12421000003814697,8,0.7272727489471436,0.003321705386042595,0.42131301760673523,1.8144305613532197e-07,8,0.7272727489471436,0.003321705386042595,0.42131301760673523,1.8144305613532197e-07,0.2149532586336136,0.024922117590904236,0.024922117590904236,0.024922117590904236,0.0,-13.808319091796875,-1.1920928955078125e-06,"[72, 26, 19, 17, 18, 21, 18, 19, 19, 15, 19]","[2, 1, 0, 1, 3, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 1, 3, 0, 0, 0, 1, 0, 0]",0.3592849671840668,0.8472322821617126,1.4414548873901367,0.3527677655220032,0.2671477198600769,0.9844236373901367,False
20,True,False,False,3.075138807296753,322,6.44,11,1.0,-0.06224954128265381,6,0.5454545617103577,0.0020827006082981825,0.31246086955070496,1.629225323540595e-07,6,0.5454545617103577,0.0020827006082981825,0.31246086955070496,1.629225323540595e-07,0.24223603308200836,0.018633540719747543,0.018633540719747543,0.018633540719747543,0.0,-6.527251243591309,-4.76837158203125e-07,"[76, 26, 18, 22, 24, 22, 21, 17, 16, 19, 20]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2]","[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2]",0.4192497730255127,0.9907208681106567,1.4559214115142822,0.20927917957305908,0.0745084285736084,0.9937888383865356,False
21,False,True,False,-8.619184494018555,323,6.46,7,0.6363636363636364,-0.1381998211145401,20,2.857142925262451,0.006476432550698519,0.28477632999420166,0.02674763649702072,20,2.857142925262451,0.006476432550698519,0.28477632999420166,0.02674763649702072,0.38699689507484436,0.061919502913951874,0.061919502913951874,0.061919502913951874,0.0,-7.780850410461426,-1.4156103134155273e-06,"[84, 24, 21, 22, 21, 18, 24, 109, 0, 0, 0]","[3, 1, 0, 0, 0, 0, 1, 15, 0, 0, 0]","[3, 1, 0, 0, 0, 0, 1, 15, 0, 0, 0]",0.34993523359298706,1.6271426677703857,2.4212985038757324,-0.4271426200866699,-0.271185040473938,0.9876160621643066,True
22,True,False,False,2.6117513179779053,323,6.46,11,1.0,-0.12901926040649414,10,0.9090909361839294,0.003366689197719097,0.2818857431411743,1.7953247777313663e-07,10,0.9090909361839294,0.003366689197719097,0.2818857431411743,1.7953247777313663e-07,0.24458204209804535,0.030959751456975937,0.030959751456975937,0.030959751456975937,0.0,-5.955556392669678,-1.1920928955078125e-06,"[75, 25, 19, 25, 21, 18, 19, 21, 15, 20, 21]","[0, 0, 1, 3, 3, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 3, 3, 1, 1, 0, 1, 0, 0]",0.3843623101711273,0.7534621953964233,1.2905476093292236,0.4465378522872925,0.3359615206718445,1.0,False
23,True,False,False,4.241281509399414,324,6.48,11,1.0,-0.14455926418304443,10,0.9090909361839294,0.00462105218321085,0.30183514952659607,1.799865714247062e-07,10,0.9090909361839294,0.00462105218321085,0.30183514952659607,1.799865714247062e-07,0.2469135820865631,0.03086419776082039,0.03086419776082039,0.03086419776082039,0.0,-6.205349922180176,-9.5367431640625e-07,"[83, 24, 21, 21, 20, 15, 19, 19, 16, 16, 16]","[2, 1, 0, 0, 0, 0, 1, 1, 3, 0, 2]","[2, 1, 0, 0, 0, 0, 1, 1, 3, 0, 2]",0.420259028673172,0.9041681289672852,1.4142202138900757,0.29583191871643066,0.2071620225906372,0.9969136118888855,False
24,False,True,False,-5.8468918800354,326,6.5200000000000005,11,1.0,-0.13804352283477783,8,0.7272727489471436,0.0042189499363303185,0.598692774772644,1.53425318671907e-07,8,0.7272727489471436,0.0042189499363303185,0.598692774772644,1.53425318671907e-07,0.24539875984191895,0.024539876729249954,0.024539876729249954,0.024539876729249954,0.0,-19.490140914916992,-1.1920928955078125e-06,"[75, 25, 20, 26, 20, 15, 18, 22, 19, 21, 24]","[0, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0]","[0, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0]",0.5375458002090454,1.4674220085144043,1.7870562076568604,-0.2674219608306885,-0.15590965747833252,0.9969325065612793,True
25,True,False,False,2.6697497367858887,327,6.54,11,1.0,-0.08451907336711884,10,0.9090909361839294,0.0047645047307014465,0.3607250452041626,2.4612486981823167e-07,10,0.9090909361839294,0.0047645047307014465,0.3607250452041626,2.4612486981823167e-07,0.23547402024269104,0.030581040307879448,0.030581040307879448,0.030581040307879448,0.0,-11.982152938842773,-1.1920928955078125e-06,"[75, 25, 19, 22, 24, 21, 21, 18, 17, 20, 20]","[0, 0, 2, 1, 0, 0, 0, 2, 3, 1, 1]","[0, 0, 2, 1, 0, 0, 0, 2, 3, 1, 1]",0.378711462020874,0.8678218126296997,1.4704372882843018,0.3321782350540161,0.24150598049163818,0.9847095012664795,False
26,False,True,False,-7.728888511657715,331,6.62,11,1.0,-0.0704072117805481,9,0.8181818723678589,0.006932081189006567,0.5183897614479065,2.028088061933886e-07,9,0.8181818723678589,0.006932081189006567,0.5183897614479065,2.028088061933886e-07,0.22356495261192322,0.027190331369638443,0.027190331369638443,0.027190331369638443,0.0,-9.826942443847656,-1.1324882507324219e-06,"[76, 25, 17, 22, 25, 19, 18, 21, 27, 17, 20]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 5, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 5, 0]",0.46695172786712646,1.488154411315918,1.724361777305603,-0.28815436363220215,-0.17063629627227783,0.981873095035553,True
27,True,False,False,4.104519367218018,332,6.640000000000001,11,1.0,-0.13137000799179077,7,0.6363636255264282,0.0030617108568549156,0.5450108647346497,1.5176335921296413e-07,7,0.6363636255264282,0.0030617108568549156,0.5450108647346497,1.5176335921296413e-07,0.23493975400924683,0.021084336563944817,0.021084336563944817,0.021084336563944817,0.0,-10.793559074401855,-4.76837158203125e-07,"[78, 25, 17, 18, 22, 19, 18, 18, 19, 17, 22]","[1, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0]","[1, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0]",0.18625560402870178,0.33737367391586304,0.8554481863975525,0.8626263737678528,0.745591402053833,0.9939758777618408,False
28,True,False,False,4.902883052825928,332,6.640000000000001,11,1.0,-0.005788683891296387,9,0.8181818723678589,0.0045896549709141254,0.512610912322998,1.9012597363143868e-07,9,0.8181818723678589,0.0045896549709141254,0.512610912322998,1.9012597363143868e-07,0.22590360045433044,0.027108432725071907,0.027108432725071907,0.027108432725071907,0.0,-10.157541275024414,-2.384185791015625e-07,"[76, 25, 18, 21, 21, 19, 25, 19, 15, 14, 16]","[1, 0, 1, 0, 0, 1, 0, 3, 1, 0, 2]","[1, 0, 1, 0, 0, 1, 0, 3, 1, 0, 2]",0.29562002420425415,0.48989564180374146,1.0267548561096191,0.7101044058799744,0.5903478860855103,0.9879517555236816,False
29,True,False,False,4.13822078704834,333,6.66,11,1.0,-0.13516706228256226,10,0.9090909361839294,0.0036909356713294983,0.3086925148963928,1.7396013163306634e-07,10,0.9090909361839294,0.0036909356713294983,0.3086925148963928,1.7396013163306634e-07,0.2222222238779068,0.030030030757188797,0.030030030757188797,0.030030030757188797,0.0,-9.613500595092773,-1.3113021850585938e-06,"[76, 26, 19, 23, 19, 15, 17, 17, 23, 19, 18]","[0, 1, 1, 0, 3, 2, 0, 2, 0, 0, 1]","[0, 1, 1, 0, 3, 2, 0, 2, 0, 0, 1]",0.3208220303058624,0.622622549533844,1.3615461587905884,0.5773774981498718,0.4590793251991272,0.9909909963607788,False
30,False,True,False,-6.449127197265625,333,6.66,11,1.0,-0.09344267845153809,20,1.8181818723678589,0.012720254249870777,0.775789737701416,0.04891015589237213,20,1.8181818723678589,0.012720254249870777,0.775789737701416,0.04891015589237213,0.3333333432674408,0.060060061514377594,0.060060061514377594,0.060060061514377594,0.0,-15.634211540222168,-1.0728836059570312e-06,"[84, 26, 24, 33, 25, 22, 30, 20, 16, 14, 16]","[3, 1, 0, 2, 2, 2, 2, 4, 1, 0, 0]","[3, 1, 0, 2, 2, 2, 2, 4, 1, 0, 0]",0.09808745980262756,0.18116538226604462,1.2505533695220947,1.0188347101211548,0.8750823736190796,0.9909909963607788,False
31,True,False,False,2.097527265548706,334,6.68,11,1.0,-0.11264240741729736,7,0.6363636255264282,0.0037069518584758043,0.39956340193748474,1.6411500780577626e-07,7,0.6363636255264282,0.0037069518584758043,0.39956340193748474,1.6411500780577626e-07,0.23353293538093567,0.020958084613084793,0.020958084613084793,0.020958084613084793,0.0,-8.267230987548828,-1.1920928955078125e-06,"[81, 25, 22, 23, 21, 20, 23, 20, 17, 14, 18]","[2, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0]","[2, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0]",0.04415220394730568,0.10182303190231323,0.6925660371780396,1.0981769561767578,0.8824034929275513,0.9880239963531494,False
32,True,False,False,4.088703155517578,334,6.68,11,1.0,-0.008350849151611328,6,0.5454545617103577,0.0028771518263965845,0.42945030331611633,1.6533779501060053e-07,6,0.5454545617103577,0.0028771518263965845,0.42945030331611633,1.6533779501060053e-07,0.21856288611888885,0.01796407252550125,0.01796407252550125,0.01796407252550125,0.0,-8.437162399291992,-4.76837158203125e-07,"[74, 26, 19, 25, 20, 15, 15, 15, 19, 20, 19]","[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0]",0.32856041193008423,0.7284620404243469,1.4014774560928345,0.4715380072593689,0.3417917490005493,0.9910179972648621,False
33,True,False,False,2.7853941917419434,335,6.7,11,1.0,-0.14268264174461365,12,1.0909091234207153,0.007882367819547653,0.6773462295532227,1.7170249577702634e-07,12,1.0909091234207153,0.007882367819547653,0.6773462295532227,1.7170249577702634e-07,0.2716417908668518,0.035820893943309784,0.035820893943309784,0.035820893943309784,0.0,-13.100181579589844,-1.430511474609375e-06,"[84, 25, 22, 28, 18, 20, 21, 20, 17, 16, 20]","[2, 2, 0, 1, 3, 1, 0, 0, 1, 1, 1]","[2, 2, 0, 1, 3, 1, 0, 0, 1, 1, 1]",0.058461278676986694,0.23308362066745758,0.8418358564376831,0.9669164419174194,0.8856029510498047,0.9880596995353699,False
34,False,True,False,-4.317010402679443,335,6.7,10,0.9090909090909091,-0.13254322111606598,9,0.9000000357627869,0.002424814971163869,0.34339410066604614,1.6327210516919877e-07,9,0.9000000357627869,0.002424814971163869,0.34339410066604614,1.6327210516919877e-07,0.27761194109916687,0.026865672320127487,0.026865672320127487,0.026865672320127487,0.0,-7.456555366516113,-9.5367431640625e-07,"[86, 27, 31, 39, 26, 31, 23, 22, 19, 14, 17]","[2, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[2, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0]",0.2360750287771225,1.000319242477417,1.5505691766738892,0.19968080520629883,0.015625,0.9910447597503662,False
35,True,False,False,4.172394752502441,337,6.74,11,1.0,-0.09655880928039551,12,1.0909091234207153,0.005269541870802641,0.5024873614311218,1.6713917716515425e-07,12,1.0909091234207153,0.005269541870802641,0.5024873614311218,1.6713917716515425e-07,0.2433234453201294,0.035608306527137756,0.035608306527137756,0.035608306527137756,0.0,-10.042215347290039,-9.5367431640625e-07,"[78, 26, 22, 22, 21, 16, 21, 18, 15, 17, 19]","[2, 3, 0, 0, 1, 0, 1, 2, 2, 0, 1]","[2, 3, 0, 0, 1, 0, 1, 2, 2, 0, 1]",0.09979706257581711,0.2269425392150879,1.0009777545928955,0.9730575084686279,0.8433098793029785,0.9881305694580078,False
36,True,False,False,4.056656837463379,337,6.74,11,1.0,-0.1257970631122589,4,0.3636363744735718,0.0009504662011750042,0.2153337597846985,1.6595194551882742e-07,4,0.3636363744735718,0.0009504662011750042,0.2153337597846985,1.6595194551882742e-07,0.21661721169948578,0.011869436129927635,0.011869436129927635,0.011869436129927635,0.0,-4.790952682495117,-7.152557373046875e-07,"[76, 27, 25, 22, 21, 19, 21, 19, 18, 21, 19]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",0.3598257303237915,0.6906474232673645,1.2123353481292725,0.5093526244163513,0.3938051462173462,1.0,False
37,True,False,False,3.8073883056640625,338,6.76,11,1.0,-0.11302709579467773,9,0.8181818723678589,0.004505058750510216,0.3320830166339874,1.8534281309712242e-07,9,0.8181818723678589,0.004505058750510216,0.3320830166339874,1.8534281309712242e-07,0.2633136212825775,0.02662722021341324,0.02662722021341324,0.02662722021341324,0.0,-6.635546684265137,-8.344650268554688e-07,"[76, 24, 18, 22, 24, 20, 23, 24, 23, 18, 21]","[1, 1, 1, 0, 0, 1, 1, 0, 2, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0, 2, 1, 0]",0.2092958688735962,0.4584139883518219,0.9547519087791443,0.7415860891342163,0.6780908703804016,0.9911242723464966,False
38,True,False,False,3.9690394401550293,338,6.76,11,1.0,-0.08468818664550781,8,0.7272727489471436,0.004882470704615116,0.4874753952026367,1.8024395842530794e-07,8,0.7272727489471436,0.004882470704615116,0.4874753952026367,1.8024395842530794e-07,0.2248520702123642,0.023668639361858368,0.023668639361858368,0.023668639361858368,0.0,-9.791496276855469,-4.76837158203125e-07,"[79, 24, 17, 19, 23, 19, 21, 20, 15, 17, 20]","[1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 1]","[1, 3, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0.05626051127910614,0.14710131287574768,0.8817409873008728,1.0528987646102905,0.9509564638137817,0.9881656765937805,False
