episode,success,fell,timed_out,return,steps,episode_time_s,max_riser,completion_fraction,minimum_cbf_h,intervention_count,intervention_per_riser,correction_mean,correction_max,correction_p95,would_intervene_count,would_intervene_per_riser,counterfactual_correction_mean,counterfactual_correction_max,counterfactual_correction_p95,geometric_active_fraction,intervention_fraction,would_intervene_fraction,nominal_violation_fraction,filtered_violation_fraction,minimum_nominal_margin,minimum_filtered_margin,steps_by_riser,interventions_by_riser,would_interventions_by_riser,mean_abs_centerline_error,max_abs_centerline_error,max_abs_heading_error,minimum_root_edge_clearance,minimum_foot_edge_clearance,operator_correction_fraction,side_edge_breach
39,True,False,False,4.453491687774658,339,6.78,11,1.0,-0.06096714735031128,13,1.1818182468414307,0.005833755247294903,0.4204476475715637,2.2112882902547426e-07,13,1.1818182468414307,0.005833755247294903,0.4204476475715637,2.2112882902547426e-07,0.24483776092529297,0.038348082453012466,0.038348082453012466,0.038348082453012466,0.0,-8.96650505065918,-1.1920928955078125e-06,"[79, 27, 19, 22, 22, 15, 20, 18, 16, 18, 20]","[3, 3, 0, 0, 1, 0, 2, 1, 3, 0, 0]","[3, 3, 0, 0, 1, 0, 2, 1, 3, 0, 0]",0.12478525936603546,0.19399358332157135,0.858046293258667,1.0060064792633057,0.8915572166442871,1.0,False
40,True,False,False,3.435866594314575,339,6.78,11,1.0,-0.14737051725387573,8,0.7272727489471436,0.003580499440431595,0.29822587966918945,1.795042123831081e-07,8,0.7272727489471436,0.003580499440431595,0.29822587966918945,1.795042123831081e-07,0.2566371560096741,0.023598819971084595,0.023598819971084595,0.023598819971084595,0.0,-6.846141815185547,-1.430511474609375e-06,"[87, 29, 23, 22, 21, 22, 18, 15, 15, 14, 18]","[3, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0]","[3, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0]",0.07224555313587189,0.19675137102603912,0.6619855165481567,1.003248691558838,0.8202978372573853,0.9292035102844238,False
41,True,False,False,5.0556254386901855,340,6.8,11,1.0,-0.14218509197235107,9,0.8181818723678589,0.004281763918697834,0.26530537009239197,1.718164099884234e-07,9,0.8181818723678589,0.004281763918697834,0.26530537009239197,1.718164099884234e-07,0.23529411852359772,0.026470588520169258,0.026470588520169258,0.026470588520169258,0.0,-5.097674369812012,-1.430511474609375e-06,"[75, 25, 19, 25, 20, 15, 17, 17, 22, 17, 18]","[0, 0, 1, 0, 1, 2, 0, 1, 0, 2, 2]","[0, 0, 1, 0, 1, 2, 0, 1, 0, 2, 2]",0.20342616736888885,0.3176881670951843,0.9285933375358582,0.8823118805885315,0.7657880783081055,0.9882352948188782,False
42,True,False,False,4.3457183837890625,340,6.8,11,1.0,-0.11143475770950317,9,0.8181818723678589,0.00440801540389657,0.4440937042236328,1.8886085229041782e-07,9,0.8181818723678589,0.00440801540389657,0.4440937042236328,1.8886085229041782e-07,0.2235294133424759,0.026470588520169258,0.026470588520169258,0.026470588520169258,0.0,-9.38388442993164,-4.76837158203125e-07,"[82, 24, 19, 21, 20, 16, 17, 21, 18, 17, 18]","[1, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1]",0.16140632331371307,0.3158148229122162,0.8930639028549194,0.8841851949691772,0.7535179853439331,0.9941176772117615,False
43,True,False,False,4.2098236083984375,340,6.8,11,1.0,-0.119468092918396,15,1.3636363744735718,0.005826078355312347,0.48232561349868774,2.6725660973170307e-07,15,1.3636363744735718,0.005826078355312347,0.48232561349868774,2.6725660973170307e-07,0.27941176295280457,0.04411764815449715,0.04411764815449715,0.04411764815449715,0.0,-11.260231018066406,-4.76837158203125e-07,"[83, 26, 23, 27, 18, 18, 21, 20, 17, 16, 21]","[2, 1, 0, 2, 2, 0, 2, 0, 2, 2, 1]","[2, 1, 0, 2, 2, 0, 2, 0, 2, 2, 1]",0.07087927311658859,0.13473960757255554,0.7939043045043945,1.065260410308838,0.9428430795669556,0.9823529720306396,False
44,True,False,False,4.442044258117676,342,6.84,11,1.0,-0.05040156841278076,5,0.4545454680919647,0.001815431285649538,0.2853408753871918,1.4694428784878255e-07,5,0.4545454680919647,0.001815431285649538,0.2853408753871918,1.4694428784878255e-07,0.22807016968727112,0.01461988314986229,0.01461988314986229,0.01461988314986229,0.0,-5.73692512512207,-1.0728836059570312e-06,"[76, 26, 22, 23, 19, 17, 20, 18, 17, 18, 24]","[0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0]",0.3607580363750458,0.655317485332489,1.1633288860321045,0.5446825623512268,0.41942429542541504,1.0,False
45,True,False,False,3.230557441711426,342,6.84,11,1.0,-0.08797883987426758,12,1.0909091234207153,0.0042518083937466145,0.46240657567977905,2.0192189253975812e-07,12,1.0909091234207153,0.0042518083937466145,0.46240657567977905,2.0192189253975812e-07,0.25438597798347473,0.035087719559669495,0.035087719559669495,0.035087719559669495,0.0,-8.912025451660156,-1.5497207641601562e-06,"[78, 26, 23, 25, 24, 17, 16, 21, 21, 17, 22]","[3, 2, 0, 1, 1, 0, 3, 0, 0, 2, 0]","[3, 2, 0, 1, 1, 0, 3, 0, 0, 2, 0]",0.07181692868471146,0.22079673409461975,0.9555346369743347,0.9792033433914185,0.8227396607398987,0.9678362607955933,False
46,True,False,False,2.853104591369629,343,6.86,11,1.0,-0.08441716432571411,12,1.0909091234207153,0.004933969117701054,0.38852328062057495,1.7827314024998486e-07,12,1.0909091234207153,0.004933969117701054,0.38852328062057495,1.7827314024998486e-07,0.25364431738853455,0.03498542308807373,0.03498542308807373,0.03498542308807373,0.0,-8.796509742736816,-1.430511474609375e-06,"[76, 34, 26, 20, 23, 22, 17, 20, 20, 17, 21]","[1, 6, 2, 0, 0, 1, 0, 0, 1, 0, 1]","[1, 6, 2, 0, 0, 1, 0, 0, 1, 0, 1]",0.05597250536084175,0.17383058369159698,0.7731763124465942,1.0261694192886353,0.9092183113098145,0.9504373669624329,False
47,True,False,False,4.289690971374512,343,6.86,11,1.0,-0.08485347032546997,6,0.5454545617103577,0.0033293874002993107,0.39386844635009766,1.6902913557714783e-07,6,0.5454545617103577,0.0033293874002993107,0.39386844635009766,1.6902913557714783e-07,0.22740525007247925,0.017492711544036865,0.017492711544036865,0.017492711544036865,0.0,-12.559896469116211,-7.152557373046875e-07,"[75, 26, 18, 21, 21, 18, 22, 22, 18, 21, 22]","[0, 0, 2, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 0, 2, 0, 1, 1, 0, 0, 1, 1, 0]",0.3121355473995209,0.8026139140129089,1.38713800907135,0.3973861336708069,0.3169621229171753,0.9883382320404053,False
48,True,False,False,3.814181327819824,345,6.9,11,1.0,-0.14075115323066711,13,1.1818182468414307,0.009026551619172096,0.6216742396354675,1.9351229241237888e-07,13,1.1818182468414307,0.009026551619172096,0.6216742396354675,1.9351229241237888e-07,0.269565224647522,0.03768116235733032,0.03768116235733032,0.03768116235733032,0.0,-12.631244659423828,-2.6226043701171875e-06,"[91, 25, 22, 20, 23, 19, 19, 21, 19, 16, 22]","[4, 6, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[4, 6, 0, 1, 0, 0, 0, 0, 1, 0, 1]",0.1873740255832672,0.386483371257782,1.0188255310058594,0.8135166764259338,0.6934388279914856,0.9855073094367981,False
49,True,False,False,5.023499011993408,345,6.9,11,1.0,-0.09206581115722656,14,1.2727272510528564,0.005043660756200552,0.4556119740009308,2.3073670263329404e-07,14,1.2727272510528564,0.005043660756200552,0.4556119740009308,2.3073670263329404e-07,0.2550724744796753,0.04057971015572548,0.04057971015572548,0.04057971015572548,0.0,-9.386982917785645,-8.344650268554688e-07,"[81, 24, 20, 22, 20, 17, 20, 19, 18, 22, 22]","[1, 2, 0, 0, 2, 1, 1, 2, 3, 0, 2]","[1, 2, 0, 0, 2, 1, 1, 2, 3, 0, 2]",0.0633484497666359,0.2374119758605957,0.7304705381393433,0.9625880718231201,0.8454157114028931,0.9913043975830078,False
50,True,False,False,3.572028160095215,345,6.9,11,1.0,-0.11518782377243042,8,0.7272727489471436,0.004939235746860504,0.5419683456420898,1.8667692813778558e-07,8,0.7272727489471436,0.004939235746860504,0.5419683456420898,1.8667692813778558e-07,0.27246376872062683,0.023188406601548195,0.023188406601548195,0.023188406601548195,0.0,-18.142269134521484,-7.152557373046875e-07,"[82, 24, 19, 21, 20, 15, 18, 20, 20, 23, 29]","[2, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]","[2, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0.18886300921440125,0.4383261203765869,0.9993128776550293,0.7616739273071289,0.6877256631851196,0.9884058237075806,False
51,True,False,False,5.10864782333374,345,6.9,11,1.0,-0.12910959124565125,7,0.6363636255264282,0.0025305687449872494,0.21668539941310883,1.7120053996677598e-07,7,0.6363636255264282,0.0025305687449872494,0.21668539941310883,1.7120053996677598e-07,0.2550724744796753,0.02028985507786274,0.02028985507786274,0.02028985507786274,0.0,-4.299462795257568,-4.76837158203125e-07,"[74, 26, 19, 24, 26, 25, 21, 24, 21, 18, 19]","[1, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0]",0.4316210448741913,0.6894975304603577,1.1897143125534058,0.5105025172233582,0.4232100248336792,1.0,False
52,True,False,False,4.323462963104248,345,6.9,11,1.0,-0.02835977077484131,13,1.1818182468414307,0.005742474924772978,0.27823367714881897,1.833839320397601e-07,13,1.1818182468414307,0.005742474924772978,0.27823367714881897,1.833839320397601e-07,0.269565224647522,0.03768116235733032,0.03768116235733032,0.03768116235733032,0.0,-5.95103645324707,-1.6689300537109375e-06,"[90, 27, 18, 18, 22, 17, 17, 22, 22, 17, 19]","[2, 1, 0, 1, 0, 2, 3, 0, 1, 2, 0]","[2, 1, 0, 1, 0, 2, 3, 0, 1, 2, 0]",0.3324143588542938,0.72135990858078,1.1854292154312134,0.4786401391029358,0.3834614157676697,1.0,False
53,True,False,False,5.101830005645752,345,6.9,11,1.0,-0.14125478267669678,2,0.1818181872367859,0.0009791137417778373,0.19775913655757904,1.6508437283846433e-07,2,0.1818181872367859,0.0009791137417778373,0.19775913655757904,1.6508437283846433e-07,0.20579710602760315,0.005797101650387049,0.005797101650387049,0.005797101650387049,0.0,-4.412673473358154,-4.76837158203125e-07,"[76, 27, 24, 22, 21, 20, 20, 19, 19, 19, 19]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0.21076738834381104,0.3576158285140991,0.9579766988754272,0.8423842191696167,0.7162643074989319,1.0,False
54,True,False,False,1.7070653438568115,346,6.92,11,1.0,-0.0965965986251831,17,1.5454546213150024,0.009201273322105408,0.5622316598892212,3.093720692959323e-07,17,1.5454546213150024,0.009201273322105408,0.5622316598892212,3.093720692959323e-07,0.2976878583431244,0.049132946878671646,0.049132946878671646,0.049132946878671646,0.0,-10.983243942260742,-1.0728836059570312e-06,"[82, 28, 25, 35, 24, 17, 20, 21, 16, 20, 22]","[4, 2, 0, 5, 3, 1, 0, 0, 1, 0, 0]","[4, 2, 0, 5, 3, 1, 0, 0, 1, 0, 0]",0.09945663064718246,0.18318496644496918,0.783064067363739,1.0168150663375854,0.8875675797462463,0.9971098303794861,False
55,True,False,False,4.650951862335205,346,6.92,11,1.0,-0.14823532104492188,7,0.6363636255264282,0.003261991310864687,0.4144918620586395,1.5080442494763702e-07,7,0.6363636255264282,0.003261991310864687,0.4144918620586395,1.5080442494763702e-07,0.22254334390163422,0.0202312134206295,0.0202312134206295,0.0202312134206295,0.0,-8.875509262084961,-4.76837158203125e-07,"[83, 24, 22, 21, 21, 16, 22, 19, 15, 17, 24]","[2, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0]","[2, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0]",0.2754969000816345,0.7006123661994934,1.4580594301223755,0.4993876814842224,0.4466531276702881,1.0,False
56,True,False,False,2.2416486740112305,347,6.94,11,1.0,-0.1475987434387207,9,0.8181818723678589,0.00425370130687952,0.36931106448173523,1.5294564548185008e-07,9,0.8181818723678589,0.00425370130687952,0.36931106448173523,1.5294564548185008e-07,0.2795388996601105,0.02593659795820713,0.02593659795820713,0.02593659795820713,0.0,-8.153650283813477,-1.430511474609375e-06,"[81, 27, 22, 25, 24, 28, 23, 21, 22, 21, 17]","[3, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0]","[3, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0]",0.22094477713108063,0.3523968756198883,0.8850226998329163,0.8476032018661499,0.6962904334068298,1.0,False
57,True,False,False,4.349355220794678,347,6.94,11,1.0,-0.08483016490936279,11,1.0,0.004219912923872471,0.599095344543457,1.6602722041625384e-07,11,1.0,0.004219912923872471,0.599095344543457,1.6602722041625384e-07,0.25648415088653564,0.03170028701424599,0.03170028701424599,0.03170028701424599,0.0,-11.859993934631348,-1.6689300537109375e-06,"[76, 28, 27, 27, 18, 19, 20, 22, 17, 18, 23]","[2, 0, 0, 0, 3, 0, 1, 0, 2, 2, 1]","[2, 0, 0, 0, 3, 0, 1, 0, 2, 2, 1]",0.28825563192367554,0.6801285147666931,1.366119146347046,0.5198715329170227,0.39920639991760254,0.988472580909729,False
58,True,False,False,3.2126314640045166,347,6.94,11,1.0,-0.1321563720703125,18,1.6363637447357178,0.008414376527071,0.6277362704277039,0.0028079282492399216,18,1.6363637447357178,0.008414376527071,0.6277362704277039,0.0028079282492399216,0.24207492172718048,0.05187319591641426,0.05187319591641426,0.05187319591641426,0.0,-12.358098983764648,-1.430511474609375e-06,"[92, 24, 22, 20, 20, 18, 17, 19, 19, 20, 20]","[6, 6, 0, 0, 0, 2, 2, 0, 0, 1, 1]","[6, 6, 0, 0, 0, 2, 2, 0, 0, 1, 1]",0.31742459535598755,0.6105905175209045,1.0596249103546143,0.5894095301628113,0.46277737617492676,1.0,False
59,True,False,False,4.17526912689209,348,6.96,11,1.0,-0.13849228620529175,4,0.3636363744735718,0.000554111145902425,0.08841093629598618,1.442868722278945e-07,4,0.3636363744735718,0.000554111145902425,0.08841093629598618,1.442868722278945e-07,0.2385057508945465,0.01149425283074379,0.01149425283074379,0.01149425283074379,0.0,-2.22469425201416,-9.5367431640625e-07,"[74, 25, 21, 29, 22, 18, 23, 20, 19, 21, 20]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",0.49219822883605957,1.0325781106948853,1.393322467803955,0.16742193698883057,0.06589806079864502,1.0,False
60,True,False,False,3.81662654876709,348,6.96,11,1.0,-0.1237175464630127,16,1.454545497894287,0.00717650493606925,0.6048998236656189,2.446907103603735e-07,16,1.454545497894287,0.00717650493606925,0.6048998236656189,2.446907103603735e-07,0.2586206793785095,0.04597701132297516,0.04597701132297516,0.04597701132297516,0.0,-12.051122665405273,-1.430511474609375e-06,"[78, 26, 24, 20, 21, 22, 21, 23, 21, 16, 22]","[3, 4, 0, 0, 1, 0, 2, 1, 2, 1, 2]","[3, 4, 0, 0, 1, 0, 2, 1, 2, 1, 2]",0.1472170501947403,0.4287015199661255,0.6803363561630249,0.7712985277175903,0.6530495285987854,0.9281609058380127,False
61,True,False,False,3.181701183319092,348,6.96,11,1.0,-0.11894625425338745,21,1.9090909957885742,0.012459484860301018,0.7636561989784241,0.02961740642786026,21,1.9090909957885742,0.012459484860301018,0.7636561989784241,0.02961740642786026,0.29885056614875793,0.06034482643008232,0.06034482643008232,0.06034482643008232,0.0,-15.901144027709961,-1.6689300537109375e-06,"[80, 25, 20, 22, 20, 16, 18, 23, 20, 31, 20]","[2, 2, 0, 0, 2, 1, 2, 4, 2, 2, 4]","[2, 2, 0, 0, 2, 1, 2, 4, 2, 2, 4]",0.2666471302509308,0.5381919145584106,1.0286192893981934,0.6618081331253052,0.5746117234230042,0.9971264600753784,False
62,True,False,False,3.600314140319824,349,6.98,11,1.0,-0.03705942630767822,8,0.7272727489471436,0.00401295768097043,0.635675847530365,1.7709660937725857e-07,8,0.7272727489471436,0.00401295768097043,0.635675847530365,1.7709660937725857e-07,0.24068768322467804,0.022922636941075325,0.022922636941075325,0.022922636941075325,0.0,-21.711225509643555,-1.1920928955078125e-06,"[76, 26, 20, 25, 20, 15, 19, 20, 18, 23, 28]","[1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 2]","[1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 2]",0.3829374313354492,0.7418994307518005,1.2577354907989502,0.4581006169319153,0.3861154317855835,1.0,False
63,True,False,False,2.770355224609375,350,7.0,11,1.0,-0.04576456546783447,8,0.7272727489471436,0.004065671470016241,0.6686343550682068,1.9129670647544117e-07,8,0.7272727489471436,0.004065671470016241,0.6686343550682068,1.9129670647544117e-07,0.2542857229709625,0.022857142612338066,0.022857142612338066,0.022857142612338066,0.0,-22.505008697509766,-1.5497207641601562e-06,"[75, 26, 18, 22, 22, 19, 22, 24, 22, 21, 31]","[2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",0.4044893980026245,1.2465606927871704,1.7768787145614624,-0.04656064510345459,-0.24744009971618652,0.9885714054107666,True
64,True,False,False,4.923871994018555,350,7.0,11,1.0,-0.14223551750183105,7,0.6363636255264282,0.003611568594351411,0.46779581904411316,1.713334967234914e-07,7,0.6363636255264282,0.003611568594351411,0.46779581904411316,1.713334967234914e-07,0.2542857229709625,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.0,-9.098494529724121,-9.5367431640625e-07,"[78, 25, 18, 20, 21, 17, 21, 24, 21, 22, 28]","[1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0]",0.09566985815763474,0.3207452595233917,0.9544196128845215,0.8792548179626465,0.7676023244857788,0.9885714054107666,False
65,True,False,False,3.5593533515930176,350,7.0,11,1.0,0.009080052375793457,11,1.0,0.0040206038393080235,0.30674609541893005,1.9387339023069217e-07,11,1.0,0.0040206038393080235,0.30674609541893005,1.9387339023069217e-07,0.2142857164144516,0.03142857179045677,0.03142857179045677,0.03142857179045677,0.0,-8.172818183898926,-7.152557373046875e-07,"[76, 33, 23, 16, 17, 16, 18, 20, 18, 16, 19]","[0, 4, 2, 1, 0, 1, 0, 0, 0, 1, 2]","[0, 4, 2, 1, 0, 1, 0, 0, 0, 1, 2]",0.08310380578041077,0.20266605913639069,0.8902559280395508,0.9973340034484863,0.840496301651001,0.9885714054107666,False
66,True,False,False,2.337024211883545,351,7.0200000000000005,11,1.0,-0.13809597492218018,9,0.8181818723678589,0.006287279073148966,0.6524534821510315,1.6932565927163523e-07,9,0.8181818723678589,0.006287279073148966,0.6524534821510315,1.6932565927163523e-07,0.2649572491645813,0.025641025975346565,0.025641025975346565,0.025641025975346565,0.0,-13.068134307861328,-4.76837158203125e-07,"[85, 25, 22, 28, 18, 20, 21, 19, 18, 19, 23]","[2, 1, 0, 1, 3, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 1, 3, 0, 0, 0, 2, 0, 0]",0.24968962371349335,0.8334456086158752,1.839863896369934,0.3665544390678406,0.2914993166923523,0.9886040091514587,False
67,True,False,False,2.8256351947784424,352,7.04,11,1.0,-0.1354203224182129,9,0.8181818723678589,0.0031825669575482607,0.4002441465854645,1.6895185694920656e-07,9,0.8181818723678589,0.0031825669575482607,0.4002441465854645,1.6895185694920656e-07,0.21590909361839294,0.02556818351149559,0.02556818351149559,0.02556818351149559,0.0,-9.018190383911133,-8.344650268554688e-07,"[78, 27, 23, 20, 22, 19, 19, 20, 18, 20, 21]","[2, 2, 1, 0, 1, 0, 1, 1, 0, 0, 1]","[2, 2, 1, 0, 1, 0, 1, 1, 0, 0, 1]",0.12084446847438812,0.23818540573120117,0.7944387793540955,0.9618146419525146,0.8766421675682068,0.948863685131073,False
68,True,False,False,3.7033705711364746,352,7.04,11,1.0,-0.14920425415039062,16,1.454545497894287,0.008326016366481781,0.5166727304458618,2.471844027240877e-07,16,1.454545497894287,0.008326016366481781,0.5166727304458618,2.471844027240877e-07,0.2755681872367859,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.0,-14.289661407470703,-1.3113021850585938e-06,"[78, 24, 18, 19, 22, 19, 21, 27, 23, 20, 27]","[2, 3, 1, 0, 0, 1, 1, 1, 4, 3, 0]","[2, 3, 1, 0, 0, 1, 1, 1, 4, 3, 0]",0.1053820550441742,0.3480667173862457,0.9722353219985962,0.8519333600997925,0.7346899509429932,0.9886363744735718,False
69,True,False,False,3.49330735206604,353,7.0600000000000005,11,1.0,-0.14778393507003784,15,1.3636363744735718,0.007814526557922363,0.4735926687717438,2.2893438256232912e-07,15,1.3636363744735718,0.007814526557922363,0.4735926687717438,2.2893438256232912e-07,0.2521246373653412,0.04249291867017746,0.04249291867017746,0.04249291867017746,0.0,-9.118818283081055,-1.430511474609375e-06,"[78, 25, 17, 18, 21, 19, 16, 18, 25, 24, 19]","[2, 3, 1, 0, 0, 0, 1, 3, 3, 2, 0]","[2, 3, 1, 0, 0, 0, 1, 3, 3, 2, 0]",0.15846256911754608,0.3035377860069275,0.8692908883094788,0.8964622616767883,0.7630364298820496,1.0,False
70,True,False,False,3.2916088104248047,353,7.0600000000000005,11,1.0,-0.1450486183166504,13,1.1818182468414307,0.006951726973056793,0.7300779223442078,1.844391164240733e-07,13,1.1818182468414307,0.006951726973056793,0.7300779223442078,1.844391164240733e-07,0.300283282995224,0.036827195435762405,0.036827195435762405,0.036827195435762405,0.0,-16.810468673706055,-4.76837158203125e-07,"[81, 27, 24, 31, 20, 23, 19, 20, 29, 20, 15]","[1, 2, 0, 2, 1, 0, 1, 2, 1, 2, 0]","[1, 2, 0, 2, 1, 0, 1, 2, 1, 2, 0]",0.05964240804314613,0.13594213128089905,0.7485470771789551,1.0640579462051392,0.9491791725158691,0.9716714024543762,False
71,True,False,False,3.0929465293884277,353,7.0600000000000005,11,1.0,-0.14684736728668213,17,1.5454546213150024,0.005640006624162197,0.27663400769233704,3.251112445923354e-07,17,1.5454546213150024,0.005640006624162197,0.27663400769233704,3.251112445923354e-07,0.300283282995224,0.048158638179302216,0.048158638179302216,0.048158638179302216,0.0,-7.509472370147705,-1.430511474609375e-06,"[85, 26, 27, 35, 23, 23, 19, 18, 18, 21, 16]","[4, 1, 0, 5, 2, 1, 0, 2, 1, 0, 0]","[4, 1, 0, 5, 2, 1, 0, 2, 1, 0, 0]",0.24562883377075195,0.5888302326202393,1.1257882118225098,0.6111698150634766,0.468295156955719,1.0,False
72,False,True,False,-6.327459335327148,354,7.08,11,1.0,-0.0792417973279953,18,1.6363637447357178,0.012135659344494343,0.5806644558906555,0.0026572479400783777,18,1.6363637447357178,0.012135659344494343,0.5806644558906555,0.0026572479400783777,0.2570621371269226,0.050847455859184265,0.050847455859184265,0.050847455859184265,0.0,-11.420936584472656,-2.1457672119140625e-06,"[93, 24, 23, 23, 28, 20, 21, 24, 25, 25, 25]","[6, 5, 0, 0, 0, 3, 0, 0, 1, 3, 0]","[6, 5, 0, 0, 0, 3, 0, 0, 1, 3, 0]",0.4031117856502533,1.457902193069458,1.6634858846664429,-0.2579021453857422,-0.110770583152771,1.0,True
73,True,False,False,4.134903907775879,354,7.08,11,1.0,0.004549145698547363,3,0.27272728085517883,0.0014287353260442615,0.2759090065956116,1.5055867663704703e-07,3,0.27272728085517883,0.0014287353260442615,0.2759090065956116,1.5055867663704703e-07,0.21751412749290466,0.008474576286971569,0.008474576286971569,0.008474576286971569,0.0,-5.317422866821289,-4.76837158203125e-07,"[77, 30, 26, 20, 24, 19, 18, 21, 21, 18, 24]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0.20170439779758453,0.3240015506744385,0.8978835344314575,0.8759984970092773,0.7590502500534058,0.9887005686759949,False
74,False,True,False,-6.010325908660889,356,7.12,11,1.0,-0.1466088891029358,15,1.3636363744735718,0.009189760312438011,0.633154034614563,2.2900056251273782e-07,15,1.3636363744735718,0.009189760312438011,0.633154034614563,2.2900056251273782e-07,0.28651684522628784,0.042134832590818405,0.042134832590818405,0.042134832590818405,0.0,-12.144477844238281,-1.6689300537109375e-06,"[72, 25, 23, 33, 22, 22, 24, 22, 25, 33, 22]","[1, 1, 1, 5, 4, 0, 0, 1, 0, 0, 2]","[1, 1, 1, 5, 4, 0, 0, 1, 0, 0, 2]",0.46451497077941895,1.5979231595993042,1.9849960803985596,-0.3979231119155884,-0.21483027935028076,0.9887640476226807,True
75,True,False,False,2.80427885055542,358,7.16,11,1.0,-0.14844965934753418,4,0.3636363744735718,0.0016433155396953225,0.22830677032470703,1.4860991370824195e-07,4,0.3636363744735718,0.0016433155396953225,0.22830677032470703,1.4860991370824195e-07,0.2150837928056717,0.011173184029757977,0.011173184029757977,0.011173184029757977,0.0,-5.324714183807373,-2.384185791015625e-07,"[83, 26, 21, 24, 23, 17, 16, 20, 18, 18, 19]","[2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.18974845111370087,0.7471670508384705,1.3344115018844604,0.45283299684524536,0.3607197403907776,0.9832401871681213,False
76,True,False,False,3.217392921447754,359,7.18,11,1.0,-0.10564839839935303,10,0.9090909361839294,0.003683835966512561,0.45033079385757446,1.706760457409473e-07,10,0.9090909361839294,0.003683835966512561,0.45033079385757446,1.706760457409473e-07,0.2646239399909973,0.027855152264237404,0.027855152264237404,0.027855152264237404,0.0,-9.332603454589844,-9.5367431640625e-07,"[90, 28, 22, 21, 18, 18, 24, 17, 18, 20, 25]","[3, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0]","[3, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0]",0.2267564982175827,0.6397769451141357,1.3805302381515503,0.5602231025695801,0.43174391984939575,0.9888579249382019,False
77,True,False,False,4.0353546142578125,359,7.18,11,1.0,-0.09523938596248627,11,1.0,0.003373560030013323,0.3355598747730255,1.8194621986822312e-07,11,1.0,0.003373560030013323,0.3355598747730255,1.8194621986822312e-07,0.23398327827453613,0.03064066730439663,0.03064066730439663,0.03064066730439663,0.0,-10.971294403076172,-1.430511474609375e-06,"[77, 28, 26, 25, 23, 24, 21, 17, 18, 21, 19]","[0, 1, 0, 0, 1, 1, 2, 2, 2, 2, 0]","[0, 1, 0, 0, 1, 1, 2, 2, 2, 2, 0]",0.15748625993728638,0.39411598443984985,0.8249507546424866,0.805884063243866,0.6659107804298401,0.9916434288024902,False
78,False,True,False,-8.41139030456543,360,7.2,7,0.6363636363636364,-0.13620956242084503,30,4.285714626312256,0.013126002624630928,0.4886258840560913,0.10618194192647934,30,4.285714626312256,0.013126002624630928,0.4886258840560913,0.10618194192647934,0.37222224473953247,0.0833333358168602,0.0833333358168602,0.0833333358168602,0.0,-15.948810577392578,-1.087784767150879e-06,"[80, 23, 17, 20, 22, 30, 55, 113, 0, 0, 0]","[1, 2, 1, 0, 0, 0, 9, 17, 0, 0, 0]","[1, 2, 1, 0, 0, 0, 9, 17, 0, 0, 0]",0.3443319797515869,1.470415472984314,2.3098316192626953,-0.27041542530059814,-0.25308191776275635,0.9972222447395325,True
