domain,pair_index,evaluation_seed,environment_id,baseline_success,final_success,baseline_fell,final_fell,baseline_timed_out,final_timed_out,baseline_failure_type,final_failure_type,baseline_return,final_return,baseline_max_riser,final_max_riser,baseline_mean_slip_signal,final_mean_slip_signal,baseline_maximum_left_contact_slip_speed,final_maximum_left_contact_slip_speed,baseline_maximum_right_contact_slip_speed,final_maximum_right_contact_slip_speed,baseline_mean_contact_mismatch,final_mean_contact_mismatch,baseline_intervention_per_riser,final_intervention_per_riser,baseline_mean_correction_norm,final_mean_correction_norm,baseline_recovery_takeover,final_recovery_takeover
target,157,135000001,29,True,True,False,False,False,False,success,success,10.790517807006836,9.95230484008789,9,9,0.08170944452285767,0.08162583410739899,2.0,1.619063138961792,1.3286874294281006,2.0,0.14349111914634705,0.14143094420433044,2.555555582046509,1.2222222089767456,0.0026716641150414944,0.0009282910614274442,True,True
target,158,135000001,30,True,True,False,False,False,False,success,success,8.168376922607422,9.792901992797852,9,9,0.09113249182701111,0.08313809335231781,2.0,2.0,1.5715019702911377,1.1573989391326904,0.15810811519622803,0.14907275140285492,2.1111111640930176,2.555555582046509,0.0017752752173691988,0.003455352270975709,True,True
target,159,135000001,31,True,True,False,False,False,False,success,success,11.601755142211914,11.541622161865234,9,9,0.06941510736942291,0.07381454110145569,2.0,2.0,2.0,2.0,0.12332838028669357,0.1430700421333313,2.444444417953491,1.7777777910232544,0.0024375487118959427,0.0015293017495423555,True,True
target,160,135000001,32,True,True,False,False,False,False,success,success,7.694864273071289,8.36749267578125,9,9,0.0958147794008255,0.08989167958498001,1.896812915802002,2.0,2.0,2.0,0.13056680560112,0.13136456906795502,0.0,0.0,5.8924367607460226e-08,5.856313833874083e-08,False,False
target,161,135000001,33,True,True,False,False,False,False,success,success,6.0846710205078125,9.394733428955078,9,9,0.11060164123773575,0.08680679649114609,1.872460126876831,2.0,2.0,2.0,0.15432098507881165,0.14084506034851074,0.8888888955116272,0.1111111119389534,0.001595176407136023,0.00040124577935785055,True,True
target,162,135000001,34,True,True,False,False,False,False,success,success,9.397608757019043,9.952095031738281,9,9,0.07916376739740372,0.07875313609838486,2.0,2.0,2.0,2.0,0.15018656849861145,0.13808664679527283,0.3333333432674408,0.6666666865348816,0.00046162359649315476,0.00042311809374950826,True,True
target,163,135000001,35,False,True,True,False,False,False,contact_stability,success,-4.290421485900879,8.259489059448242,8,9,0.10858593136072159,0.08552568405866623,1.4966195821762085,2.0,2.0,2.0,0.1818181723356247,0.13644689321517944,1.375,1.0,0.0021730419248342514,0.001102215494029224,False,True
target,164,135000001,36,False,False,True,True,False,False,contact_stability,contact_stability,-4.0544233322143555,-5.545549392700195,9,8,0.09825717657804489,0.09999998658895493,1.6877059936523438,1.7939599752426147,1.2328263521194458,2.0,0.1663619726896286,0.17588651180267334,1.4444444179534912,6.125,0.0017879825318232179,0.009131314232945442,False,False
target,165,135000001,37,False,True,True,False,False,False,contact_stability,success,-2.702409029006958,9.794027328491211,5,9,0.08066908270120621,0.08177720755338669,1.7293330430984497,2.0,1.3062825202941895,1.8562982082366943,0.18652036786079407,0.13983739912509918,2.0,1.1111111640930176,0.006802387535572052,0.0013618620578199625,False,True
target,166,135000001,38,True,False,False,True,False,False,success,lateral_heading_drift,9.8321533203125,-2.088397979736328,9,9,0.08016848564147949,0.08667963743209839,2.0,1.8156671524047852,1.7805569171905518,2.0,0.13816925883293152,0.16201117634773254,0.4444444477558136,0.4444444477558136,0.0003711546305567026,0.00040007682400755584,True,False
target,167,135000001,39,True,True,False,False,False,False,success,success,10.167774200439453,7.325480937957764,9,9,0.08424844592809677,0.09419506788253784,2.0,2.0,2.0,1.9971930980682373,0.13047444820404053,0.13970588147640228,0.7777777910232544,1.6666666269302368,0.0009802939603105187,0.0017084748251363635,True,True
target,168,135000001,40,True,False,False,True,False,False,success,contact_stability,8.018402099609375,-1.3572120666503906,9,5,0.08842838555574417,0.09671655297279358,1.5610471963882446,2.0,2.0,2.0,0.13276231288909912,0.1745762676000595,0.0,0.4000000059604645,6.179307376896759e-08,0.0001569848827784881,False,False
target,169,135000001,41,True,True,False,False,False,False,success,success,10.428318977355957,11.218682289123535,9,9,0.08070295304059982,0.07865913957357407,2.0,2.0,2.0,1.9228259325027466,0.15390506386756897,0.15834634006023407,1.4444444179534912,1.6666666269302368,0.0022133071906864643,0.0013976157642900944,True,True
target,170,135000001,42,True,True,False,False,False,False,success,success,10.46989631652832,8.538814544677734,9,9,0.08724506199359894,0.07873666286468506,1.977943778038025,2.0,2.0,1.9445414543151855,0.13047444820404053,0.14138439297676086,0.7777777910232544,1.0,0.0008274812716990709,0.0005498944083228707,True,True
target,171,135000001,43,True,False,False,True,False,False,success,contact_stability,7.02567720413208,-2.5394811630249023,9,3,0.08791247755289078,0.13482779264450073,2.0,2.0,2.0,1.9200557470321655,0.15393653512001038,0.19579288363456726,5.0,5.0,0.004555108956992626,0.004402823746204376,True,False
target,172,135000001,44,True,True,False,False,False,False,success,success,11.308850288391113,10.906455993652344,9,9,0.07182043790817261,0.08505851775407791,2.0,2.0,2.0,2.0,0.1324717253446579,0.13868066668510437,1.3333333730697632,2.222222328186035,0.0012594793224707246,0.0025472647976130247,True,True
target,173,135000001,45,True,True,False,False,False,False,success,success,10.624066352844238,10.127264022827148,9,9,0.07230906933546066,0.08472491055727005,2.0,2.0,2.0,2.0,0.14205607771873474,0.12376237660646439,0.5555555820465088,0.1111111119389534,0.00032903661485761404,0.0003303304547443986,True,True
target,174,135000001,46,True,True,False,False,False,False,success,success,10.289661407470703,8.949897766113281,9,9,0.07928971201181412,0.0858825296163559,2.0,2.0,2.0,1.4856340885162354,0.13056093454360962,0.13668429851531982,0.3333333432674408,0.3333333432674408,0.0003897257847711444,0.0001359542948193848,True,True
target,175,135000001,47,True,False,False,True,False,False,success,contact_stability,10.972070693969727,-1.32027268409729,9,3,0.07105211913585663,0.10132816433906555,1.368858814239502,2.0,2.0,2.0,0.14421668648719788,0.1821705400943756,3.0,3.3333334922790527,0.0032245167531073093,0.0021676169708371162,True,False
target,176,135000001,48,True,True,False,False,False,False,success,success,8.026229858398438,13.070680618286133,9,9,0.08148478716611862,0.07510507106781006,2.0,2.0,2.0,2.0,0.1403394341468811,0.15405777096748352,1.5555555820465088,3.0,0.00125699897762388,0.0020108127500861883,True,True
target,177,135000001,49,False,False,True,True,False,False,contact_stability,lateral_heading_drift,-2.6670045852661133,-3.080034017562866,9,9,0.11335783451795578,0.09266103059053421,2.0,1.6665796041488647,2.0,1.9635552167892456,0.1737668216228485,0.16179540753364563,0.0,0.1111111119389534,6.492057735840717e-08,6.626149115618318e-05,False,False
target,178,135000001,50,True,True,False,False,False,False,success,success,10.047685623168945,9.623069763183594,9,9,0.0764220803976059,0.0847950130701065,2.0,2.0,2.0,1.8495612144470215,0.15019379556179047,0.13601532578468323,0.4444444477558136,0.8888888955116272,0.0007424614741466939,0.0010806467616930604,True,True
target,179,135000001,51,True,False,False,True,False,False,success,contact_stability,8.845480918884277,0.0007152557373046875,9,7,0.08931054174900055,0.0857793316245079,2.0,1.764804720878601,1.4091116189956665,2.0,0.14156079292297363,0.16893424093723297,0.3333333432674408,1.4285714626312256,0.00023579011030960828,0.0019388743676245213,True,False
target,180,135000001,52,True,True,False,False,False,False,success,success,10.942094802856445,11.191057205200195,9,9,0.08083269000053406,0.07995326817035675,2.0,2.0,1.9678648710250854,2.0,0.13511186838150024,0.130087211728096,1.6666666269302368,2.1111111640930176,0.0017321333289146423,0.0020033239852637053,True,True
target,181,135000001,53,True,True,False,False,False,False,success,success,10.561742782592773,10.100836753845215,9,9,0.07837720215320587,0.08233378082513809,2.0,2.0,1.418165683746338,2.0,0.15016233921051025,0.13931888341903687,1.1111111640930176,1.7777777910232544,0.0013984782854095101,0.0021051287185400724,True,True
target,182,135000001,54,True,True,False,False,False,False,success,success,9.064973831176758,9.578054428100586,9,9,0.0954025387763977,0.07719608396291733,1.6433426141738892,2.0,2.0,2.0,0.13871635496616364,0.131474107503891,0.7777777910232544,0.4444444477558136,0.0009075576672330499,0.0004320077132433653,True,True
target,183,135000001,55,False,False,True,True,False,False,contact_stability,contact_stability,-2.0412845611572266,-2.619966506958008,6,7,0.1050555482506752,0.11153358966112137,2.0,1.7264833450317383,2.0,2.0,0.15302491188049316,0.15815085172653198,0.8333333730697632,1.2857143878936768,0.0005147194024175406,0.002411769237369299,False,False
target,184,135000001,56,True,False,False,True,False,False,success,contact_stability,10.60274600982666,-8.319650650024414,9,5,0.07580626010894775,0.1199311837553978,1.427211880683899,2.0,2.0,2.0,0.13468635082244873,0.203125,0.3333333432674408,2.200000047683716,0.0003059937444049865,0.006727409549057484,True,False
target,185,135000001,57,True,False,False,True,False,False,success,contact_stability,10.911316871643066,-1.9907026290893555,9,3,0.09261485934257507,0.08949436992406845,2.0,2.0,2.0,1.8618364334106445,0.1367781162261963,0.19847328960895538,0.8888888955116272,2.6666667461395264,0.0006336315418593585,0.003637248184531927,True,False
target,186,135000001,58,False,False,True,True,False,False,contact_stability,contact_stability,-2.4391934871673584,-3.7367258071899414,6,4,0.1099371537566185,0.16375146806240082,2.0,1.7317774295806885,1.9954068660736084,2.0,0.15860214829444885,0.19354838132858276,2.0,5.5,0.005499137565493584,0.007950122468173504,False,False
target,187,135000001,59,True,False,False,True,False,False,success,contact_stability,9.511150360107422,-10.94725227355957,9,8,0.094325490295887,0.12374212592840195,1.6095659732818604,2.0,2.0,2.0,0.13808664679527283,0.17244525253772736,0.6666666865348816,4.75,0.0005116909160278738,0.014141789637506008,True,False
target,188,135000001,60,False,False,True,True,False,False,contact_stability,contact_stability,-4.491305828094482,-2.63985538482666,5,9,0.0985984206199646,0.09865425527095795,1.720727801322937,2.0,2.0,2.0,0.1833810955286026,0.16181817650794983,3.6000001430511475,2.3333332538604736,0.014900799840688705,0.005691430065780878,False,False
target,189,135000001,61,False,False,True,True,False,False,contact_stability,contact_stability,-3.480483055114746,-0.9168663024902344,1,6,0.07278863340616226,0.09265665709972382,0.7223999500274658,2.0,1.672181248664856,2.0,0.18670886754989624,0.16203704476356506,5.0,0.6666666865348816,0.006341319996863604,0.0025983925443142653,False,False
